DSP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,Chl-a,salinity,T,SECCHI,DIN,PO4-P,Soca,month,lipophylic_toxins
20.0,0.0,0.0,20.0,0.0,0.0,206.0,15.65714285714286,3.0619047619047612,1.4,0.49,36.33,12.05,7.0,0.3200000021606676,0.0399999991059303,1629.338,5,?
10.0,0.0,0.0,10.0,0.0,0.0,206.0,15.65714285714286,3.0619047619047612,1.4,?,36.56,12.19,?,?,?,1629.338,5,?
0.0,0.0,0.0,0.0,0.0,0.0,235.1,19.09047619047619,3.0285714285714285,61.50000000000001,?,37.2200012207031,13.7799997329712,10.0,0.30999999307096,0.0500000007450581,1870.666,5,neg
10.0,0.0,0.0,10.0,0.0,0.0,235.1,19.09047619047619,3.0285714285714285,61.50000000000001,0.86,36.92,15.86,7.0,0.45999998599290826,0.0799999982118607,1870.666,5,neg
20.0,0.0,0.0,0.0,20.0,0.0,235.1,19.09047619047619,3.0285714285714285,61.50000000000001,?,36.85,16.15,?,?,?,1870.666,5,neg
0.0,0.0,0.0,0.0,0.0,0.0,175.50000000000003,20.366666666666667,2.6714285714285717,66.69999999999999,?,36.29,17.18,?,0.9399999976158142,0.0599999986588955,2957.807,6,?
40.0,0.0,0.0,10.0,30.0,0.0,175.50000000000003,20.366666666666667,2.6714285714285717,66.69999999999999,?,?,?,?,?,?,2957.807,6,?
30.0,0.0,0.0,10.0,10.0,0.0,175.50000000000003,20.366666666666667,2.6714285714285717,66.69999999999999,?,?,?,?,?,?,2957.807,6,?
540.0,0.0,0.0,20.0,520.0,0.0,226.89999999999998,21.80952380952381,3.076190476190476,4.6,?,35.4000015258789,20.4699993133545,9.0,2.74000001326203,0.109999999403954,3167.4429999999993,6,neg
350.0,0.0,0.0,10.0,340.0,0.0,226.89999999999998,21.80952380952381,3.076190476190476,4.6,0.27,36.69,20.47,11.0,1.4800000563263853,0.0199999995529652,3167.4429999999993,6,neg
280.0,0.0,0.0,20.0,260.0,0.0,226.89999999999998,21.80952380952381,3.076190476190476,4.6,?,36.91,19.1,?,?,?,3167.4429999999993,6,neg
40.0,0.0,0.0,10.0,30.0,0.0,235.7,22.185714285714283,3.3,15.5,?,36.4900016784668,21.7600002288818,?,0.7800000272691244,0.00999999977648258,3076.9189999999994,7,neg
150.0,0.0,0.0,10.0,140.0,0.0,235.7,22.185714285714283,3.3,15.5,0.27,36.69,20.47,11.0,1.4800000563263853,0.0199999995529652,3076.9189999999994,7,neg
160.0,0.0,0.0,0.0,160.0,0.0,235.7,22.185714285714283,3.3,15.5,?,36.91,19.1,?,?,?,3076.9189999999994,7,neg
150.0,0.0,0.0,0.0,150.0,0.0,248.79999999999998,23.34285714285714,3.185714285714286,14.799999999999999,?,36.91,19.1,?,?,?,2022.528,7,neg
170.0,0.0,0.0,30.0,130.0,0.0,248.79999999999998,23.34285714285714,3.185714285714286,14.799999999999999,0.27,36.69,20.47,11.0,1.4800000563263853,0.0199999995529652,2022.528,7,?
220.0,10.0,0.0,20.0,180.0,0.0,248.79999999999998,23.34285714285714,3.185714285714286,14.799999999999999,0.2,37.02,20.3,15.0,1.4599999636411676,0.0700000002980232,2022.528,7,neg
20.0,20.0,0.0,0.0,0.0,0.0,218.3,23.257142857142853,3.4809523809523815,92.5,?,35.21,26.66,?,?,?,1764.5170000000003,7,neg
100.0,60.0,0.0,10.0,10.0,0.0,218.3,23.257142857142853,3.4809523809523815,92.5,0.63,35.34,26.46,8.0,1.1500000022351744,0.0700000002980232,1764.5170000000003,7,neg
70.0,10.0,0.0,0.0,60.0,0.0,218.3,23.257142857142853,3.4809523809523815,92.5,0.36,35.16,26.25,12.0,1.3100000172853508,0.0399999991059303,1764.5170000000003,7,neg
10.0,0.0,0.0,0.0,10.0,0.0,188.20000000000002,21.747619047619047,3.395238095238095,103.3,?,35.21,26.66,?,?,?,1734.2509999999997,8,neg
60.0,50.0,0.0,10.0,0.0,0.0,188.20000000000002,21.747619047619047,3.395238095238095,103.3,0.36,35.16,26.25,12.0,1.3100000172853508,0.0399999991059303,1734.2509999999997,8,neg
50.0,50.0,0.0,0.0,0.0,0.0,188.20000000000002,21.747619047619047,3.395238095238095,103.3,0.63,35.34,26.46,8.0,1.1500000022351744,0.0700000002980232,1734.2509999999997,8,neg
50.0,20.0,10.0,0.0,20.0,0.0,220.7,22.385714285714283,3.2380952380952372,12.900000000000002,?,?,?,?,?,?,2444.419,8,neg
60.0,30.0,10.0,0.0,10.0,0.0,220.7,22.385714285714283,3.2380952380952372,12.900000000000002,?,35.2099990844727,24.0499992370605,?,1.1300000082701447,0.0599999986588955,2444.419,8,neg
120.0,50.0,40.0,0.0,30.0,0.0,220.7,22.385714285714283,3.2380952380952372,12.900000000000002,?,?,?,?,?,?,2444.419,8,?
40.0,40.0,0.0,0.0,0.0,0.0,259.4,23.652380952380955,3.5476190476190474,1.3,?,35.2099990844727,24.0499992370605,?,1.1300000082701447,0.0599999986588955,1852.0999999999995,8,neg
150.0,90.0,10.0,10.0,40.0,0.0,259.4,23.652380952380955,3.5476190476190474,1.3,?,35.14,25.92,?,?,?,1852.0999999999995,8,neg
200.0,130.0,40.0,10.0,20.0,0.0,259.4,23.652380952380955,3.5476190476190474,1.3,0.6,35.63,24.59,?,1.339999981224537,0.109999999403954,1852.0999999999995,8,?
100.0,50.0,10.0,0.0,40.0,0.0,222.60000000000005,23.876190476190477,3.5904761904761906,14.299999999999999,?,35.14,25.92,?,?,?,1682.7490000000003,9,neg
100.0,80.0,20.0,0.0,0.0,0.0,222.60000000000005,23.876190476190477,3.5904761904761906,14.299999999999999,?,35.3699989318848,24.6399993896484,13.0,0.3800000119954349,0.0199999995529652,1682.7490000000003,9,neg
180.0,140.0,40.0,0.0,0.0,0.0,222.60000000000005,23.876190476190477,3.5904761904761906,14.299999999999999,0.6,35.63,24.59,?,1.339999981224537,0.109999999403954,1682.7490000000003,9,?
20.0,20.0,0.0,0.0,0.0,0.0,198.90000000000006,22.79047619047619,3.552380952380952,14.299999999999999,0.6,35.63,24.59,?,1.339999981224537,0.109999999403954,993.7259999999998,9,?
80.0,50.0,0.0,10.0,20.0,0.0,198.90000000000006,22.79047619047619,3.552380952380952,14.299999999999999,0.28,35.1,25.52,12.0,0.8200000077486037,0.0399999991059303,993.7259999999998,9,neg
150.0,130.0,10.0,0.0,10.0,0.0,198.90000000000006,22.79047619047619,3.552380952380952,14.299999999999999,?,35.14,25.92,?,?,?,993.7259999999998,9,neg
50.0,40.0,0.0,0.0,10.0,0.0,188.09999999999997,20.785714285714285,3.923809523809524,74.0,?,35.85,25.98,?,?,?,1275.048,9,neg
20.0,0.0,20.0,0.0,0.0,0.0,188.09999999999997,20.785714285714285,3.923809523809524,74.0,0.33,35.92,26.06,12.0,0.2899999935179949,0.0399999991059303,1275.048,9,?
100.0,10.0,50.0,20.0,20.0,0.0,188.09999999999997,20.785714285714285,3.923809523809524,74.0,?,35.9300003051758,25.2900009155273,14.0,0.7500000279396768,0.0199999995529652,1275.048,9,neg
30.0,10.0,10.0,10.0,0.0,0.0,197.10000000000002,19.219047619047622,3.9095238095238094,62.8,?,35.9300003051758,25.2900009155273,14.0,0.7500000279396768,0.0199999995529652,1274.873,10,poz
20.0,0.0,0.0,10.0,10.0,0.0,197.10000000000002,19.219047619047622,3.9095238095238094,62.8,0.33,35.92,26.06,12.0,0.2899999935179949,0.0399999991059303,1274.873,10,?
30.0,0.0,30.0,0.0,0.0,0.0,197.10000000000002,19.219047619047622,3.9095238095238094,62.8,?,35.85,25.98,?,?,?,1274.873,10,neg
60.0,20.0,30.0,0.0,0.0,0.0,184.40000000000003,16.504761904761907,3.947619047619048,32.8,0.33,35.92,26.06,12.0,0.2899999935179949,0.0399999991059303,1609.9660000000003,10,?
130.0,40.0,60.0,30.0,0.0,0.0,184.40000000000003,16.504761904761907,3.947619047619048,32.8,0.47,35.77,25.94,?,0.2900000102818009,0.0500000007450581,1609.9660000000003,10,poz
30.0,20.0,0.0,10.0,0.0,0.0,184.40000000000003,16.504761904761907,3.947619047619048,32.8,?,35.85,25.98,?,?,?,1609.9660000000003,10,neg
200.0,20.0,50.0,20.0,0.0,70.0,130.0,11.614285714285714,3.776190476190476,132.2,?,35.9500007629395,22.3799991607666,?,5.2899998985230905,0.0299999993294477,4003.9760000000006,10,poz
150.0,0.0,40.0,20.0,0.0,90.0,130.0,11.614285714285714,3.776190476190476,132.2,0.47,36.55,20.41,11.0,2.549999997019767,0.0500000007450581,4003.9760000000006,10,?
420.0,40.0,100.0,120.0,0.0,90.0,130.0,11.614285714285714,3.776190476190476,132.2,?,36.55,19.54,?,?,?,4003.9760000000006,10,poz
60.0,0.0,0.0,10.0,0.0,30.0,99.60000000000001,11.157142857142857,3.114285714285714,53.1,?,?,?,?,?,?,5100.857999999999,11,?
120.0,0.0,10.0,10.0,0.0,50.0,99.60000000000001,11.157142857142857,3.114285714285714,53.1,?,?,?,?,?,?,5100.857999999999,11,?
150.0,0.0,40.0,20.0,0.0,60.0,99.60000000000001,11.157142857142857,3.114285714285714,53.1,?,37.0999984741211,18.1100006103516,7.0,1.6999999433755846,0.0399999991059303,5100.857999999999,11,?
120.0,0.0,10.0,20.0,0.0,40.0,151.29999999999998,6.676190476190476,3.5,0.0,?,36.97,15.24,?,?,?,2223.699,11,neg
190.0,30.0,20.0,30.0,0.0,60.0,151.29999999999998,6.676190476190476,3.5,0.0,1.26,37.11,15.38,6.0,1.95000001788139,0.00999999977648258,2223.699,11,?
40.0,0.0,0.0,10.0,0.0,30.0,151.29999999999998,6.676190476190476,3.5,0.0,?,36.3899993896484,16.7900009155273,7.0,1.1600000262260437,0.100000001490116,2223.699,11,neg
60.0,0.0,0.0,20.0,0.0,40.0,78.89999999999999,8.566666666666666,2.8047619047619046,23.2,?,36.97,15.24,?,?,?,2210.441,12,?
50.0,0.0,0.0,10.0,0.0,40.0,78.89999999999999,8.566666666666666,2.8047619047619046,23.2,1.26,37.11,15.38,6.0,1.95000001788139,0.00999999977648258,2210.441,12,?
50.0,0.0,0.0,10.0,0.0,40.0,78.89999999999999,8.566666666666666,2.8047619047619046,23.2,1.58,36.98,15.91,5.0,2.370000034570698,0.0500000007450581,2210.441,12,neg
10.0,0.0,0.0,0.0,0.0,10.0,99.2,4.061904761904762,3.4285714285714284,23.3,?,?,?,?,?,?,2646.6919999999996,1,neg
20.0,0.0,0.0,20.0,0.0,0.0,99.2,4.061904761904762,3.4285714285714284,23.3,?,?,?,?,?,?,2646.6919999999996,1,neg
0.0,0.0,0.0,0.0,0.0,0.0,99.2,4.061904761904762,3.4285714285714284,23.3,?,37.7700004577637,11.9799995422363,5.0,5.239999899640683,0.0900000035762787,2646.6919999999996,1,neg
10.0,0.0,0.0,10.0,0.0,0.0,95.19999999999999,-0.823809523809524,5.257142857142857,0.0,0.64,38.17,10.62,5.0,2.6600000262260464,0.100000001490116,933.7109999999999,2,neg
0.0,0.0,0.0,0.0,0.0,0.0,95.19999999999999,-0.823809523809524,5.257142857142857,0.0,?,37.91,9.05,?,?,?,933.7109999999999,2,neg
20.0,0.0,0.0,10.0,0.0,10.0,95.19999999999999,-0.823809523809524,5.257142857142857,0.0,0.48,37.9,10.05,5.0,7.009999930858616,0.170000001788139,933.7109999999999,2,neg
10.0,0.0,0.0,10.0,0.0,0.0,182.59999999999997,7.0,3.238095238095238,0.2,0.43,38.36,6.54,6.0,2.6299999505281413,0.0500000007450581,778.9,3,neg
10.0,0.0,0.0,10.0,0.0,0.0,182.59999999999997,7.0,3.238095238095238,0.2,0.48,38.35,6.89,6.0,2.739999949932094,0.0500000007450581,778.9,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,182.59999999999997,7.0,3.238095238095238,0.2,0.72,38.16,6.24,?,3.810000002384189,0.0900000035762787,778.9,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,142.6,11.657142857142858,3.261904761904762,10.899999999999999,0.31,38.17,8.63,14.0,1.1699999943375579,0.0299999993294477,2489.2999999999997,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,142.6,11.657142857142858,3.261904761904762,10.899999999999999,?,38.22,8.43,?,?,?,2489.2999999999997,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,142.6,11.657142857142858,3.261904761904762,10.899999999999999,?,38.2700004577637,7.76000022888184,19.0,2.109999969601632,0.00999999977648258,2489.2999999999997,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,127.1,12.03809523809524,3.461904761904762,49.8,0.19,37.83,11.56,8.0,2.9599999710917473,0.0500000007450581,4743.46,4,neg
10.0,10.0,0.0,0.0,0.0,0.0,127.1,12.03809523809524,3.461904761904762,49.8,0.19,36.95,11.79,8.0,8.040000170469286,0.0500000007450581,4743.46,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,127.1,12.03809523809524,3.461904761904762,49.8,?,37.62,11.8,?,?,?,4743.46,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,217.4,16.547619047619044,3.3285714285714283,59.900000000000006,?,37.48,12.69,?,3.390000060200688,0.0599999986588955,4685.645,5,neg
10.0,0.0,0.0,10.0,0.0,0.0,217.4,16.547619047619044,3.3285714285714283,59.900000000000006,?,?,?,?,?,?,4685.645,5,neg
0.0,0.0,0.0,0.0,0.0,0.0,217.4,16.547619047619044,3.3285714285714283,59.900000000000006,?,?,?,?,?,?,4685.645,5,neg
10.0,0.0,0.0,0.0,10.0,0.0,205.1,16.442857142857143,3.0714285714285716,92.6,?,36.6599998474121,16.8999996185303,7.0,2.280000053346161,0.0399999991059303,3217.882000000001,5,neg
10.0,0.0,0.0,10.0,0.0,0.0,205.1,16.442857142857143,3.0714285714285716,92.6,?,38.17,12.99,?,?,?,3217.882000000001,5,neg
0.0,0.0,0.0,0.0,0.0,0.0,205.1,16.442857142857143,3.0714285714285716,92.6,0.61,37.47,14.35,8.0,1.6799999754875898,0.0399999991059303,3217.882000000001,5,neg
0.0,0.0,0.0,0.0,0.0,0.0,192.3,19.971428571428575,2.795238095238095,36.5,0.43,37.88,13.6,7.0,1.2699999995529652,0.0399999991059303,3218.5710000000004,6,neg
30.0,10.0,0.0,10.0,10.0,0.0,192.3,19.971428571428575,2.795238095238095,36.5,?,38.17,12.99,?,?,?,3218.5710000000004,6,neg
0.0,0.0,0.0,0.0,0.0,0.0,192.3,19.971428571428575,2.795238095238095,36.5,0.61,37.47,14.35,8.0,1.6799999754875898,0.0399999991059303,3218.5710000000004,6,neg
30.0,0.0,0.0,20.0,10.0,0.0,235.79999999999995,22.99047619047619,2.785714285714286,33.4,?,35.35,21.68,?,?,?,3193.2690000000002,6,neg
30.0,0.0,0.0,10.0,0.0,0.0,235.79999999999995,22.99047619047619,2.785714285714286,33.4,?,35.1100006103516,21.0300006866455,13.0,10.050000220537193,0.0399999991059303,3193.2690000000002,6,neg
60.0,20.0,0.0,20.0,0.0,0.0,235.79999999999995,22.99047619047619,2.785714285714286,33.4,0.71,35.18,21.87,7.0,3.5099998861551303,0.0500000007450581,3193.2690000000002,6,neg
460.0,0.0,0.0,0.0,460.0,0.0,277.79999999999995,24.780952380952378,2.5714285714285716,5.3999999999999995,?,35.1100006103516,21.0300006866455,13.0,10.050000220537193,0.0399999991059303,3065.602999999999,7,neg
160.0,60.0,0.0,40.0,60.0,0.0,277.79999999999995,24.780952380952378,2.5714285714285716,5.3999999999999995,0.71,35.18,21.87,7.0,3.5099998861551303,0.0500000007450581,3065.602999999999,7,neg
320.0,0.0,0.0,0.0,320.0,0.0,277.79999999999995,24.780952380952378,2.5714285714285716,5.3999999999999995,?,35.35,21.68,?,?,?,3065.602999999999,7,neg
210.0,130.0,0.0,70.0,10.0,0.0,268.3,25.58095238095238,2.8809523809523805,6.8999999999999995,?,?,?,?,?,?,2031.5430000000003,7,neg
50.0,0.0,0.0,40.0,0.0,0.0,268.3,25.58095238095238,2.8809523809523805,6.8999999999999995,?,?,?,?,?,?,2031.5430000000003,7,neg
120.0,40.0,0.0,50.0,30.0,0.0,268.3,25.58095238095238,2.8809523809523805,6.8999999999999995,?,35.47,21.95,?,1.3399999476969215,0.0399999991059303,2031.5430000000003,7,neg
80.0,60.0,0.0,10.0,10.0,0.0,241.40000000000003,25.16666666666667,3.395238095238095,0.0,?,34.6599998474121,27.6200008392334,15.0,2.6600000336766234,0.0700000002980232,1977.546,7,neg
80.0,50.0,0.0,20.0,0.0,0.0,241.40000000000003,25.16666666666667,3.395238095238095,0.0,0.33,36.56,24.93,10.0,0.6600000001490118,0.0599999986588955,1977.546,7,neg
90.0,70.0,0.0,10.0,10.0,0.0,241.40000000000003,25.16666666666667,3.395238095238095,0.0,?,36.64,24.57,?,?,?,1977.546,7,neg
30.0,20.0,0.0,10.0,0.0,0.0,240.09999999999997,25.633333333333336,3.3047619047619046,0.0,0.26,36.59,24.96,9.0,2.0100000575184835,0.0599999986588955,1942.4749999999997,8,neg
20.0,10.0,0.0,10.0,0.0,0.0,240.09999999999997,25.633333333333336,3.3047619047619046,0.0,?,36.64,24.57,?,?,?,1942.4749999999997,8,neg
120.0,110.0,0.0,10.0,0.0,0.0,240.09999999999997,25.633333333333336,3.3047619047619046,0.0,0.33,36.56,24.93,10.0,0.6600000001490118,0.0599999986588955,1942.4749999999997,8,neg
0.0,0.0,0.0,0.0,0.0,0.0,257.7,25.342857142857145,2.9238095238095236,0.0,?,?,?,?,?,?,1041.609,8,neg
30.0,20.0,0.0,10.0,0.0,0.0,257.7,25.342857142857145,2.9238095238095236,0.0,?,?,?,?,?,?,1041.609,8,neg
20.0,20.0,0.0,0.0,0.0,0.0,257.7,25.342857142857145,2.9238095238095236,0.0,?,37.0299987792969,25.6499996185303,12.0,1.9199999850243308,0.0299999993294477,1041.609,8,?
60.0,10.0,10.0,40.0,0.0,0.0,244.29999999999995,24.19047619047619,2.8904761904761904,28.5,?,37.14,26.4,?,?,?,851.0140000000004,8,?
40.0,30.0,0.0,0.0,0.0,0.0,244.29999999999995,24.19047619047619,2.8904761904761904,28.5,0.28,37.28,26.55,?,0.8300000317394732,0.170000001788139,851.0140000000004,8,neg
20.0,20.0,0.0,0.0,0.0,0.0,244.29999999999995,24.19047619047619,2.8904761904761904,28.5,?,37.0299987792969,25.6499996185303,12.0,1.9199999850243308,0.0299999993294477,851.0140000000004,8,neg
0.0,0.0,0.0,0.0,0.0,0.0,177.19999999999996,22.71904761904762,2.80952380952381,45.8,?,37.0699996948242,26.2299995422363,12.0,0.5799999795854095,0.0299999993294477,791.13,9,neg
0.0,0.0,0.0,0.0,0.0,0.0,177.19999999999996,22.71904761904762,2.80952380952381,45.8,?,37.14,26.4,?,?,?,791.13,9,neg
10.0,0.0,0.0,10.0,0.0,0.0,177.19999999999996,22.71904761904762,2.80952380952381,45.8,0.28,37.28,26.55,?,0.8300000317394732,0.170000001788139,791.13,9,neg
30.0,0.0,10.0,10.0,0.0,0.0,153.0,19.738095238095244,3.2190476190476187,78.9,0.26,37.1,26.37,12.0,1.1600000429898458,0.0599999986588955,1100.9759999999999,9,neg
20.0,0.0,20.0,0.0,0.0,0.0,153.0,19.738095238095244,3.2190476190476187,78.9,?,37.14,26.4,?,?,?,1100.9759999999999,9,neg
40.0,0.0,10.0,10.0,0.0,0.0,153.0,19.738095238095244,3.2190476190476187,78.9,0.28,37.28,26.55,?,0.8300000317394732,0.170000001788139,1100.9759999999999,9,neg
20.0,0.0,10.0,0.0,0.0,0.0,126.09999999999998,18.604761904761908,3.3285714285714287,87.19999999999999,?,37.24,24.63,?,?,?,1898.342,10,neg
10.0,0.0,10.0,0.0,0.0,0.0,126.09999999999998,18.604761904761908,3.3285714285714287,87.19999999999999,0.26,37.36,24.28,?,0.6799999997019762,0.140000000596046,1898.342,10,neg
50.0,0.0,10.0,30.0,0.0,0.0,126.09999999999998,18.604761904761908,3.3285714285714287,87.19999999999999,?,37.2400016784668,24.4599990844727,18.0,1.5399999804794782,0.0500000007450581,1898.342,10,neg
50.0,0.0,0.0,50.0,0.0,0.0,114.0,18.366666666666667,3.0476190476190474,50.10000000000001,0.26,37.36,24.28,?,0.6799999997019762,0.140000000596046,2089.387,10,neg
50.0,10.0,0.0,30.0,10.0,0.0,114.0,18.366666666666667,3.0476190476190474,50.10000000000001,?,37.24,24.63,?,?,?,2089.387,10,neg
60.0,0.0,0.0,50.0,0.0,0.0,114.0,18.366666666666667,3.0476190476190474,50.10000000000001,?,37.2400016784668,24.4599990844727,18.0,1.5399999804794782,0.0500000007450581,2089.387,10,neg
90.0,50.0,0.0,40.0,0.0,0.0,116.0,15.457142857142856,3.00952380952381,31.400000000000002,?,37.5299987792969,21.2299995422363,7.0,?,?,3043.4320000000007,10,neg
50.0,0.0,10.0,30.0,0.0,0.0,116.0,15.457142857142856,3.00952380952381,31.400000000000002,?,37.38,20.94,?,?,?,3043.4320000000007,10,neg
120.0,10.0,50.0,20.0,0.0,10.0,116.0,15.457142857142856,3.00952380952381,31.400000000000002,0.83,37.72,20.94,5.0,1.870000004768372,0.0900000035762787,3043.4320000000007,10,neg
90.0,20.0,40.0,0.0,0.0,0.0,107.99999999999999,13.047619047619047,3.9952380952380957,92.7,0.83,37.72,20.94,5.0,1.870000004768372,0.0900000035762787,9588.052,11,neg
30.0,0.0,0.0,0.0,0.0,20.0,107.99999999999999,13.047619047619047,3.9952380952380957,92.7,?,37.38,20.94,?,?,?,9588.052,11,neg
20.0,0.0,0.0,0.0,0.0,10.0,107.99999999999999,13.047619047619047,3.9952380952380957,92.7,0.36,37.58,21.3,11.0,0.6699999850243327,0.0700000002980232,9588.052,11,neg
20.0,0.0,0.0,0.0,0.0,10.0,88.9,11.795238095238094,4.090476190476191,102.2,?,?,?,?,?,?,11686.263000000003,11,neg
30.0,0.0,10.0,10.0,0.0,10.0,88.9,11.795238095238094,4.090476190476191,102.2,?,37.5,18.0100002288818,5.0,2.509999958798285,0.0299999993294477,11686.263000000003,11,neg
10.0,0.0,10.0,0.0,0.0,0.0,88.9,11.795238095238094,4.090476190476191,102.2,?,?,?,?,?,?,11686.263000000003,11,neg
40.0,0.0,10.0,30.0,0.0,0.0,78.10000000000001,10.895238095238094,3.052380952380952,15.600000000000001,?,37.5,18.0100002288818,5.0,2.509999958798285,0.0299999993294477,11829.506000000003,11,neg
10.0,0.0,0.0,0.0,0.0,10.0,78.10000000000001,10.895238095238094,3.052380952380952,15.600000000000001,1.45,37.5,16.33,?,3.1000001132488286,0.209999993443489,11829.506000000003,11,neg
20.0,0.0,0.0,10.0,0.0,10.0,78.10000000000001,10.895238095238094,3.052380952380952,15.600000000000001,?,37.44,16.37,?,?,?,11829.506000000003,11,neg
0.0,0.0,0.0,0.0,0.0,0.0,60.39999999999999,6.576190476190478,3.2809523809523813,139.8,?,37.44,16.37,?,?,?,5623.825999999999,12,?
0.0,0.0,0.0,0.0,0.0,0.0,60.39999999999999,6.576190476190478,3.2809523809523813,139.8,1.66,37.7,16.78,4.0,2.340000003576276,0.119999997317791,5623.825999999999,12,neg
10.0,0.0,0.0,10.0,0.0,0.0,60.39999999999999,6.576190476190478,3.2809523809523813,139.8,1.45,37.5,16.33,?,3.1000001132488286,0.209999993443489,5623.825999999999,12,?
10.0,0.0,0.0,0.0,0.0,10.0,69.2,5.114285714285715,3.195238095238095,115.19999999999997,?,37.939998626709,16.9899997711182,5.0,2.3699999712407593,0.0500000007450581,6235.934000000001,12,?
0.0,0.0,0.0,0.0,0.0,0.0,69.2,5.114285714285715,3.195238095238095,115.19999999999997,?,37.38,20.94,?,?,?,6235.934000000001,12,?
20.0,0.0,0.0,0.0,0.0,0.0,69.2,5.114285714285715,3.195238095238095,115.19999999999997,0.89,37.31,12.24,5.0,1.5,0.180000007152557,6235.934000000001,12,?
0.0,0.0,0.0,0.0,0.0,0.0,42.900000000000006,6.004761904761905,2.7857142857142856,74.19999999999999,?,?,?,?,?,?,3222.5070000000005,1,?
0.0,0.0,0.0,0.0,0.0,0.0,42.900000000000006,6.004761904761905,2.7857142857142856,74.19999999999999,?,?,?,?,?,?,3222.5070000000005,1,neg
10.0,0.0,0.0,10.0,0.0,0.0,42.900000000000006,6.004761904761905,2.7857142857142856,74.19999999999999,?,37.5800018310547,11.3299999237061,4.0,8.850000143051153,0.109999999403954,3222.5070000000005,1,neg
0.0,0.0,0.0,0.0,0.0,0.0,83.6,5.019047619047619,3.1238095238095234,81.4,1.14,36.86,9.85,4.0,13.109999895095871,0.200000002980232,4780.6359999999995,2,neg
0.0,0.0,0.0,0.0,0.0,0.0,83.6,5.019047619047619,3.1238095238095234,81.4,0.58,36.32,10.01,4.0,17.280000388622256,0.180000007152557,4780.6359999999995,2,neg
0.0,0.0,0.0,0.0,0.0,0.0,83.6,5.019047619047619,3.1238095238095234,81.4,0.73,37.32,10.43,1.5,17.600000381469748,0.230000004172325,4780.6359999999995,2,neg
20.0,0.0,0.0,20.0,0.0,0.0,82.8,6.680952380952381,2.7238095238095235,65.8,0.59,38.2,9.99,7.0,1.649999976158142,0.0500000007450581,4231.62,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,82.8,6.680952380952381,2.7238095238095235,65.8,0.44,37.88,9.67,8.0,2.059999987483028,0.0599999986588955,4231.62,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,82.8,6.680952380952381,2.7238095238095235,65.8,0.68,38.07,9.32,5.0,2.439999997615814,0.0700000002980232,4231.62,3,neg
0.0,0.0,0.0,0.0,0.0,0.0,72.3,7.147619047619049,3.3666666666666667,131.5,0.33,36.86,9.85,14.0,11.620000302791636,0.129999995231628,8576.934,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,72.3,7.147619047619049,3.3666666666666667,131.5,?,36.8600006103516,10.4499998092651,16.0,8.120000243186956,0.0500000007450581,8576.934,4,neg
10.0,0.0,0.0,0.0,0.0,0.0,72.3,7.147619047619049,3.3666666666666667,131.5,0.24,37.32,10.43,13.0,10.369999676942824,0.0700000002980232,8576.934,4,neg
10.0,0.0,0.0,0.0,10.0,0.0,101.99999999999999,10.923809523809522,2.9857142857142858,114.9,?,37.5099983215332,10.9300003051758,16.0,3.3399999067187363,0.0500000007450581,7210.684,4,neg
40.0,0.0,0.0,0.0,30.0,0.0,101.99999999999999,10.923809523809522,2.9857142857142858,114.9,?,?,?,?,?,?,7210.684,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,101.99999999999999,10.923809523809522,2.9857142857142858,114.9,?,?,?,?,?,?,7210.684,4,neg
0.0,0.0,0.0,0.0,0.0,0.0,142.70000000000002,16.48095238095238,2.8333333333333335,14.0,1.98,32.88,15.08,4.0,8.979999698698522,0.150000005960464,5666.675000000002,5,neg
10.0,0.0,0.0,10.0,0.0,0.0,142.70000000000002,16.48095238095238,2.8333333333333335,14.0,?,37.5099983215332,10.9300003051758,16.0,3.3399999067187363,0.0500000007450581,5666.675000000002,5,neg
10.0,0.0,0.0,0.0,0.0,0.0,142.70000000000002,16.48095238095238,2.8333333333333335,14.0,0.59,36.63,14.09,8.0,4.570000126957891,0.119999997317791,5666.675000000002,5,neg
70.0,0.0,0.0,10.0,30.0,0.0,147.6,17.442857142857143,2.7571428571428567,56.5,1.22,36.92,14.64,9.0,2.7000000178813934,0.0599999986588955,5898.1759999999995,5,neg
30.0,0.0,0.0,10.0,0.0,0.0,147.6,17.442857142857143,2.7571428571428567,56.5,1.98,32.88,15.08,4.0,8.979999698698522,0.150000005960464,5898.1759999999995,5,neg
50.0,10.0,0.0,20.0,10.0,0.0,147.6,17.442857142857143,2.7571428571428567,56.5,0.59,36.63,14.09,8.0,4.570000126957891,0.119999997317791,5898.1759999999995,5,neg
