date;sampling station;lipophylic toxins;lipophylic toxins (OA (µg/kg));lipophylic toxins (DTX2 (µg/kg));PSP toxins;ASP toxins;yessotoxins;ban start;ban stop;data source
2011-08-19;0DB2;;;;;;;;;Veterinarska fakulteta
2011-08-22;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-09-05;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-09-05;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-10-03;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-10-03;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-10-17;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-10-17;24;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-10-26;24;;;;;;;y;;Veterinarska fakulteta
2011-10-27;35;neg;;;x;x;;;;Veterinarska fakulteta
2011-10-27;24;neg;;;x;x;;;;Veterinarska fakulteta
2011-11-07;35;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-11-10;35;;;;;;;y;;Veterinarska fakulteta
2011-11-10;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-11-23;35;x;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-11-23;24;x;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-12-07;35;neg;;;x;x;;;;Veterinarska fakulteta
2011-12-07;24;neg;;;x;x;;;;Veterinarska fakulteta
2011-12-13;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-12-13;24;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2012-01-10;35;;;;;;;;y;Veterinarska fakulteta
2012-01-13;35;neg;;;x;x;;;;Veterinarska fakulteta
2012-01-13;24;neg;;;x;x;;;;Veterinarska fakulteta
2012-02-15;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2012-02-17;35;neg;;;x;x;;;;Veterinarska fakulteta
2012-02-17;24;neg;;;x;x;;;;Veterinarska fakulteta
2012-03-01;24;;;;;;;;y;Veterinarska fakulteta
2012-03-16;35;neg;;;x;x;;;;Veterinarska fakulteta
2012-03-16;24;neg;;;x;x;;;;Veterinarska fakulteta
2012-03-20;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2012-04-05;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2012-04-05;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-04-05;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-05-08;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2012-05-08;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-05-11;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-05-24;35;neg;;;neg;x;;;;Veterinarska fakulteta
2012-05-25;24;neg;;;neg;x;;;;Veterinarska fakulteta
2012-05-25;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2012-06-07;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2012-06-07;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-06-08;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-06-21;24;neg;;;neg;x;;;;Veterinarska fakulteta
2012-06-26;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2012-06-28;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-07-05;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2012-07-06;35;neg;;;x;x;;;;Veterinarska fakulteta
2012-07-06;24;neg;;;x;x;;;;Veterinarska fakulteta
2012-07-13;35;neg;;;neg;< 3 mg DA/kg;poz;;;Veterinarska fakulteta
2012-07-14;35;;;;;;;y;;Veterinarska fakulteta
2012-07-16;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-07-17;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-07-20;24;neg;;;neg;x;;;;Veterinarska fakulteta
2012-07-25;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2012-08-06;35;neg;;;x;x;neg (na meji);;;Veterinarska fakulteta
2012-08-09;24;neg;;;neg;neg;neg;;;Veterinarska fakulteta
2012-08-14;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-08-16;35;neg;;;neg;< 3 mg DA/kg;neg;;;Veterinarska fakulteta
2012-08-23;24;x;;;x;neg;;;;Veterinarska fakulteta
2012-08-23;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2012-08-28;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2012-08-29;35;;;;;;;;y;Veterinarska fakulteta
2012-09-06;35;neg;;;x;x;;;;Veterinarska fakulteta
2012-09-11;24;neg;;;x;x;;;;Veterinarska fakulteta
2012-09-11;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2012-09-25;35;neg;;;x;neg;;;;Veterinarska fakulteta
2012-09-25;24;neg;;;x;neg;;;;Veterinarska fakulteta
2012-09-25;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-04;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-10-04;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-10-04;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-10-11;35;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-11;24;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-11;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-18;35;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-18;24;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-18;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2012-10-24;24;neg;;;x;x;;;;Veterinarska fakulteta
2012-10-24;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2012-10-25;35;neg;;;neg;x;;;;Veterinarska fakulteta
2012-11-08;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-11-15;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-11-18;24;neg;;;x;neg;;;;Veterinarska fakulteta
2012-11-22;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2012-11-29;35;neg;;;x;neg;;;;Veterinarska fakulteta
2012-11-29;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2012-12-06;35;neg;;;x;neg;;;;Veterinarska fakulteta
2012-12-06;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2012-12-13;24;neg;;;x;neg;;;;Veterinarska fakulteta
2013-01-19;35;neg;;;x;x;;;;Veterinarska fakulteta
2013-01-29;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2013-01-31;24;neg;;;x;x;;;;Veterinarska fakulteta
2013-02-26;35;neg;;;x;x;;;;Veterinarska fakulteta
2013-02-26;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2013-02-28;24;neg;;;x;x;;;;Veterinarska fakulteta
2013-03-21;35;neg;;;x;x;;;;Veterinarska fakulteta
2013-03-21;24;neg;;;x;x;;;;Veterinarska fakulteta
2013-04-04;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2013-04-10;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-04-10;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-04-11;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-04-18;35;neg;;;neg;x;;;;Veterinarska fakulteta
2013-04-18;24;neg;;;neg;x;;;;Veterinarska fakulteta
2013-04-23;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2013-05-14;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-05-14;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-05-14;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-06-06;35;neg;;;neg;x;;;;Veterinarska fakulteta
2013-06-06;24;neg;;;neg;x;;;;Veterinarska fakulteta
2013-06-06;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2013-06-19;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-06-19;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2013-06-20;24;neg;;;x;neg;;;;Veterinarska fakulteta
2013-06-26;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-06-27;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-07-04;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-07-09;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-07-11;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2013-07-17;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-07-23;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-07-30;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-08-01;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-08-07;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-08-07;24;neg;;;neg;x;;;;Veterinarska fakulteta
2013-08-14;24;neg;;;x;neg;;;;Veterinarska fakulteta
2013-08-14;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2013-08-20;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2013-08-22;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-08-28;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-08-29;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-09-03;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-09-04;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-09-18;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-09-18;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-09-18;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2013-09-25;35;neg;;;x;x;;;;Veterinarska fakulteta
2013-09-25;24;neg;;;neg;x;;;;Veterinarska fakulteta
2013-09-25;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2013-10-07;35;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-10-08;24;poz;;;neg;neg;;;;Veterinarska fakulteta
2013-10-09;0DB2;poz;;;x;neg;;;;Veterinarska fakulteta
2013-10-17;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-10-17;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2013-10-22;35;;;;;;;y;;Veterinarska fakulteta
2013-10-22;24;;;;;;;y;;Veterinarska fakulteta
2013-10-22;0DB2;;;;;;;y;;Veterinarska fakulteta
2013-10-23;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-10-23;24;neg;;;x;neg;;;;Veterinarska fakulteta
2013-10-23;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2013-10-29;35;;;;;;;;y;Veterinarska fakulteta
2013-10-29;24;;;;;;;;y;Veterinarska fakulteta
2013-10-29;0DB2;;;;;;;;y;Veterinarska fakulteta
2013-11-04;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-11-05;24;poz;;;x;neg;;;;Veterinarska fakulteta
2013-11-05;0DB2;poz;;;x;neg;;;;Veterinarska fakulteta
2013-11-13;0DB2;;;;;;;y;;Veterinarska fakulteta
2013-11-14;24;;;;;;;y;;Veterinarska fakulteta
2013-11-18;35;;;;;;;y;;Veterinarska fakulteta
2013-11-19;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-11-19;24;neg;;;x;x;;;;Veterinarska fakulteta
2013-11-19;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2013-11-27;35;neg;;;neg;x;;;;Veterinarska fakulteta
2013-12-05;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-12-05;24;neg;;;x;x;;;;Veterinarska fakulteta
2013-12-05;0DB2;niso več delali analiz, ker nimajo školjk konzumne velikosti;;;;;;;;Veterinarska fakulteta
2013-12-06;35;;;;;;;;y;Veterinarska fakulteta
2013-12-13;24;;;;;;;;y;Veterinarska fakulteta
2013-12-13;0DB2;;;;;;;;y;Veterinarska fakulteta
2013-12-24;35;neg;;;;< 3 mg DA/kg;;;;Veterinarska fakulteta
2013-12-24;24;neg;;;x;neg;;;;Veterinarska fakulteta
2013-12-24;0DB2;;;;;;;;;Veterinarska fakulteta
2014-03-11;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-03-13;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-03-20;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-04-10;35;< MD;33;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-04-10;24;< MD;48;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-04-10;0DB2;< MD;59;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-04-17;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2014-04-17;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2014-04-22;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2014-04-23;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-04-24;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-04-28;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-05-13;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-05-13;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-05-14;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-05-21;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2014-05-21;24;< MD;< MD;< MD;< MD;x;0.29 mg/kg;;;Veterinarska fakulteta
2014-05-21;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2014-05-29;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-05-29;24;< MD;70;< MD;x;x;;;;Veterinarska fakulteta
2014-05-29;0DB2;< MD;53;< MD;x;x;;;;Veterinarska fakulteta
2014-06-05;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-06-05;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-06-05;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-06-11;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-06-19;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-06-19;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-06-19;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-06-26;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-06-26;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-06-26;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-07-10;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-07-10;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-07-10;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-07-15;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-07-15;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-07-15;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-07-19;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-07-24;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-07-24;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-08-04;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-08-04;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-08-05;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-08-12;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-08-13;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-08-13;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-08-28;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-08-28;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-08-28;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-09-09;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-09-09;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-09-09;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-09-17;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-09-18;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-09-18;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-09-25;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-09-25;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-09-25;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-10-09;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-10-09;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-10-09;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-10-28;24;< MD;74;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-10-28;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-10-29;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-11-06;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-11-06;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-11-10;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2014-11-20;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-11-20;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-11-20;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2014-11-26;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-11-26;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-11-26;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2014-12-20;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-01-07;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-01-07;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-03-25;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-03-25;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-03-25;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-04-08;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-04-08;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-04-08;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-04-14;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-04-15;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-04-15;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-04-22;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-04-22;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-04-22;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-05;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-05-05;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-05-06;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-05-13;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-13;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-13;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-19;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-19;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-19;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2015-05-23;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-06-09;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-06-09;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-06-09;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-06-16;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-06-16;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-06-17;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-06-23;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-06-23;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-07-07;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-07-07;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-07-07;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-07-16;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-07-16;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-07-16;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-07-28;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-07-28;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-07-29;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-08-10;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-08-10;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-08-11;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-08-19;35;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-08-19;24;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-08-19;0DB2;< MD;< MD;< MD;x;< MD;;;;Veterinarska fakulteta
2015-08-27;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-08-27;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2015-09-17;35;< MD;43;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-09-17;24;< MD;65;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-09-17;0DB2;< MD;57;< MD;< MD;< MD;;;;Veterinarska fakulteta
2015-10-05;35;< MD;157;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-05;24;< MD;259;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-05;0DB2;< MD;112;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-12;35;< MD;104;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-13;24;< MD;88;< MD;x;x;;y;;Veterinarska fakulteta
2015-10-13;0DB2;< MD;58;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-21;35;< MD;178;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-21;24;< MD;266;< MD;x;< MD;;;;Veterinarska fakulteta
2015-10-30;35;;;;;;;y;;Veterinarska fakulteta
2015-10-30;0DB2;;;;;;;y;;Veterinarska fakulteta
2015-11-05;35;< MD;101;< MD;x;< MD;;;;Veterinarska fakulteta
2015-11-05;24;< MD;121;< MD;x;< MD;;;;Veterinarska fakulteta
2015-11-05;0DB2;< MD;126;< MD;x;< MD;;;;Veterinarska fakulteta
2015-11-12;35;< MD;61;< MD;x;< MD;;;;Veterinarska fakulteta
2015-11-12;24;< MD;48;< MD;x;< MD;;;;Veterinarska fakulteta
2015-11-12;0DB2;< MD;48;< MD;x;< MD;;;;Veterinarska fakulteta
2015-11-19;35;;;;;;;;y;Veterinarska fakulteta
2015-11-19;24;;;;;;;;y;Veterinarska fakulteta
2015-11-19;0DB2;;;;;;;;y;Veterinarska fakulteta
2015-11-25;35;< MD;301;< MD;< MD;x;;;;Veterinarska fakulteta
2015-11-25;24;< MD;171;< MD;< MD;x;;;;Veterinarska fakulteta
2015-11-25;0DB2;< MD;112;< MD;< MD;x;;;;Veterinarska fakulteta
2015-11-30;35;;;;;;;y;;Veterinarska fakulteta
2015-11-30;24;;;;;;;y;;Veterinarska fakulteta
2015-12-08;35;< MD;86;< MD;x;x;;;;Veterinarska fakulteta
2015-12-08;24;< MD;120;< MD;x;x;;;;Veterinarska fakulteta
2015-12-08;0DB2;< MD;38;< MD;x;x;;;;Veterinarska fakulteta
2015-12-17;35;< MD;61;< MD;x;x;;;;Veterinarska fakulteta
2015-12-17;24;< MD;66;< MD;x;x;;;;Veterinarska fakulteta
2015-12-23;35;;;;;;;;y;Veterinarska fakulteta
2015-12-23;24;;;;;;;;y;Veterinarska fakulteta
2016-03-30;35;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2016-03-30;24;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2016-03-30;0DB2;< MD;< MD;< MD;x;x;;;;Veterinarska fakulteta
2016-04-12;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-04-12;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-04-12;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-04-21;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-04-21;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-04-21;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-04-28;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-04-28;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-04-28;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-05-05;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-05-05;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-05-05;0DB2;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-05-18;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-05-18;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-05-18;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-05-24;35;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-05-24;24;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-05-24;0DB2;< MD;< MD;< MD;< MD;x;;;;Veterinarska fakulteta
2016-06-01;35;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
2016-06-01;24;< MD;< MD;< MD;< MD;< MD;;;;Veterinarska fakulteta
