date,sampling station,sampling depth,sampling method,PSP,DSP,DSP_like,ASP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,lipophylic_toxins
2002-07-30,24,0.5,Niskin,0.0,40.0,4.0,?,36.0,0.0,0.0,0.0,0.0,poz
2002-08-26,24,0.5,Niskin,5.0,85.0,5.0,?,84.7,0.0,0.0,0.0,0.0,neg
2002-09-10,24,14,Niskin,5.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,neg
2002-10-01,24,6,Niskin,0.0,43.0,4.0,?,21.7,13.0,4.3,0.0,4.3,poz
2002-10-15,24,0.5,Niskin,74.0,30.0,0.0,?,8.4,0.0,21.1,0.0,0.0,neg
2002-11-05,24,14,Niskin,4.0,4.0,0.0,?,0.0,0.0,4.2,0.0,0.0,neg
2002-11-27,24,6,Niskin,78.0,4.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2002-12-12,24,0.5,Niskin,4.0,13.0,0.0,?,8.5,0.0,4.3,0.0,0.0,?
2003-01-29,35,6,Niskin,232.0,16.0,4.0,?,0.0,0.0,16.0,0.0,0.0,?
2003-01-29,24,0.5,Niskin,84.0,16.0,8.0,?,0.0,0.0,4.0,8.0,0.0,?
2003-02-20,35,0.5,Niskin,143.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2003-02-20,24,0.5,Niskin,71.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2003-03-19,35,6,Niskin,93.0,8.0,8.0,?,0.0,0.0,4.1,0.0,0.0,?
2003-03-19,24,6,Niskin,87.0,4.0,4.0,?,0.0,0.0,4.0,0.0,0.0,?
2003-04-16,24,0.5,Niskin,8.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2003-04-16,35,0.5,Niskin,20.0,4.0,0.0,?,0.0,0.0,4.0,0.0,0.0,?
2003-05-19,35,6,Niskin,67.0,4.0,24.0,?,0.0,0.0,4.0,0.0,0.0,neg
2003-05-19,24,0.5,Niskin,548.0,20.0,69.0,?,0.0,0.0,0.0,20.4,0.0,neg
2003-05-27,24,0.5,Niskin,272.0,20.0,0.0,?,8.2,0.0,0.0,12.2,0.0,neg
2003-05-27,35,0.5,Niskin,61.0,21.0,110.0,?,0.0,0.0,0.0,21.1,0.0,neg
2003-06-11,24,0.5,Niskin,349.0,60.0,12.0,?,0.0,0.0,0.0,60.0,0.0,neg
2003-06-11,35,6,Niskin,61.0,12.0,8.0,?,0.0,0.0,8.2,4.1,0.0,neg
2003-06-24,35,0.5,Niskin,20.0,40.0,28.0,?,4.0,0.0,28.0,4.0,0.0,neg
2003-06-24,24,6,Niskin,137.0,12.0,20.0,?,0.0,0.0,8.0,0.0,0.0,neg
2003-07-25,24,6,Niskin,137.0,24.0,4.0,?,16.0,0.0,4.0,4.0,0.0,neg
2003-07-25,35,6,Niskin,283.0,36.0,8.0,?,24.0,0.0,8.0,4.0,0.0,neg
2003-07-31,35,0.5,Niskin,149.0,20.0,8.0,?,16.0,0.0,4.0,0.0,0.0,neg
2003-07-31,24,6,Niskin,275.0,32.0,0.0,?,16.0,0.0,4.0,8.0,0.0,neg
2003-08-20,35,6,Niskin,0.0,67.0,0.0,?,63.2,0.0,4.2,0.0,0.0,neg
2003-08-20,24,6,Niskin,217.0,43.0,0.0,?,39.1,0.0,4.3,0.0,0.0,neg
2003-09-05,24,6,Niskin,4.0,92.0,4.0,?,60.0,0.0,32.0,0.0,0.0,neg
2003-09-05,35,6,Niskin,20.0,44.0,4.0,?,32.0,0.0,12.0,0.0,0.0,neg
2003-09-17,24,6,Niskin,141.0,68.0,4.0,?,8.0,20.0,28.0,4.0,0.0,neg
2003-09-17,35,0.5,Niskin,12.0,4.0,0.0,?,4.0,0.0,0.0,0.0,0.0,neg
2003-09-30,24,0.5,Niskin,79.0,64.0,8.0,?,0.0,40.0,8.0,0.0,0.0,neg
2003-09-30,35,6,Niskin,0.0,104.0,4.0,?,16.0,28.0,28.0,4.0,0.0,neg
2003-10-20,24,6,Niskin,4.0,44.0,4.0,?,28.0,4.0,8.0,0.0,0.0,neg
2003-10-20,35,6,Niskin,4.0,37.0,0.0,?,8.2,4.1,20.5,0.0,0.0,neg
2003-11-18,35,6,Niskin,141.0,132.0,0.0,?,68.0,36.0,24.0,0.0,0.0,neg
2003-11-18,24,0.5,Niskin,71.0,36.0,0.0,?,12.1,20.2,4.0,0.0,0.0,neg
2003-12-15,35,6,Niskin,71.0,16.0,8.0,?,0.0,12.0,4.0,0.0,0.0,?
2003-12-15,24,0.5,Niskin,135.0,16.0,0.0,?,0.0,16.2,0.0,0.0,0.0,?
2004-05-11,24,0.5,Niskin,3250.0,130.0,40.0,?,0.0,0.0,110.0,20.0,0.0,neg
2004-05-11,35,0.5,Niskin,7639.0,170.0,210.0,?,0.0,0.0,60.0,100.0,0.0,neg
2004-05-26,35,0.5,Niskin,135.0,100.0,0.0,?,0.0,0.0,10.0,90.0,0.0,neg
2004-05-26,24,0.5,Niskin,3500.0,10.0,20.0,?,0.0,0.0,0.0,10.0,0.0,neg
2004-06-15,24,0.5,Niskin,205.0,150.0,0.0,?,0.0,0.0,10.0,140.0,0.0,neg
2004-06-15,35,6,Niskin,645.0,90.0,30.0,?,10.0,0.0,30.0,50.0,0.0,neg
2004-06-30,35,6,Niskin,280.0,80.0,0.0,?,0.0,0.0,70.0,10.0,0.0,neg
2004-06-30,24,0.5,Niskin,20.0,20.0,0.0,?,10.0,0.0,0.0,0.0,0.0,neg
2004-07-14,35,6,Niskin,135.0,30.0,10.0,?,0.0,0.0,0.0,0.0,0.0,neg
2004-07-14,24,0.5,Niskin,0.0,30.0,20.0,?,0.0,0.0,10.0,20.0,0.0,neg
2004-07-28,24,6,Niskin,145.0,50.0,0.0,?,40.0,0.0,10.0,0.0,0.0,neg
2004-07-28,35,6,Niskin,260.0,50.0,20.0,?,20.0,0.0,30.0,0.0,0.0,neg
2004-08-10,35,0.5,Niskin,395.0,90.0,20.0,?,40.0,0.0,20.0,0.0,0.0,neg
2004-08-10,24,0.5,Niskin,645.0,30.0,10.0,?,20.0,0.0,10.0,0.0,0.0,neg
2004-08-25,24,0.5,Niskin,145.0,70.0,10.0,?,70.0,0.0,0.0,0.0,0.0,neg
2004-08-25,35,0.5,Niskin,385.0,50.0,0.0,?,40.0,0.0,0.0,10.0,0.0,neg
2004-09-14,35,6,Niskin,125.0,50.0,0.0,?,30.0,20.0,0.0,0.0,0.0,?
2004-09-14,24,6,Niskin,0.0,50.0,0.0,?,20.0,20.0,10.0,0.0,0.0,neg
2004-09-29,24,0.5,Niskin,395.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,neg
2004-09-29,35,6,Niskin,10.0,20.0,0.0,?,0.0,20.0,0.0,0.0,0.0,neg
2005-05-12,24,integrated,Niskin,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2005-05-12,35,integrated,Niskin,0.0,10.0,10.0,?,0.0,0.0,0.0,0.0,0.0,?
2005-05-12,0DB2,integrated,Niskin,0.0,10.0,0.0,?,0.0,0.0,10.0,0.0,0.0,?
2005-05-27,24,integrated,Niskin,510.0,10.0,0.0,?,0.0,0.0,0.0,10.0,0.0,?
2005-05-27,0DB2,integrated,Niskin,125.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2005-05-27,35,integrated,Niskin,145.0,0.0,20.0,?,0.0,0.0,0.0,0.0,0.0,?
2005-06-15,24,integrated,Niskin,125.0,50.0,10.0,?,0.0,0.0,10.0,40.0,0.0,neg
2005-06-15,0DB2,integrated,Niskin,125.0,60.0,0.0,?,20.0,0.0,10.0,30.0,0.0,?
2005-06-15,35,integrated,Niskin,250.0,60.0,10.0,?,0.0,0.0,0.0,40.0,0.0,neg
2005-06-27,35,integrated,Niskin,250.0,40.0,20.0,?,0.0,0.0,0.0,40.0,0.0,neg
2005-06-27,24,integrated,Niskin,250.0,60.0,0.0,?,20.0,0.0,0.0,40.0,0.0,neg
2005-06-27,0DB2,integrated,Niskin,40.0,40.0,20.0,?,0.0,0.0,20.0,20.0,0.0,?
2005-07-20,35,integrated,Niskin,165.0,80.0,30.0,?,10.0,0.0,10.0,60.0,0.0,neg
2005-07-20,0DB2,integrated,Niskin,145.0,70.0,0.0,?,0.0,0.0,20.0,50.0,0.0,?
2005-07-20,24,integrated,Niskin,145.0,130.0,0.0,?,50.0,0.0,60.0,20.0,0.0,neg
2005-08-05,0DB2,integrated,Niskin,0.0,30.0,10.0,?,0.0,0.0,10.0,20.0,0.0,?
2005-08-05,35,integrated,Niskin,135.0,30.0,20.0,?,20.0,0.0,10.0,0.0,0.0,neg
2005-08-05,24,integrated,Niskin,10.0,30.0,0.0,?,20.0,0.0,10.0,0.0,0.0,neg
2005-08-17,24,integrated,Niskin,10.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2005-08-17,35,integrated,Niskin,40.0,20.0,0.0,?,0.0,0.0,10.0,0.0,0.0,neg
2005-08-17,0DB2,integrated,Niskin,0.0,70.0,0.0,?,50.0,0.0,0.0,20.0,0.0,?
2005-08-31,0DB2,integrated,Niskin,135.0,10.0,0.0,?,0.0,0.0,10.0,0.0,0.0,?
2005-08-31,24,integrated,Niskin,20.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,neg
2005-08-31,35,integrated,Niskin,20.0,20.0,0.0,?,10.0,10.0,0.0,0.0,0.0,neg
2005-09-14,0DB2,integrated,Niskin,0.0,40.0,10.0,?,40.0,0.0,0.0,0.0,0.0,?
2005-09-14,24,integrated,Niskin,30.0,30.0,0.0,?,30.0,0.0,0.0,0.0,0.0,neg
2005-09-14,35,integrated,Niskin,10.0,10.0,10.0,?,0.0,0.0,0.0,10.0,0.0,neg
2005-09-27,24,integrated,Niskin,70.0,90.0,290.0,?,10.0,30.0,50.0,0.0,0.0,neg
2005-09-27,0DB2,integrated,Niskin,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,?
2005-09-27,35,integrated,Niskin,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,neg
2005-10-14,24,integrated,Niskin,20.0,20.0,40.0,?,0.0,20.0,0.0,0.0,0.0,neg
2005-10-14,0DB2,integrated,Niskin,280.0,30.0,60.0,?,0.0,20.0,10.0,0.0,0.0,?
2005-10-14,35,integrated,Niskin,320.0,30.0,20.0,?,0.0,20.0,10.0,0.0,0.0,neg
2005-10-28,0DB2,integrated,Niskin,260.0,150.0,0.0,?,50.0,70.0,20.0,0.0,0.0,?
2005-10-28,24,integrated,Niskin,20.0,80.0,10.0,?,30.0,30.0,20.0,0.0,0.0,neg
2005-10-28,35,integrated,Niskin,10.0,120.0,60.0,?,10.0,70.0,10.0,0.0,0.0,neg
2006-05-16,35,integrated,Niskin,125.0,130.0,10.0,3000.0,0.0,0.0,0.0,130.0,0.0,neg
2006-05-16,24,integrated,Niskin,10.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,neg
2006-05-16,0DB2,integrated,Niskin,500.0,10.0,20.0,17625.0,0.0,0.0,0.0,10.0,0.0,?
2006-06-14,35,integrated,Niskin,0.0,120.0,120.0,31860.0,10.0,0.0,10.0,100.0,0.0,neg
2006-06-14,24,integrated,Niskin,125.0,80.0,0.0,70500.0,10.0,0.0,0.0,70.0,0.0,neg
2006-06-14,0DB2,integrated,Niskin,1000.0,70.0,0.0,655000.0,0.0,0.0,10.0,50.0,0.0,?
2006-06-21,35,integrated,Niskin,30.0,180.0,260.0,42875.0,0.0,0.0,10.0,160.0,0.0,neg
2006-06-21,0DB2,integrated,Niskin,125.0,60.0,10.0,88875.0,0.0,0.0,0.0,60.0,0.0,neg
2006-06-21,24,integrated,Niskin,135.0,170.0,20.0,38125.0,10.0,0.0,0.0,160.0,0.0,neg
2006-06-28,24,integrated,Niskin,125.0,20.0,10.0,18000.0,10.0,0.0,0.0,10.0,0.0,neg
2006-06-28,0DB2,integrated,Niskin,260.0,20.0,10.0,32875.0,0.0,0.0,10.0,10.0,0.0,neg
2006-06-28,35,integrated,Niskin,0.0,110.0,100.0,19845.0,10.0,0.0,10.0,80.0,0.0,neg
2006-07-12,0DB2,integrated,Niskin,10.0,20.0,0.0,5000.0,0.0,0.0,10.0,10.0,0.0,neg
2006-07-12,24,integrated,Niskin,20.0,40.0,0.0,1000.0,0.0,0.0,20.0,0.0,0.0,neg
2006-07-12,35,integrated,Niskin,0.0,70.0,0.0,2430.0,0.0,0.0,10.0,60.0,0.0,neg
2006-07-19,0DB2,integrated,Niskin,0.0,50.0,30.0,29700.0,20.0,0.0,20.0,10.0,0.0,neg
2006-07-19,24,integrated,Niskin,135.0,40.0,0.0,6125.0,0.0,0.0,10.0,30.0,0.0,neg
2006-07-19,35,integrated,Niskin,10.0,50.0,10.0,5250.0,0.0,0.0,20.0,10.0,0.0,neg
2006-08-02,35,integrated,Niskin,20.0,30.0,0.0,6250.0,20.0,0.0,0.0,10.0,0.0,neg
2006-08-02,0DB2,integrated,Niskin,10.0,60.0,100.0,6500.0,20.0,0.0,30.0,0.0,0.0,neg
2006-08-02,24,integrated,Niskin,0.0,20.0,20.0,2500.0,20.0,0.0,0.0,0.0,0.0,neg
2006-08-08,24,integrated,Niskin,10.0,50.0,0.0,6625.0,30.0,0.0,10.0,0.0,0.0,poz
2006-08-08,0DB2,integrated,Niskin,0.0,30.0,10.0,8875.0,0.0,0.0,30.0,0.0,0.0,neg
2006-08-08,35,integrated,Niskin,0.0,90.0,30.0,7000.0,50.0,0.0,10.0,20.0,0.0,poz
2006-08-17,24,integrated,Niskin,0.0,20.0,0.0,500.0,10.0,0.0,10.0,0.0,0.0,neg
2006-08-17,35,integrated,Niskin,0.0,30.0,0.0,875.0,30.0,0.0,0.0,0.0,0.0,neg
2006-08-17,0DB2,integrated,Niskin,250.0,130.0,0.0,3000.0,100.0,0.0,30.0,0.0,0.0,neg
2006-08-23,0DB2,integrated,Niskin,10.0,40.0,0.0,250.0,20.0,0.0,20.0,0.0,0.0,neg
2006-08-23,24,integrated,Niskin,0.0,20.0,0.0,1125.0,10.0,0.0,10.0,0.0,0.0,neg
2006-08-23,35,integrated,Niskin,0.0,10.0,0.0,375.0,10.0,0.0,0.0,0.0,0.0,neg
2006-08-29,24,integrated,Niskin,125.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,neg
2006-08-29,0DB2,integrated,Niskin,0.0,60.0,0.0,1625.0,50.0,0.0,0.0,10.0,0.0,neg
2006-08-29,35,integrated,Niskin,0.0,50.0,10.0,500.0,10.0,0.0,0.0,40.0,0.0,neg
2006-09-06,24,integrated,Niskin,0.0,40.0,0.0,500.0,20.0,0.0,20.0,0.0,0.0,neg
2006-09-06,35,integrated,Niskin,125.0,50.0,0.0,2375.0,40.0,0.0,0.0,10.0,0.0,neg
2006-09-06,0DB2,integrated,Niskin,0.0,20.0,10.0,625.0,20.0,0.0,0.0,0.0,0.0,neg
2006-09-13,0DB2,integrated,Niskin,0.0,20.0,10.0,2250.0,20.0,0.0,0.0,0.0,0.0,neg
2006-09-13,24,integrated,Niskin,0.0,40.0,30.0,14625.0,0.0,0.0,40.0,0.0,0.0,neg
2006-09-13,35,integrated,Niskin,125.0,10.0,30.0,5625.0,10.0,0.0,0.0,0.0,0.0,neg
2006-09-22,0DB2,integrated,Niskin,125.0,30.0,0.0,25625.0,0.0,20.0,10.0,0.0,0.0,neg
2006-09-22,24,integrated,Niskin,0.0,40.0,0.0,26375.0,0.0,20.0,20.0,0.0,0.0,neg
2006-09-22,35,integrated,Niskin,125.0,20.0,30.0,32250.0,0.0,10.0,10.0,0.0,0.0,neg
2006-09-28,24,integrated,Niskin,10.0,120.0,0.0,30500.0,0.0,60.0,50.0,0.0,0.0,neg
2006-09-28,35,integrated,Niskin,125.0,220.0,20.0,54500.0,0.0,180.0,30.0,10.0,0.0,poz
2006-09-28,0DB2,integrated,Niskin,70.0,60.0,20.0,6375.0,0.0,30.0,30.0,0.0,0.0,neg
2006-10-04,0DB2,integrated,Niskin,0.0,30.0,10.0,8625.0,0.0,20.0,10.0,0.0,0.0,neg
2006-10-04,24,integrated,Niskin,10.0,80.0,0.0,9250.0,0.0,40.0,40.0,0.0,0.0,neg
2006-10-04,35,integrated,Niskin,0.0,120.0,20.0,46250.0,0.0,70.0,50.0,0.0,0.0,poz
2006-10-11,24,integrated,Niskin,0.0,120.0,10.0,4375.0,0.0,70.0,30.0,0.0,0.0,neg
2006-10-11,35,integrated,Niskin,10.0,70.0,10.0,250.0,0.0,20.0,20.0,0.0,0.0,neg
2006-10-11,0DB2,integrated,Niskin,0.0,40.0,10.0,7625.0,0.0,30.0,10.0,0.0,0.0,neg
2006-10-18,35,integrated,Niskin,0.0,30.0,0.0,3625.0,0.0,20.0,10.0,0.0,0.0,neg
2006-10-18,0DB2,integrated,Niskin,0.0,50.0,0.0,1000.0,0.0,10.0,40.0,0.0,0.0,neg
2006-10-18,24,integrated,Niskin,0.0,50.0,0.0,1875.0,0.0,20.0,30.0,0.0,0.0,neg
2006-10-25,0DB2,integrated,Niskin,0.0,40.0,0.0,1000.0,0.0,0.0,40.0,0.0,0.0,neg
2006-10-25,35,integrated,Niskin,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,neg
2006-10-25,24,integrated,Niskin,0.0,10.0,0.0,1750.0,0.0,10.0,0.0,0.0,0.0,neg
2006-11-08,35,integrated,Niskin,0.0,10.0,0.0,19000.0,0.0,0.0,10.0,0.0,0.0,neg
2006-11-08,24,integrated,Niskin,0.0,20.0,0.0,12000.0,0.0,10.0,10.0,0.0,0.0,neg
2006-11-08,0DB2,integrated,Niskin,0.0,60.0,0.0,10750.0,20.0,10.0,30.0,0.0,0.0,neg
2006-11-15,0DB2,integrated,Niskin,0.0,50.0,0.0,875.0,0.0,30.0,20.0,0.0,0.0,neg
2006-11-15,24,integrated,Niskin,0.0,60.0,10.0,2375.0,10.0,10.0,40.0,0.0,0.0,neg
2006-11-15,35,integrated,Niskin,10.0,30.0,0.0,3250.0,0.0,10.0,10.0,0.0,0.0,neg
2006-11-29,0DB2,integrated,Niskin,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,neg
2006-11-29,24,integrated,Niskin,125.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,neg
2006-11-29,35,integrated,Niskin,0.0,40.0,0.0,625.0,0.0,20.0,20.0,0.0,0.0,neg
2007-05-09,0DB2,integrated,Niskin,250.0,10.0,0.0,500.0,0.0,0.0,0.0,10.0,0.0,poz
2007-05-09,24,integrated,Niskin,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poz
2007-05-09,35,integrated,Niskin,125.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,poz
2007-05-30,24,integrated,Niskin,155.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,neg
2007-05-30,35,integrated,Niskin,155.0,20.0,40.0,0.0,10.0,0.0,0.0,10.0,0.0,neg
2007-05-30,0DB2,integrated,Niskin,270.0,50.0,10.0,0.0,20.0,0.0,10.0,20.0,0.0,neg
2007-06-13,0DB2,integrated,Niskin,167.0,120.0,20.0,210833.0,100.0,0.0,0.0,0.0,0.0,neg
2007-06-13,35,integrated,Niskin,10.0,20.0,40.0,63000.0,20.0,0.0,0.0,0.0,0.0,neg
2007-06-27,0DB2,integrated,Niskin,0.0,50.0,0.0,53875.0,10.0,0.0,30.0,10.0,0.0,neg
2007-06-27,35,integrated,Niskin,0.0,10.0,0.0,4125.0,10.0,0.0,0.0,0.0,0.0,neg
2007-07-12,0DB2,integrated,Niskin,125.0,50.0,20.0,6500.0,50.0,0.0,0.0,0.0,0.0,neg
2007-07-12,35,integrated,Niskin,0.0,80.0,0.0,12875.0,80.0,0.0,0.0,0.0,0.0,neg
2007-07-25,0DB2,integrated,Niskin,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,neg
2007-07-25,35,integrated,Niskin,0.0,60.0,0.0,625.0,50.0,0.0,0.0,10.0,0.0,neg
2007-08-01,0DB2,integrated,Niskin,0.0,30.0,0.0,1000.0,20.0,0.0,10.0,0.0,0.0,neg
2007-08-01,24,integrated,Niskin,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,neg
2007-08-01,35,integrated,Niskin,20.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,neg
2007-08-08,35,integrated,Niskin,0.0,0.0,0.0,1875.0,0.0,0.0,0.0,0.0,0.0,neg
2007-08-08,0DB2,integrated,Niskin,250.0,0.0,0.0,7125.0,0.0,0.0,0.0,0.0,0.0,neg
2007-08-23,35,integrated,Niskin,0.0,10.0,0.0,2625.0,10.0,0.0,0.0,0.0,0.0,neg
2007-08-23,0DB2,integrated,Niskin,0.0,10.0,0.0,15500.0,0.0,0.0,0.0,0.0,0.0,neg
2007-08-29,35,integrated,Niskin,125.0,20.0,0.0,2500.0,0.0,0.0,10.0,10.0,0.0,neg
2007-08-29,0DB2,integrated,Niskin,0.0,20.0,0.0,20250.0,0.0,0.0,20.0,0.0,0.0,neg
2007-08-29,24,integrated,Niskin,125.0,10.0,0.0,4625.0,10.0,0.0,0.0,0.0,0.0,neg
2007-09-06,35,integrated,Niskin,750.0,20.0,80.0,26000.0,0.0,10.0,10.0,0.0,0.0,neg
2007-09-06,0DB2,integrated,Niskin,250.0,0.0,0.0,83500.0,0.0,0.0,0.0,0.0,0.0,neg
2007-09-12,24,integrated,Niskin,135.0,70.0,0.0,56375.0,0.0,0.0,70.0,0.0,0.0,neg
2007-09-12,0DB2,integrated,Niskin,125.0,10.0,10.0,82750.0,0.0,0.0,0.0,10.0,0.0,neg
2007-09-12,35,integrated,Niskin,0.0,10.0,0.0,69625.0,0.0,0.0,10.0,0.0,0.0,neg
2007-09-20,35,integrated,Niskin,135.0,50.0,40.0,71500.0,0.0,0.0,50.0,0.0,0.0,neg
2007-09-20,0DB2,integrated,Niskin,20.0,80.0,50.0,57250.0,0.0,0.0,50.0,10.0,0.0,neg
2007-09-25,0DB2,integrated,Niskin,0.0,40.0,0.0,14250.0,0.0,0.0,40.0,0.0,0.0,neg
2007-09-25,24,integrated,Niskin,125.0,20.0,0.0,6375.0,0.0,0.0,20.0,0.0,0.0,neg
2007-09-25,35,integrated,Niskin,125.0,10.0,10.0,4125.0,0.0,0.0,10.0,0.0,0.0,neg
2007-10-03,35,integrated,Niskin,0.0,20.0,0.0,19125.0,0.0,0.0,20.0,0.0,0.0,neg
2007-10-03,0DB2,integrated,Niskin,125.0,10.0,0.0,4750.0,0.0,0.0,10.0,0.0,0.0,neg
2007-10-08,24,integrated,Niskin,0.0,30.0,0.0,14875.0,20.0,0.0,10.0,0.0,0.0,neg
2007-10-17,0DB2,integrated,Niskin,0.0,20.0,0.0,127750.0,0.0,0.0,20.0,0.0,0.0,neg
2007-10-17,0DB2,integrated,Niskin,0.0,20.0,0.0,127750.0,0.0,0.0,20.0,0.0,0.0,neg
2007-10-17,35,integrated,Niskin,0.0,0.0,0.0,152125.0,0.0,0.0,0.0,0.0,0.0,neg
2007-10-17,35,integrated,Niskin,0.0,0.0,0.0,152125.0,0.0,0.0,0.0,0.0,0.0,neg
2007-10-25,24,integrated,Niskin,0.0,0.0,0.0,14750.0,0.0,0.0,0.0,0.0,0.0,neg
2007-10-25,0DB2,integrated,Niskin,0.0,10.0,0.0,9375.0,0.0,10.0,0.0,0.0,0.0,neg
2007-10-25,35,integrated,Niskin,125.0,0.0,0.0,53125.0,0.0,0.0,0.0,0.0,0.0,neg
2007-11-07,24,integrated,Niskin,0.0,30.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,neg
2007-11-07,0DB2,integrated,Niskin,0.0,40.0,0.0,875.0,10.0,10.0,20.0,0.0,0.0,neg
2007-11-07,35,integrated,Niskin,375.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,neg
2007-11-20,24,integrated,Niskin,0.0,30.0,0.0,250.0,20.0,10.0,0.0,0.0,0.0,neg
2007-11-20,0DB2,integrated,Niskin,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neg
2007-11-20,35,integrated,Niskin,0.0,30.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,neg
2007-11-29,0DB2,integrated,Niskin,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,?
2007-11-29,24,integrated,Niskin,0.0,50.0,0.0,625.0,40.0,10.0,0.0,0.0,0.0,neg
2007-11-29,35,integrated,Niskin,0.0,20.0,0.0,250.0,0.0,20.0,0.0,0.0,0.0,?
2008-01-21,0DB2,integrated,Niskin,0.0,20.0,0.0,2375.0,0.0,20.0,0.0,0.0,0.0,?
2008-01-21,35,integrated,Niskin,0.0,70.0,0.0,250.0,30.0,30.0,10.0,0.0,0.0,?
2008-01-21,24,integrated,Niskin,0.0,80.0,0.0,250.0,0.0,60.0,20.0,0.0,0.0,neg
2008-02-13,24,integrated,Niskin,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,?
2008-02-13,0DB2,integrated,Niskin,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,?
2008-02-13,35,integrated,Niskin,0.0,10.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,?
2008-03-12,24,integrated,Niskin,145.0,10.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,?
2008-03-12,0DB2,integrated,Niskin,0.0,20.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,?
2008-03-12,35,integrated,Niskin,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?
2008-04-30,0DB2,integrated,Niskin,30.0,0.0,10.0,1250.0,0.0,0.0,0.0,0.0,0.0,neg
2008-04-30,35,integrated,Niskin,385.0,0.0,10.0,500.0,0.0,0.0,0.0,0.0,0.0,neg
2008-04-30,24,integrated,Niskin,10.0,0.0,10.0,375.0,0.0,0.0,0.0,0.0,0.0,neg
2008-05-19,24,integrated,hose sampler,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,poz
2008-05-19,35,integrated,hose sampler,0.0,10.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,neg
2008-05-22,0DB2,integrated,hose sampler,10.0,10.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,poz
2008-06-11,24,integrated,hose sampler,0.0,10.0,180.0,0.0,0.0,0.0,10.0,0.0,0.0,poz
2008-06-11,0DB2,integrated,hose sampler,0.0,10.0,30.0,1000.0,0.0,0.0,0.0,10.0,0.0,poz
2008-06-11,35,integrated,hose sampler,0.0,80.0,30.0,0.0,0.0,0.0,40.0,40.0,0.0,poz
2008-06-24,35,integrated,hose sampler,10.0,30.0,300.0,1250.0,0.0,0.0,0.0,30.0,0.0,neg
2008-06-24,0DB2,integrated,hose sampler,30.0,70.0,20.0,2375.0,0.0,0.0,20.0,50.0,0.0,neg
2008-06-24,24,integrated,hose sampler,50.0,30.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,neg
2008-07-09,35,integrated,hose sampler,0.0,30.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,poz
2008-07-09,0DB2,integrated,hose sampler,0.0,50.0,0.0,750.0,30.0,0.0,0.0,20.0,0.0,poz
2008-07-09,24,integrated,hose sampler,125.0,70.0,0.0,375.0,30.0,0.0,0.0,40.0,0.0,poz
2008-07-16,0DB2,integrated,hose sampler,40.0,90.0,0.0,19625.0,10.0,0.0,0.0,80.0,0.0,neg
2008-07-16,24,integrated,hose sampler,145.0,50.0,0.0,28375.0,20.0,0.0,0.0,30.0,0.0,neg
