date;sampling station;sampling depth;sampling method;Alexandrium cf. minutum;Alexandrium spp.(400x);Alexandrium cf. concavum;Alexandrium cf. insuetum;Alexandrium pseudogonyaulax;Alexandrium cf. tamarense;Alexandrium spp.(200x);PSP;Dinophysis acuminata;Dinophysis acuta;Dinophysis cf. acutoides;Dinophysis caudata;Dinophysis fortii;Dinophysis hastata;Dinophysis nasuta;Dinophysis norvegica;Dinophysis ovum;Dinophysis cf. parva;Phalacroma parvulum;Dinophysis recurva/D.ovum;Phalacroma rotundatum;Dinophysis sacculus;Dinophysis similis;Dinophysis schuettii;Dinophysis spp.;Dinophysis sp. (mali);Dinophysis tripos;Phalacroma doryphorum;Phalacroma mitra;Phalacroma operculoides;Phalacroma rapa;Phalacroma sp. ;Prorocentrum lima;DSP;Lingulodinium polyedra;Protoceratium reticulatum;DSP_like;Gonyaulax fragilis;Pseudo-nitzschia cf. calliantha;Pseudo-nitzschia sp.;Pseudo-nitzschia cf. fraudulenta;Pseudo-nitzschia cf. pungens;Pseudo-nitzschia seriata gr.;Pseudo-nitzschia multistriata;Pseudo-nitzschia cf. galaxiae;Pseudo-nitzschia delicatissima gr.;ASP;Karenia papilionacea;cf. Karenia
2010-05-13;0024;integrated;hose sampler;145;0;0;0;20;0;0;165;0;0;;40;0;0;;0;0;0;0;0;10;20;0;;0;0;0;;10;0;;;0;80;580;0;580;0;1500;0;0;0;;;;;1500;NA;NA
2010-05-26;0035;integrated;hose sampler;385;0;0;0;20;0;0;405;0;0;;70;0;0;;0;0;0;0;0;0;10;0;;0;0;0;;0;0;;;20;100;1100;0;1100;0;0;0;0;0;;;;;0;NA;NA
2010-05-26;0DB2;integrated;hose sampler;1695;0;0;0;20;0;30;1745;0;0;;70;0;0;;0;0;0;0;0;10;30;0;;0;0;0;;0;0;;;0;110;1790;0;1790;0;2000;0;0;0;;;;;2000;NA;NA
2010-05-26;0024;integrated;hose sampler;770;0;0;0;30;0;10;810;0;0;;60;0;0;;0;0;0;0;0;10;10;0;;0;0;0;;0;0;;;0;80;520;0;520;0;500;0;0;0;;;;;500;NA;NA
2010-06-09;0035;integrated;hose sampler;0;0;0;0;180;0;20;200;0;0;;40;0;0;;0;0;0;10;0;20;80;0;;0;0;0;;0;0;;;0;150;140;0;140;0;375;0;0;0;;;;;375;NA;NA
2010-06-09;0DB2;integrated;hose sampler;0;0;0;0;440;0;20;460;0;0;;110;0;0;;0;0;0;10;0;20;0;0;;0;0;0;;0;0;;;0;140;160;0;160;0;875;0;0;0;;;;;875;NA;NA
2010-06-09;0024;integrated;hose sampler;0;0;0;0;250;0;30;280;0;0;;160;0;0;;0;0;0;0;0;40;70;0;;0;0;0;;0;0;;;0;270;60;0;60;0;375;0;0;0;;;;;375;NA;NA
2010-06-15;0035;integrated;hose sampler;0;0;0;0;110;0;20;130;0;0;;90;0;0;;0;0;0;0;0;0;170;0;;0;0;0;;0;0;;;0;260;160;0;160;0;250;500;0;0;;;;;750;NA;NA
2010-06-15;0DB2;integrated;hose sampler;0;0;0;0;320;0;50;370;0;0;;130;0;0;;0;0;0;0;0;90;40;0;;0;0;0;;0;0;;;0;260;80;10;90;0;2000;0;0;0;;;;;2000;NA;NA
2010-06-15;0024;integrated;hose sampler;10;0;0;0;140;0;0;150;0;0;;110;0;0;;0;0;0;0;0;10;100;0;;0;0;0;;0;0;;;10;230;90;0;90;0;750;125;0;0;;;;;875;NA;NA
2010-06-23;0035;integrated;hose sampler;0;0;10;0;20;0;10;40;0;0;;470;0;0;;0;0;0;0;0;10;40;0;;0;0;0;;0;0;;;0;520;30;0;30;0;2750;0;0;0;;;;;2750;NA;NA
2010-06-23;0DB2;integrated;hose sampler;0;0;10;0;300;0;40;350;0;0;;630;0;0;;0;0;0;0;0;40;50;0;;0;0;0;;0;0;;;0;720;0;0;0;0;2500;0;0;0;;;;;2500;NA;NA
2010-06-23;0024;integrated;hose sampler;0;0;20;0;60;0;0;80;0;0;;550;0;10;;0;0;0;0;0;30;40;0;;0;0;0;;0;0;;;0;630;30;0;30;0;4250;0;0;0;;;;;4250;NA;NA
2010-07-07;0035;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;430;0;10;;0;0;0;0;0;110;10;10;;0;0;0;;0;0;;;0;570;20;0;20;0;292000;0;0;0;;;;;292000;NA;NA
2010-07-07;0DB2;integrated;hose sampler;135;0;0;0;50;0;0;185;0;0;;560;0;0;;0;0;0;0;0;30;0;0;;0;0;0;;0;0;;;0;590;20;0;20;0;514500;0;0;0;;;;;514500;NA;NA
2010-07-07;0024;integrated;hose sampler;0;0;0;0;20;0;0;20;0;0;;380;0;0;;0;0;0;0;0;80;0;0;;0;0;0;;0;0;;;0;460;10;0;10;0;670500;3000;0;0;;;;;673500;NA;NA
2010-07-14;0035;integrated;hose sampler;250;0;0;0;0;0;0;250;0;0;;440;0;0;;0;0;0;0;0;0;50;0;;0;0;0;;0;0;;;0;490;0;10;10;0;16000;500;0;0;;;;;16500;NA;NA
2010-07-14;0DB2;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;;410;0;0;;0;0;0;0;0;10;20;0;;0;0;0;;0;0;;;0;440;20;10;30;0;115000;2000;0;0;;;;;117000;NA;NA
2010-07-14;0024;integrated;hose sampler;145;0;0;0;0;0;0;145;0;0;;480;0;0;;0;0;0;0;0;30;10;0;;10;0;0;;0;0;;;0;530;10;0;10;0;31625;625;0;0;;;;;32250;NA;NA
2010-07-20;0035;integrated;hose sampler;760;0;0;0;0;0;0;760;0;0;;200;20;0;;0;0;30;0;0;90;20;0;;0;0;0;;0;0;;;0;360;0;0;0;0;19500;8500;0;0;;;;;28000;NA;NA
2010-07-20;0DB2;integrated;hose sampler;270;0;0;0;0;0;0;270;0;0;;270;0;10;;0;0;0;0;0;20;0;0;;0;0;0;;0;0;;;0;300;0;0;0;0;54000;6000;0;0;;;;;60000;NA;NA
2010-07-20;0024;integrated;hose sampler;125;0;0;0;0;0;0;125;0;0;;220;0;0;;0;0;30;0;0;30;20;0;;30;0;0;;0;0;;;0;330;0;0;0;0;54500;6000;0;0;;;;;60500;NA;NA
2010-08-05;0035;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;;60;20;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;80;0;20;20;0;14500;500;0;0;;;;;15000;NA;NA
2010-08-05;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;20;10;0;;0;0;0;0;0;80;10;0;;0;0;0;;0;0;;;0;120;0;0;0;190;12750;1000;0;0;;;;;13750;NA;NA
2010-08-05;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;50;10;0;;0;0;0;20;0;50;10;0;;0;20;0;;0;0;;;0;160;0;0;0;250;17000;2625;0;0;;;;;19625;NA;NA
2010-08-18;0035;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;50;0;0;;0;0;10;0;0;0;10;0;;0;0;0;;0;0;;;0;70;0;0;0;30;125;0;0;0;;;;;125;NA;NA
2010-08-18;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;10;0;0;;0;0;10;0;0;10;0;0;;0;0;0;;0;0;;;0;30;0;10;10;120;5000;0;1000;0;;;;;6000;NA;NA
2010-08-18;0024;integrated;hose sampler;125;0;0;0;10;0;0;135;0;0;;160;20;0;;0;0;10;0;0;0;0;0;;0;0;0;;0;0;;;0;190;0;10;10;120;0;0;0;0;;;;;0;NA;NA
2010-08-25;0035;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;;90;10;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;110;0;0;0;0;0;0;0;0;;;;;0;NA;NA
2010-08-25;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;90;170;0;;0;0;30;0;0;20;0;0;;0;0;0;;0;0;;;0;310;10;0;10;500;3125;2250;0;0;;;;;5375;NA;NA
2010-08-25;0024;integrated;hose sampler;125;0;0;0;10;0;20;155;0;0;;320;50;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;380;0;0;0;0;875;0;0;0;;;;;875;NA;NA
2010-09-07;0035;integrated;hose sampler;0;0;0;0;20;0;0;20;0;0;;30;500;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;530;0;0;0;0;44750;0;0;0;;;;;44750;NA;NA
2010-09-07;0DB2;integrated;hose sampler;0;125;0;0;30;0;20;175;0;0;;100;470;0;;0;0;0;0;0;20;0;0;;0;0;0;;0;0;;;0;590;0;0;0;0;34000;0;0;0;;;;;34000;NA;NA
2010-09-07;0024;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;50;210;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;270;0;0;0;0;113250;0;0;0;;;;;113250;NA;NA
2010-09-15;0035;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;120;80;0;;0;0;10;0;0;0;10;0;;0;0;0;;0;0;;;0;220;0;0;0;0;71250;0;0;0;;;;;71250;NA;NA
2010-09-15;0DB2;integrated;hose sampler;0;0;0;10;0;0;10;20;0;0;;10;2000;0;;0;0;20;0;0;0;0;0;;0;10;60;;0;0;;;0;2100;0;0;0;0;44875;0;0;0;;;;;44875;NA;NA
2010-09-15;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;330;720;0;;0;0;0;0;0;0;10;0;;20;0;20;;0;0;;;0;1100;0;10;10;0;108750;0;0;0;;;;;108750;NA;NA
2010-09-21;0035;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;20;130;0;;0;0;20;0;0;10;10;0;;0;0;0;;0;0;;;0;190;0;0;0;0;12750;0;0;0;;;;;12750;NA;NA
2010-09-21;0DB2;integrated;hose sampler;0;0;0;0;0;0;40;40;0;0;;70;640;0;;0;0;30;0;0;10;10;0;;0;0;0;;0;0;;;0;760;0;0;0;0;43750;0;0;0;;;;;43750;NA;NA
2010-09-21;0024;integrated;hose sampler;0;125;0;0;0;0;0;125;0;0;;20;310;0;;0;0;10;0;0;0;0;0;;0;0;0;;0;0;;;0;340;0;0;0;0;18000;0;0;0;;;;;18000;NA;NA
2010-09-28;0035;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;;40;0;40;;0;0;10;0;0;10;10;0;;0;0;0;;0;0;;;0;110;0;20;20;0;5875;0;0;0;;;;;5875;NA;NA
2010-09-28;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;30;480;0;;0;0;20;0;0;10;10;0;;20;0;80;;0;0;;;0;650;0;0;0;0;1250;0;0;0;;;;;1250;NA;NA
2010-09-28;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;20;380;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;410;0;0;0;0;5500;0;0;0;;;;;5500;NA;NA
2010-10-21;0035;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;60;0;;0;10;20;0;0;10;0;0;;0;0;0;;0;0;;;0;100;10;0;10;0;184000;4250;0;0;;;;;188250;NA;NA
2010-10-21;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;0;120;0;;0;0;0;0;0;10;0;0;;0;10;20;;0;0;;;0;160;20;0;20;0;54875;0;0;0;;;;;54875;NA;NA
2010-10-21;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;160;0;;0;0;0;0;0;0;0;0;;10;0;30;;0;0;;;0;200;20;10;30;0;178000;0;0;0;;;;;178000;NA;NA
2010-10-29;0035;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;;0;100;0;;0;0;0;0;0;0;0;0;;0;0;20;;0;0;;;0;120;0;0;0;0;371000;0;0;0;;;;;371000;NA;NA
2010-10-29;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;30;0;;0;10;0;0;0;30;0;0;;0;0;20;;0;0;;;0;90;10;0;10;0;201500;0;0;0;;;;;201500;NA;NA
2010-10-29;0024;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;;0;60;0;;0;0;10;0;0;10;0;0;;0;0;60;;0;0;;;0;140;30;0;30;0;622000;0;0;0;;;;;622000;NA;NA
2010-11-10;0035;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;0;40;0;;0;10;0;0;0;10;0;0;;10;0;10;;0;0;;;0;80;10;0;10;0;5088000;0;0;0;;;;;5088000;NA;NA
2010-11-10;0DB2;integrated;hose sampler;0;0;0;0;0;0;100;100;0;0;;0;70;0;;0;0;0;0;0;0;0;0;;40;0;50;;0;0;;;0;160;10;0;10;0;4002000;0;0;0;;;;;4002000;NA;NA
2010-11-10;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;30;0;;0;0;0;0;0;20;0;0;;0;0;50;;0;0;;;0;100;10;0;10;0;2896000;0;0;0;;;;;2896000;NA;NA
2010-11-17;0035;integrated;hose sampler;0;0;0;0;0;0;90;90;0;0;;0;50;0;;0;0;0;0;0;40;0;0;;0;0;30;;0;0;;;0;120;0;0;0;0;6308000;0;0;0;;;;;6308000;NA;NA
2010-11-17;0DB2;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;;10;40;0;;0;0;0;0;0;10;0;0;;0;0;20;;0;0;;;0;80;0;0;0;0;1603000;0;0;0;;;;;1603000;NA;NA
2010-11-17;0024;integrated;hose sampler;0;0;0;0;0;0;40;40;0;0;;0;70;0;;0;50;0;0;0;30;0;0;;10;0;40;;0;0;;;0;200;0;0;0;0;3752000;0;0;0;;;;;3752000;NA;NA
2010-12-10;0035;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;1210625;1875;0;0;;;;;1212500;NA;NA
2010-12-10;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;0;0;0;;0;0;0;0;0;0;0;10;;0;0;0;;0;0;;;0;10;0;10;10;0;743500;0;0;0;;;;;743500;NA;NA
2010-12-10;0024;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;;0;10;0;;0;0;0;0;0;10;0;0;;0;0;30;;0;0;;;0;50;0;0;0;0;890500;0;0;0;;;;;890500;NA;NA
2011-01-19;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;10;0;0;0;0;0;1750;0;0;;;;;1750;NA;NA
2011-01-19;0035;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;10;0;0;0;0;0;0;;0;0;0;;0;0;;;0;10;0;0;0;0;0;3375;0;0;;;;;3375;NA;NA
2011-01-19;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;0;750;0;0;;;;;750;NA;NA
2011-02-16;0024;integrated;hose sampler;0;0;0;0;0;0;60;60;0;0;;10;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;10;0;0;0;0;2375;0;0;0;;;;;2375;NA;NA
2011-02-16;0035;integrated;hose sampler;0;0;0;0;0;0;70;70;0;0;;0;0;0;;0;0;0;0;0;30;0;0;;0;0;0;;0;0;;;0;30;20;0;20;0;750;0;0;0;;;;;750;NA;NA
2011-02-16;0DB2;integrated;hose sampler;0;0;0;0;0;0;160;160;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;10;0;10;0;5250;0;0;0;;;;;5250;NA;NA
2011-03-15;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;NA;NA
2011-03-15;0035;integrated;hose sampler;0;0;0;0;0;0;30;30;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;250;0;0;0;;;;;250;NA;NA
2011-03-15;0DB2;integrated;hose sampler;10;0;0;0;0;0;10;20;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;NA;NA
2011-04-01;0024;integrated;hose sampler;40;0;0;0;0;0;60;100;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;15000;0;0;0;;;;;15000;NA;NA
2011-04-01;0035;integrated;hose sampler;40;0;0;20;0;0;0;60;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;10;0;10;0;400;0;0;0;;;;;400;NA;NA
2011-04-01;0DB2;integrated;hose sampler;20;0;0;10;0;0;0;30;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;65900;0;0;0;;;;;65900;NA;NA
2011-04-14;0024;integrated;hose sampler;160;0;0;140;10;0;70;380;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;29400;0;0;0;;;;;29400;NA;NA
2011-04-14;0035;integrated;hose sampler;190;0;0;170;0;0;40;400;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;25600;0;0;0;;;;;25600;NA;NA
2011-04-14;0DB2;integrated;hose sampler;150;0;0;30;0;0;40;220;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;87800;0;0;0;;;;;87800;NA;NA
2011-05-03;0024;integrated;hose sampler;180;0;0;90;0;0;10;280;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;10;0;0;;0;0;;;0;10;10;0;10;0;70600;0;0;0;;;;;70600;NA;NA
2011-05-03;0035;integrated;hose sampler;90;0;0;20;0;0;30;140;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;20;0;20;0;57400;0;0;0;;;;;57400;NA;NA
2011-05-03;0DB2;integrated;hose sampler;100;0;0;10;0;0;20;130;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;20;0;20;0;128200;0;0;0;;;;;128200;NA;NA
2011-05-12;0024;integrated;hose sampler;140;0;0;0;0;0;30;170;0;0;;0;0;0;;0;0;0;0;0;20;0;0;;0;0;0;;0;0;;;0;20;30;0;30;0;32600;0;0;0;;;;;32600;NA;NA
2011-05-12;0035;integrated;hose sampler;130;0;0;0;10;0;0;140;0;0;;0;0;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;10;70;0;70;0;31800;0;0;0;;;;;31800;NA;NA
2011-05-12;0DB2;integrated;hose sampler;40;0;0;10;0;0;10;60;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;52800;0;0;0;;;;;52800;NA;NA
2011-05-31;0024;integrated;hose sampler;20;0;0;0;0;0;0;20;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;30;0;30;0;1600;0;0;0;;;;;1600;NA;NA
2011-05-31;0035;integrated;hose sampler;80;0;0;0;20;0;0;100;0;0;;0;0;0;;0;0;0;0;0;0;20;0;;0;0;0;;0;0;;;0;20;10;0;10;0;1600;0;0;0;;;;;1600;NA;NA
2011-05-31;0DB2;integrated;hose sampler;40;0;0;0;20;0;0;60;0;0;;0;0;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;10;20;0;20;0;800;0;0;0;;;;;800;NA;NA
2011-06-15;0024;integrated;hose sampler;0;0;0;0;20;0;0;20;0;0;;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;0;0;0;400;0;0;0;;;;;400;NA;NA
2011-06-15;0035;integrated;hose sampler;0;0;0;0;40;90;0;130;0;0;;0;0;10;;0;0;0;0;0;10;10;0;;0;0;0;;0;0;;;0;30;40;0;40;0;1200;0;0;0;;;;;1200;NA;NA
2011-06-15;0DB2;integrated;hose sampler;0;0;0;0;70;0;10;80;0;0;;0;0;0;;0;0;0;0;0;10;30;0;;0;0;0;;0;0;;;0;40;10;0;10;0;400;0;0;0;;;;;400;NA;NA
2011-06-29;0024;integrated;hose sampler;50;0;0;0;10;0;0;60;0;0;;0;0;0;;0;0;0;0;0;20;520;0;;0;0;0;;0;0;;;0;540;20;0;20;0;1733,3;0;0;0;;;;;1733;NA;NA
2011-06-29;0035;integrated;hose sampler;10;0;0;0;10;0;0;20;0;0;;0;0;0;;0;0;0;0;0;20;260;0;;0;0;0;;0;0;;;0;280;10;0;10;0;3733,3;0;0;0;;;;;3733;NA;NA
2011-06-29;0DB2;integrated;hose sampler;0;0;0;0;40;0;0;40;0;0;;0;0;0;;0;0;0;0;0;10;340;0;;0;0;0;;0;0;;;0;350;30;0;30;0;0;0;0;0;;;;;0;NA;NA
2011-07-06;0024;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;;0;0;0;;0;0;0;0;0;10;30;0;;0;0;0;;0;0;;;0;40;20;0;20;0;12933,3;0;0;0;;;;;12933;NA;NA
2011-07-06;0035;integrated;hose sampler;20;0;0;0;0;0;20;40;0;0;;0;0;0;;0;0;0;0;0;0;160;0;;0;0;0;;0;0;;;0;160;0;0;0;0;19066,7;0;0;0;;;;;19067;NA;NA
2011-07-06;0DB2;integrated;hose sampler;0;0;0;0;70;0;0;70;0;0;;0;0;0;;0;0;0;0;0;10;140;0;;0;0;0;;0;0;;;0;150;20;0;20;0;1600;133,3;0;0;;;;;1733;NA;NA
2011-07-13;0024;integrated;hose sampler;20;0;0;0;10;0;0;30;0;0;;10;0;0;;0;0;0;0;0;20;180;0;;0;10;0;;0;0;;;0;220;10;0;10;0;21866,7;0;0;0;;;;;21867;NA;NA
2011-07-13;0035;integrated;hose sampler;10;0;0;0;30;0;20;60;0;0;;0;0;0;;0;0;0;0;0;0;150;0;;0;0;0;;0;0;;;0;150;30;0;30;0;43600;0;0;0;;;;;43600;NA;NA
2011-07-13;0DB2;integrated;hose sampler;10;0;0;0;480;0;10;500;0;0;;0;0;0;;0;0;0;0;0;30;130;0;;10;0;0;;0;0;;;0;170;40;0;40;0;250000;0;0;0;;;;;250000;NA;NA
2011-07-27;0024;integrated;hose sampler;10;0;0;0;20;0;0;30;0;0;;10;0;0;;0;0;0;0;0;0;60;0;;0;0;0;;0;0;;;0;70;10;0;10;0;378000;0;0;0;;;;;378000;NA;NA
2011-07-27;0035;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;;20;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;20;0;0;0;0;1808000;0;0;0;;;;;1808000;NA;NA
2011-07-27;0DB2;integrated;hose sampler;230,5263158;0;0;0;0;0;0;231;0;0;;60;0;0;;0;0;0;0;0;10;10;0;;20;0;0;;0;0;;;0;100;0;0;0;0;429333,3;14666,7;0;0;;;;;444000;NA;NA
2011-08-03;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;50;0;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;60;0;0;0;0;83333,3;0;0;0;;;;;83333;NA;NA
2011-08-03;0035;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;10;0;;0;0;0;;0;0;;;0;10;0;0;0;0;151200;0;0;0;;;;;151200;NA;NA
2011-08-03;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;50;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;50;0;0;0;0;35400;0;0;0;;;;;35400;NA;NA
2011-08-17;0024;integrated;hose sampler;20;0;0;0;10;0;0;30;0;0;;30;10;0;;0;0;0;0;0;0;10;0;;0;10;0;;0;0;;;0;60;0;0;0;0;1200;0;0;0;;;;;1200;NA;NA
2011-08-17;0035;integrated;hose sampler;0;0;0;10;0;0;0;10;0;0;;20;10;0;;0;0;0;0;0;0;20;0;;0;0;0;;0;0;;;0;50;10;0;10;0;1466,7;0;0;0;;;;;1467;NA;NA
2011-08-17;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;50;40;0;;0;0;0;0;0;0;30;0;;0;0;0;;0;0;;;0;120;10;0;10;0;0;0;0;0;;;;;0;NA;NA
2011-08-30;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;40;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;40;10;0;10;0;0;0;0;0;;;;;0;NA;NA
2011-08-30;0035;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;;90;10;0;;0;0;0;0;0;10;40;0;;0;0;0;;0;0;;;0;150;0;0;0;0;133,3;0;0;0;;;;;133;NA;NA
2011-08-30;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;130;40;0;;0;0;0;0;0;10;20;0;;0;0;0;;0;0;;;0;200;0;0;0;0;0;0;0;0;;;;;0;NA;NA
2011-09-07;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;80;20;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;100;0;0;0;0;800;0;0;0;;;;;800;NA;NA
2011-09-07;0035;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;;50;10;0;;0;0;0;0;0;0;40;0;;0;0;0;;0;0;;;0;100;0;0;0;0;0;0;0;0;;;;;0;NA;NA
2011-09-07;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;140;40;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;180;30;0;30;0;533,3;0;0;0;;;;;533;NA;NA
2011-09-14;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;50;0;0;;0;0;0;0;0;10;20;0;;0;0;0;;0;0;;;0;80;0;0;0;0;666,7;0;0;0;;;;;667;NA;NA
2011-09-14;0035;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;;130;10;0;;0;0;0;0;0;0;10;0;;0;0;0;;0;0;;;0;150;10;0;10;0;266,7;0;0;0;;;;;267;NA;NA
2011-09-14;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;20;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;20;0;0;0;0;0;0;0;0;;;;;0;NA;NA
2011-09-26;0024;integrated;hose sampler;200;0;0;0;0;0;0;200;0;0;;10;50;0;;0;0;0;0;0;20;20;0;;0;0;0;;0;0;;;0;100;10;0;10;0;34600;0;0;0;;;;;34600;NA;NA
2011-09-26;0035;integrated;hose sampler;127,6;117,6;0;0;0;0;0;245;0;0;;40;0;0;;0;0;0;0;0;0;10;0;;0;0;0;;0;0;;;0;50;10;0;10;0;23058,8;470,6;0;0;;;;;23529;NA;NA
2011-09-26;0DB2;integrated;hose sampler;40;0;0;0;20;0;0;60;0;0;;0;20;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;20;0;0;0;0;5100;0;0;0;;;;;5100;NA;NA
2011-10-05;0024;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;;10;10;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;;;0;30;0;0;0;0;8300;0;0;0;;;;;8300;NA;NA
2011-10-05;0035;integrated;hose sampler;0;0;0;0;20;0;0;20;0;0;;0;30;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;0;30;10;0;10;0;24666,7;266,7;0;0;;;;;24933;NA;NA
2011-10-05;0DB2;integrated;hose sampler;0;0;0;0;0;0;100;100;0;0;;0;0;0;;0;0;0;0;0;10;10;0;;0;0;0;;0;0;;;0;20;0;0;0;0;29733,3;0;0;0;;;;;29733;NA;NA
