date;sampling station;sampling depth;sampling method;Alexandrium cf. minutum;Alexandrium spp.(400x);Alexandrium cf. concavum;Alexandrium cf. insuetum;Alexandrium pseudogonyaulax;Alexandrium cf. tamarense;Alexandrium spp.(200x);PSP;Dinophysis acuminata;Dinophysis acuta;Dinophysis cf. acutoides;Dinophysis caudata;Dinophysis fortii;Dinophysis hastata;Dinophysis nasuta;Dinophysis norvegica;Dinophysis ovum;Dinophysis cf. parva;Phalacroma parvulum;Dinophysis recurva/D.ovum;Phalacroma rotundatum;Dinophysis sacculus;Dinophysis similis;Dinophysis schuettii;Dinophysis spp.;Dinophysis sp. (mali);Dinophysis tripos;Phalacroma doryphorum;Phalacroma mitra;Phalacroma operculoides;Phalacroma rapa;Phalacroma sp. ;Prorocentrum lima;DSP;Lingulodinium polyedra;Protoceratium reticulatum;DSP_like;Gonyaulax fragilis;Pseudo-nitzschia cf. calliantha;Pseudo-nitzschia sp.;Pseudo-nitzschia cf. fraudulenta;Pseudo-nitzschia cf. pungens;Pseudo-nitzschia seriata gr.;Pseudo-nitzschia multistriata;Pseudo-nitzschia cf. galaxiae;Pseudo-nitzschia delicatissima gr.;ASP;Karenia papilionacea;cf. Karenia
1994-05-17;0035;0;Niskin;NA;NA;NA;NA;NA;NA;NA;1206;7;;;27;0;;;;0;;;;21;0;;;13;;0;;;;;;;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-05-17;0035;12;Niskin;NA;NA;NA;NA;NA;NA;NA;31;0;;;13;0;;;;0;;;;3;0;;;0;;0;;;;;;;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-05-17;0035;5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;38;0;;;;0;;;;3;0;;;0;;0;;;;;;;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-05-17;0024;0;Niskin;NA;NA;NA;NA;NA;NA;NA;4188;9;;;8;0;;;;0;;;;0;0;;;0;;0;;;;;;;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-05-17;0024;12;Niskin;NA;NA;NA;NA;NA;NA;NA;222;0;;;0;0;;;;0;;;;2;0;;;0;;0;;;;;;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-05-17;0024;5;Niskin;NA;NA;NA;NA;NA;NA;NA;126;0;;;0;0;;;;0;;;;8;0;;;0;;0;;;;;;;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-06-06;0DB2;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;16;3;;;;0;;;;5;0;;;3;;0;;;;;;;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-06-13;0024;0;bucket;NA;NA;NA;NA;NA;NA;NA;324;20;;;3;0;;;;0;;;;0;0;;;0;;0;;;;;;;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-06-21;0035;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;12;;;8;0;;;;0;;;;0;0;;;0;;0;;;;;;;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-06-28;0DB2;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;10;;;26;2;;;;0;;;;0;0;;;0;;0;;;;;;;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-07-07;0024;0;bucket;NA;NA;NA;NA;NA;NA;NA;81;2;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-07-14;0035;0;bucket;NA;NA;NA;NA;NA;NA;NA;54;0;;;2;2;;;;0;;;;20;2;;;0;;0;;;;;;;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-07-28;0DB2;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;2;;;;0;;;;2;0;;;0;;0;;;;;;;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-08-08;0024;0;bucket;NA;NA;NA;NA;NA;NA;NA;218;4;;;0;4;;;;0;;;;18;0;;;0;;0;;;;;;;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-08-24;0035;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;5;;;;0;;;;5;0;;;0;;0;;;;;;;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-09-07;0024;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;2;;;;0;;;;5;0;;;2;;0;;;;;;;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-09-21;0DB2;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-11-22;0DB2;0;bucket;NA;NA;NA;NA;NA;NA;NA;32;0;;;0;0;;;;0;;;;0;0;;;4;;0;;;;;;;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-11-22;0035;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;2;;;;0;;;;0;0;;;0;;0;;;;;;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1994-11-22;0024;0;bucket;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;9;;;;0;;;;7;0;;;0;;0;;;;;;;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-06-01;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;1645;122;;;0;0;;;;0;;;;7;94;;;120;;0;;;;;;;343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-06-01;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;254;12;;;0;0;;;;0;;;;5;28;;;28;;0;;;;;;;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-06-27;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;10;;0;;;;;;;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-06-27;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;33;2;;;0;0;;;;0;;;;2;19;;;2;;0;;;;;;;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-07-11;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;199;34;;;0;0;;;;7;;;;5;155;;;42;;0;;;;;;;243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-07-11;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;29;;;0;0;;;;2;;;;10;95;;;33;;0;;;;;;;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-07-26;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;478;0;;;0;0;;;;0;;;;0;10;;;0;;0;;;;;;;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-07-26;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;540;10;;;0;0;;;;0;;;;2;8;;;8;;0;;;;;;;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-08-10;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;67;5;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-08-10;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;32;5;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-08-22;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;64;0;;;2;0;;;;0;;;;0;2;;;7;;0;;;;;;;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-09-13;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;32;;;18;20;;;;0;;;;0;54;;;45;;0;;;;;;;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-09-13;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;21;;;;0;;;;0;0;;;13;;0;;;;;;;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-10-03;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;101;26;;;;0;;;;3;0;;;5;;3;;;;;;;138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-10-03;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;61;22;;;;0;;;;0;0;;;2;;0;;;;;;;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-10-18;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;3;;;;0;;;;0;0;;;0;;0;;;;;;;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-10-18;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;3;0;;;;0;;;;0;0;;;0;;0;;;;;;;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-11-23;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;2;;;0;;0;;;;;;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995-11-23;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;5;0;;;0;;2;;;;;;;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-05-14;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;1098;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-05-14;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;108;0;;;4;0;;;;0;;;;0;0;;;0;;0;;;;;;;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-06-11;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;5;0;;;;0;;;;10;15;;;0;;0;;;;;;;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-06-11;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;3263;0;;;208;0;;;;0;;;;0;2876;;;208;;0;;;;;;;3292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-06-28;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;4;0;;;;0;;;;4;25;;;0;;0;;;;;;;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-06-28;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;52;0;;;4;0;;;;0;;;;0;58;;;0;;0;;;;;;;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-07-09;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;12;24;;;0;;0;;;;;;;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-07-09;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;166;0;;;12;0;;;;0;;;;0;53;;;0;;0;;;;;;;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-07-23;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;20;0;;;;0;;;;4;0;;;0;;0;;;;;;;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-07-23;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;74;0;;;0;6;;;;0;;;;0;0;;;0;;0;;;;;;;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-08-05;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;43;4;;;;0;;;;0;0;;;0;;0;;;;;;;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-08-05;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;56;0;;;13;0;;;;0;;;;0;0;;;0;;0;;;;;;;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-09-05;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;42;0;;;6;0;;;;0;;;;0;0;;;0;;0;;;;;;;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-09-05;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;131;3;;;;0;;;;3;0;;;3;;0;;;;;;;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-09-24;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;86;0;;;0;222;;;;0;;;;6;0;;;0;;0;;;;;;;228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-09-24;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;92;111;;;;0;;;;13;0;;;0;;0;;;;;;;216;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-10-10;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-10-10;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;5;12;;;;0;;;;0;0;;;0;;0;;;;;;;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-10-22;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-10-22;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;2;0;;;0;;0;;;;;;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-10-25;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-10-25;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-11-21;0035;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;0;0;;;;0;;;;0;0;;;0;;0;;;;;;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996-11-21;0024;2,5;Niskin;NA;NA;NA;NA;NA;NA;NA;0;0;;;2;5;;;;0;;;;10;0;;;0;;0;;;;;;;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-04-23;0024;0;Niskin;;256;;;0;;;256;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-04-23;0024;10;Niskin;;283;;;0;;;283;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-04-23;0035;0;Niskin;;444;;;0;;;444;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-04-23;0035;10;Niskin;;381;;;0;;;381;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-05-14;0024;0;Niskin;;263;;;0;;;263;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-05-14;0024;10;Niskin;;318;;;0;;;318;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-05-14;0035;0;Niskin;;134;;;0;;;134;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-05-14;0035;10;Niskin;;360;;;0;;;360;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-12;0024;0;Niskin;;548;;;78;;;626;0;0;;13;0;;;;0;;;;9;1543;;;0;;0;;0;;;;;1565;378;;378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-12;0024;10;Niskin;;331;;;83;;;414;0;0;;0;0;;;;0;;;;0;42;;;0;;0;;0;;;;;42;199;;199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-12;0035;0;Niskin;;397;;;79;;;476;0;0;;0;0;;;;0;;;;22;67;;;0;;0;;0;;;;;89;138;;138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-12;0035;10;Niskin;;783;;;0;;;783;0;0;;0;0;;;;0;;;;9;0;;;0;;0;;0;;;;;9;1826;;1826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-24;0024;0;Niskin;;81;;;81;;;162;0;0;;0;0;;;;0;;;;5;50;;;0;;0;;0;;;;;55;200;;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-24;0024;10;Niskin;;0;;;252;;;252;9;0;;0;0;;;;0;;;;0;19;;;0;;0;;0;;;;;28;66;;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-24;0035;0;Niskin;;88;;;0;;;88;0;0;;0;0;;;;0;;;;5;83;;;0;;0;;0;;;;;88;161;;161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-06-24;0035;10;Niskin;;173;;;0;;;173;0;0;;0;0;;;;0;;;;0;96;;;0;;0;;0;;;;;96;2920;;2920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-08;0024;0;Niskin;;157;;;0;;;157;0;0;;0;4;;;;0;;;;0;22;;;0;;0;;0;;;;;26;13;;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-08;0024;10;Niskin;;0;;;0;;;0;0;0;;9;46;;;;0;;;;9;0;;;0;;0;;0;;;;;64;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-08;0035;0;Niskin;;305;;;0;;;305;0;0;;0;0;;;;0;;;;9;5;;;0;;0;;0;;;;;14;5;;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-08;0035;10;Niskin;;164;;;164;;;328;0;0;;0;9;;;;0;;;;9;0;;;0;;0;;0;;;;;18;37;;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-24;0024;0;Niskin;;NA;;;NA;;;NA;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-24;0024;10;Niskin;;NA;;;NA;;;NA;0;0;;13;13;;;;0;;;;0;0;;;0;;0;;0;;;;;26;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-24;0035;0;Niskin;;0;;;0;;;0;0;0;;0;0;;;;0;;;;0;13;;;0;;0;;0;;;;;13;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-07-24;0035;10;Niskin;;0;;;0;;;0;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-05;0024;0;Niskin;;223;;;0;;;223;0;0;;25;0;;;;0;;;;0;29;;;0;;0;;0;;;;;54;4;;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-05;0024;10;Niskin;;74;;;0;;;74;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-05;0035;0;Niskin;;372;;;0;;;372;0;0;;4;0;;;;0;;;;0;12;;;0;;0;;0;;;;;16;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-05;0035;10;Niskin;;0;;;0;;;0;0;0;;12;37;;;;0;;;;8;4;;;0;;0;;0;;;;;61;4;;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-20;0024;0;Niskin;;161;;;0;;;161;0;0;;5;0;;;;0;;;;0;0;;;0;;0;;0;;;;;5;5;;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-20;0024;10;Niskin;;86;;;0;;;86;0;0;;0;86;;;;0;;;;10;0;;;0;;0;;0;;;;;96;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-20;0035;0;Niskin;;222;;;0;;;222;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;9;;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-08-20;0035;10;Niskin;;86;;;0;;;86;0;0;;19;211;;;;0;;;;5;0;;;5;;0;;0;;;;;240;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-04;0024;0;Niskin;;62;;;9;;;71;0;0;;23;0;;;;0;;;;0;5;;;0;;0;;0;;;;;28;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-04;0024;10;Niskin;;0;;;0;;;0;0;0;;9;72;;;;0;;;;13;0;;;0;;0;;0;;;;;94;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-04;0035;0;Niskin;;0;;;0;;;0;0;0;;36;0;;;;0;;;;0;9;;;0;;0;;0;;;;;45;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-04;0035;10;Niskin;;62;;;0;;;62;0;0;;0;18;;;;0;;;;14;0;;;0;;0;;0;;;;;32;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-23;0024;0;Niskin;;0;;;0;;;0;0;0;;22;43;;;;0;;;;0;0;;;4;;0;;0;;;;;69;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-23;0024;10;Niskin;;80;;;0;;;80;0;0;;84;116;;;;0;;;;4;0;;;0;;0;;0;;;;;204;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-23;0035;0;Niskin;;0;;;0;;;0;0;0;;0;0;;;;0;;;;0;0;;;0;;0;;0;;;;;0;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-09-23;0035;10;Niskin;;0;;;0;;;0;0;0;;5;36;;;;0;;;;5;0;;;0;;0;;0;;;;;46;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-06;0024;0;Niskin;;81;;;0;;;81;0;0;;63;4;;;;0;;;;4;4;;;0;;0;;0;;;;;75;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-06;0024;10;Niskin;;0;;;0;;;0;0;5;;36;27;;;;0;;;;9;0;;;0;;0;;0;;;;;77;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-06;0035;0;Niskin;;0;;;79;;;79;0;0;;9;0;;;;0;;;;4;9;;;0;;0;;0;;;;;22;4;;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-06;0035;10;Niskin;;82;;;0;;;82;0;0;;59;23;;;;0;;;;0;5;;;0;;0;;0;;;;;87;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-20;0024;0;Niskin;;259;;;0;;;259;0;0;;72;14;;;;0;;;;0;10;;;0;;0;;0;;;;;96;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-20;0024;10;Niskin;;170;;;0;;;170;0;0;;80;57;;;;0;;;;9;5;;;0;;0;;0;;;;;151;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-20;0035;0;Niskin;;409;;;0;;;409;0;0;;145;82;;;;0;;;;9;9;;;0;;0;;5;;;;;250;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-10-20;0035;10;Niskin;;89;;;0;;;89;5;0;;217;35;;;;0;;;;5;0;;;5;;0;;0;;;;;267;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-11-04;0024;0;Niskin;;0;;;0;;;0;0;0;;104;30;;;;0;;;;0;0;;;5;;0;;0;;;;;139;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-11-04;0024;10;Niskin;;176;;;88;;;264;5;0;;180;24;;;;0;;;;5;0;;;5;;0;;0;;;;;219;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-11-04;0035;0;Niskin;;166;;;0;;;166;0;0;;129;23;;;;0;;;;0;14;;;0;;0;;0;;;;;166;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-11-04;0035;10;Niskin;;85;;;0;;;85;0;0;;71;9;;;;0;;;;0;0;;;0;;0;;0;;;;;80;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-11-25;0024;0;Niskin;;0;;;0;;;0;0;0;;132;36;;;;0;;;;0;0;;;9;;0;;0;;;;;177;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997-11-25;0024;10;Niskin;;0;;;4;;;4;0;0;;22;0;;;;0;;;;0;0;;;9;;0;;0;;;;;31;0;;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
