month,DSP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,salinity,T,Soca
9,410.0,20.0,380.0,10.0,0.0,0.0,134.9,17.54761904761905,2.857142857142857,246.89999999999998,33.38,21.87,9244.177999999998
10,20.0,0.0,0.0,20.0,0.0,0.0,123.6,14.419047619047618,3.1095238095238096,13.0,37.51,19.0,1006.9830000000002
9,10.0,10.0,0.0,0.0,0.0,0.0,168.40000000000003,19.628571428571426,3.1333333333333333,144.10000000000002,37.4599990844727,24.0699996948242,3777.0789999999997
11,10.0,10.0,0.0,0.0,0.0,0.0,87.49999999999999,10.166666666666668,2.9714285714285715,130.60000000000002,36.45,21.02,2851.177
5,10.0,0.0,0.0,10.0,0.0,0.0,172.20000000000002,16.81904761904762,2.8999999999999995,51.4,36.87,18.48,5076.584
3,10.0,0.0,0.0,10.0,0.0,0.0,131.5,7.980952380952379,3.2095238095238097,7.5,37.5699996948242,9.86999988555908,2020.448
9,10.0,0.0,10.0,0.0,0.0,0.0,107.20000000000002,17.738095238095234,3.1095238095238096,212.49999999999997,36.85,23.16,4944.766999999999
9,650.0,30.0,480.0,10.0,10.0,80.0,134.9,17.54761904761905,2.857142857142857,246.89999999999998,33.68,21.59,9244.177999999998
8,60.0,10.0,0.0,40.0,10.0,0.0,236.30000000000007,23.395238095238096,2.904761904761905,10.0,36.76,25.24,1339.1740000000002
7,160.0,0.0,0.0,0.0,160.0,0.0,235.7,22.185714285714283,3.3,15.5,36.91,19.1,3076.9189999999994
11,360.0,23.0,125.0,182.0,11.0,0.0,84.50000000000001,13.847619047619048,3.161904761904762,108.99999999999999,37.63,20.15,8565.05
10,160.0,0.0,120.0,10.0,0.0,20.0,126.50000000000001,13.423809523809526,2.8476190476190473,29.900000000000002,36.28,16.7,5786.967000000002
10,10.0,0.0,0.0,10.0,0.0,0.0,152.79999999999998,15.490476190476189,3.3999999999999995,203.10000000000002,38.0,20.9,3375.989
12,40.0,0.0,0.0,10.0,0.0,30.0,90.9,7.700000000000002,3.4761904761904763,72.4,38.43,15.83,4818.3060000000005
6,410.0,10.0,0.0,50.0,350.0,0.0,194.69999999999996,20.552380952380954,3.276190476190476,7.0,34.44,22.53,3707.952000000001
9,70.0,0.0,40.0,20.0,0.0,0.0,181.5,19.071428571428573,2.8190476190476192,52.4,37.0200004577637,23.3199996948242,1034.68456
8,10.0,10.0,0.0,0.0,0.0,0.0,236.4,23.990476190476194,3.1619047619047613,28.1,37.67,26.15,1255.9470000000001
6,50.0,10.0,0.0,30.0,0.0,0.0,144.70000000000002,15.671428571428573,3.4428571428571426,97.69999999999999,34.99,19.86,7314.9
10,10.0,0.0,10.0,0.0,0.0,0.0,131.69999999999996,12.19047619047619,3.5999999999999996,42.9,37.68,18.97,2531.782
6,103.0,4.5,0.0,0.0,98.9,0.0,205.6,20.347619047619045,2.7476190476190476,75.8,33.95,22.8,2821.838
5,0.0,0.0,0.0,0.0,0.0,0.0,164.9,17.16190476190476,2.466666666666667,43.3,37.6,17.77,2225.9619999999995
10,120.0,10.0,50.0,20.0,0.0,10.0,116.0,15.457142857142856,3.00952380952381,31.400000000000002,37.72,20.94,3043.4320000000007
1,0.0,0.0,0.0,0.0,0.0,0.0,122.59999999999997,1.5619047619047621,3.6761904761904765,42.9,38.38,9.53,1358.707
5,10.0,0.0,0.0,0.0,0.0,0.0,204.70000000000005,18.085714285714282,2.742857142857143,38.9,37.59,14.81,5618.969
9,20.0,10.0,0.0,0.0,0.0,10.0,125.1,18.552380952380954,2.5190476190476194,185.1,36.37,22.2,4588.005
6,0.0,0.0,0.0,0.0,0.0,0.0,192.3,19.971428571428575,2.795238095238095,36.5,37.88,13.6,3218.5710000000004
8,90.0,40.0,0.0,20.0,0.0,0.0,231.60000000000002,23.666666666666664,2.8571428571428577,36.599999999999994,36.91,23.61,2766.4349999999995
5,30.0,0.0,0.0,10.0,20.0,0.0,102.0,13.166666666666666,3.5238095238095246,118.39999999999999,38.09,12.34,3998.0529999999994
11,150.0,20.0,40.0,70.0,0.0,0.0,136.4,11.542857142857143,3.0904761904761906,17.6,37.560001373291,17.6299991607666,1906.5599999999997
7,36.0,24.0,0.0,8.0,4.0,0.0,237.70000000000002,24.51904761904762,3.028571428571429,11.3,38.06,25.1,1096.7839999999997
3,0.0,0.0,0.0,0.0,0.0,0.0,66.7,5.199999999999999,3.080952380952381,48.300000000000004,37.9700012207031,9.59000015258789,3166.745
11,0.0,0.0,0.0,0.0,0.0,0.0,44.7,12.5,3.0428571428571427,266.3,36.69,16.71,10055.3
10,30.0,0.0,0.0,20.0,10.0,0.0,142.50000000000003,16.5,2.9380952380952388,125.39999999999999,36.37,22.2,3358.7450000000003
11,30.0,0.0,10.0,10.0,0.0,10.0,88.9,11.795238095238094,4.090476190476191,102.2,37.5,18.0100002288818,11686.263000000003
1,0.0,0.0,0.0,0.0,0.0,0.0,45.5,7.695238095238094,2.657142857142857,71.39999999999999,37.57,12.61,7153.088000000001
10,10.0,10.0,0.0,0.0,0.0,0.0,132.4,13.957142857142859,3.2857142857142856,42.5,36.45,21.02,1187.5769999999995
8,50.0,30.0,0.0,10.0,0.0,0.0,197.8,24.419047619047618,3.1571428571428575,128.4,37.7700004577637,23.7399997711182,1198.0679999999998
6,70.0,10.0,0.0,0.0,60.0,0.0,228.50000000000003,22.44285714285714,2.8761904761904766,20.8,37.6,20.48,1707.9539999999997
10,30.0,0.0,20.0,10.0,0.0,0.0,160.79999999999998,15.628571428571428,3.2523809523809524,5.4,37.12,22.76,1821.0469999999998
9,540.0,65.0,28.999999999999996,80.0,28.999999999999996,28.999999999999996,183.8,21.152380952380952,3.1380952380952385,58.699999999999996,36.19,22.39,766.8359999999999
7,30.0,0.0,0.0,0.0,0.0,0.0,237.6,21.65714285714286,2.719047619047619,70.0,37.4,23.61,3210.3430000000008
6,180.0,28.999999999999996,0.0,80.0,36.0,0.0,256.9,21.9,2.6142857142857143,8.0,35.47,25.58,2107.5000000000005
10,30.0,0.0,0.0,0.0,30.0,0.0,195.9,17.6,3.419047619047619,13.7,37.15,24.75,1230.1080000000002
6,120.0,40.0,0.0,0.0,40.0,0.0,211.50000000000003,19.21428571428571,2.885714285714286,69.2,35.8199996948242,18.3199996948242,5932.588999999999
10,0.0,0.0,0.0,0.0,0.0,0.0,99.4,13.933333333333332,2.8666666666666667,51.300000000000004,35.38,17.27,4747.222
9,280.0,211.0,11.0,46.0,11.0,0.0,203.29999999999998,20.404761904761905,3.2428571428571424,19.099999999999998,36.6699981689453,22.95,995.5900000000001
4,0.0,0.0,0.0,0.0,0.0,0.0,168.29999999999998,13.252380952380953,2.9000000000000004,14.499999999999998,36.53,12.36,3278.2640000000015
6,0.0,0.0,0.0,0.0,0.0,0.0,245.1,24.45714285714286,2.7714285714285714,8.8,30.0200004577637,21.9099998474121,3927.252
12,0.0,0.0,0.0,0.0,0.0,0.0,60.39999999999999,6.576190476190478,3.2809523809523813,139.8,37.7,16.78,5623.825999999999
7,20.0,0.0,0.0,20.0,0.0,0.0,230.60000000000002,24.542857142857137,3.10952380952381,76.0,33.65,23.38,2379.706
10,90.0,0.0,20.0,40.0,0.0,30.0,128.9,13.552380952380954,3.0619047619047626,58.400000000000006,37.89,19.68,1888.469
10,240.0,0.0,160.0,30.0,0.0,0.0,138.50000000000003,15.63809523809524,2.985714285714286,18.5,37.6300010681152,20.1200008392334,1428.2500000000002
5,20.0,10.0,0.0,10.0,0.0,0.0,171.4,18.233333333333334,2.4333333333333336,52.9,36.79,16.06,4402.441
5,210.0,0.0,0.0,0.0,190.0,0.0,182.39999999999995,16.72857142857143,2.7428571428571424,43.2,29.8799991607666,17.5799999237061,3153.3350000000005
4,0.0,0.0,0.0,0.0,0.0,0.0,135.6,11.233333333333334,3.6714285714285713,40.6,37.36,8.61,3619.056
9,30.0,20.0,0.0,0.0,0.0,0.0,190.0,20.78095238095238,3.1380952380952385,46.5,36.9599990844727,26.5200004577637,1737.888
11,40.0,0.0,10.0,10.0,0.0,0.0,80.8,9.666666666666666,2.7142857142857144,39.6,35.02,15.38,7008.128
9,30.0,10.0,10.0,0.0,10.0,0.0,198.39999999999998,24.328571428571426,3.0142857142857147,7.1,37.08,27.14,1083.577
7,110.0,40.0,10.0,0.0,60.0,0.0,185.7,21.1,2.3619047619047624,183.7,34.06,22.99,4049.824
8,10.0,0.0,0.0,10.0,0.0,0.0,242.9,25.890476190476186,2.928571428571429,71.5,35.67,27.01,1499.876
10,40.0,0.0,10.0,20.0,0.0,10.0,104.89999999999998,17.361904761904764,2.580952380952381,112.8,35.35,20.21,3541.3219999999997
11,20.0,0.0,0.0,0.0,0.0,20.0,91.00000000000001,10.342857142857142,3.9142857142857133,102.0,38.43,15.83,3235.15
8,0.0,0.0,0.0,0.0,0.0,0.0,246.29999999999998,24.76666666666667,3.0476190476190474,28.0,34.07,26.36,2764.4980000000014
5,90.0,0.0,0.0,0.0,80.0,0.0,148.5,16.65238095238095,2.5238095238095237,30.7,36.71,17.66,2387.2469999999994
9,30.0,20.0,0.0,10.0,0.0,0.0,197.40000000000003,23.157142857142862,3.1904761904761907,94.7,36.0800018310547,25.9699993133545,2006.7520000000002
5,0.0,0.0,0.0,0.0,0.0,0.0,177.79999999999998,14.585714285714285,2.8285714285714287,53.2,37.48,12.52,2311.119999999999
5,50.0,0.0,0.0,0.0,40.0,0.0,102.0,13.166666666666666,3.5238095238095246,118.39999999999999,37.92,12.33,3998.0529999999994
7,30.0,0.0,0.0,20.0,10.0,0.0,191.2,23.1,2.6047619047619044,25.599999999999998,37.06,23.19,1652.5659999999998
6,14.0,0.0,0.0,0.0,14.0,0.0,223.70000000000005,21.73809523809524,2.7047619047619054,54.8,36.3,19.29,2680.291999999999
6,0.0,0.0,0.0,0.0,0.0,0.0,250.90000000000003,24.119047619047617,2.771428571428572,0.0,36.0,22.9500007629395,2664.907
9,92.0,60.0,0.0,32.0,0.0,0.0,212.8,23.29523809523809,3.4571428571428577,25.1,38.07,27.64,906.265
10,30.0,10.0,10.0,10.0,0.0,0.0,197.10000000000002,19.219047619047622,3.9095238095238094,62.8,35.9300003051758,25.2900009155273,1274.873
7,60.0,0.0,0.0,10.0,20.0,0.0,195.39999999999998,22.457142857142856,2.380952380952381,61.199999999999996,36.5800018310547,21.6599998474121,6257.548000000002
3,20.0,0.0,0.0,0.0,0.0,10.0,141.70000000000002,10.452380952380953,3.0714285714285716,18.5,36.79,11.46,6894.749
5,20.0,0.0,0.0,10.0,10.0,0.0,156.29999999999998,13.704761904761906,3.228571428571429,21.800000000000004,37.65,15.11,3022.2019999999993
8,30.0,0.0,0.0,30.0,0.0,0.0,218.9,23.428571428571427,3.6714285714285713,46.7,36.28,24.13,915.715
10,40.0,0.0,0.0,0.0,0.0,20.0,122.69999999999999,15.914285714285716,3.1428571428571423,27.4,37.16,20.04,1045.132
7,50.0,40.0,0.0,10.0,0.0,0.0,239.3,22.576190476190476,2.8095238095238098,4.1,37.28,22.16,2134.0640000000003
9,90.0,0.0,40.0,30.0,0.0,10.0,154.20000000000002,19.65714285714286,2.838095238095238,44.699999999999996,37.3199996948242,24.4500007629395,1073.5240000000001
10,80.0,0.0,50.0,30.0,0.0,0.0,114.00000000000001,12.8,3.4666666666666663,125.90000000000002,36.5900001525879,21.0699996948242,7235.289
7,360.0,200.0,20.0,90.0,20.0,0.0,249.49999999999994,25.1,2.7333333333333334,22.200000000000003,30.78,27.84,2198.3480000000004
5,70.0,0.0,0.0,10.0,30.0,0.0,147.6,17.442857142857143,2.7571428571428567,56.5,36.92,14.64,5898.1759999999995
5,0.0,0.0,0.0,0.0,0.0,0.0,197.09999999999997,16.495238095238093,3.0999999999999996,23.3,37.55,14.55,1548.226
8,50.0,10.0,0.0,0.0,30.0,0.0,235.50000000000003,23.038095238095238,3.309523809523809,20.999999999999996,37.38,22.98,1098.361
9,64.0,0.0,40.0,8.0,0.0,0.0,176.4,17.123809523809523,3.104761904761905,111.1,38.2,20.91,906.9329999999999
6,30.0,10.0,0.0,10.0,10.0,0.0,192.3,19.971428571428575,2.795238095238095,36.5,38.17,12.99,3218.5710000000004
10,170.0,50.0,10.0,70.0,10.0,10.0,104.89999999999998,17.361904761904764,2.580952380952381,112.8,34.23,20.04,3541.3219999999997
5,0.0,0.0,0.0,0.0,0.0,0.0,173.79999999999998,14.619047619047619,2.8952380952380956,59.9,37.5,12.0,5728.937000000001
6,0.0,0.0,0.0,0.0,0.0,0.0,136.60000000000002,20.219047619047622,2.4380952380952374,109.09999999999998,35.01,22.97,6643.1050000000005
11,30.0,10.0,0.0,20.0,0.0,0.0,100.89999999999998,8.085714285714284,3.8000000000000007,9.6,37.7,14.4,1467.3310000000001
7,100.0,0.0,10.0,20.0,70.0,0.0,254.20000000000002,24.43809523809524,3.3238095238095244,5.1,35.97,25.16,1250.9799999999996
8,80.0,70.0,0.0,10.0,0.0,0.0,236.19999999999996,24.861904761904764,2.804761904761905,18.5,37.2799987792969,24.5799999237061,1346.7880000000002
9,80.0,50.0,0.0,10.0,20.0,0.0,198.90000000000006,22.79047619047619,3.552380952380952,14.299999999999999,35.1,25.52,993.7259999999998
7,90.0,10.0,0.0,10.0,70.0,0.0,262.99999999999994,24.061904761904763,2.8857142857142857,7.9,37.28,20.84,2532.8030000000003
