5,1206.0,68.0,?,?,27.0,0.0,21.0,0.0,0.0,197.1,15.114285714285716,2.9333333333333327,26.200000000000003,1.15,33.78,13.58,7.0,1.25,0.0599999986588955,6.73000001907349,0.150000005960464,4.90999984741211,230.449996948242,8.0,3030.486,?
5,4188.0,17.0,?,?,8.0,0.0,0.0,0.0,0.0,197.1,15.114285714285716,2.9333333333333327,26.200000000000003,0.45,36.18,12.62,8.0,0.600000023841858,0.0399999991059303,1.12000000476837,0.119999997317791,3.01999998092651,250.100006103516,8.14999961853027,3030.486,?
6,0.0,27.0,?,?,16.0,3.0,5.0,0.0,0.0,166.3,18.790476190476188,3.157142857142857,18.8,1.11,35.53,17.03,?,1.25,0.140000000596046,1.23000001907349,0.219999998807907,1.82000005245209,274.209991455078,8.14999961853027,3931.3309999999997,?
6,324.0,23.0,?,?,3.0,0.0,0.0,0.0,0.0,179.10000000000005,18.53333333333333,3.052380952380952,23.9,1.05,35.01,19.89,?,1.27999997138977,0.119999997317791,2.51999998092651,0.0900000035762787,0.829999983310699,275.109985351563,8.22000026702881,4090.3219999999997,?
6,0.0,20.0,?,?,8.0,0.0,0.0,0.0,0.0,157.5,19.095238095238095,3.0666666666666664,29.799999999999997,?,?,?,?,?,?,?,?,?,?,?,3221.8039999999996,?
6,0.0,38.0,?,?,26.0,2.0,0.0,0.0,0.0,155.0,20.7,2.9809523809523815,29.199999999999996,?,?,?,?,?,?,?,?,?,?,?,2535.2679999999996,?
7,81.0,2.0,?,?,0.0,0.0,0.0,0.0,0.0,214.50000000000003,24.23333333333333,2.9666666666666663,10.8,0.71,36.0,26.28,7.0,0.720000028610229,0.0500000007450581,0.550000011920929,0.239999994635582,0.00999999977648258,262.149993896484,8.17000007629395,1945.4460000000001,?
7,54.0,26.0,?,?,2.0,2.0,20.0,2.0,0.0,232.29999999999998,24.952380952380953,3.0952380952380953,8.3,0.77,36.17,26.88,6.0,0.879999995231628,0.100000001490116,0.860000014305115,0.209999993443489,0.00999999977648258,261.709991455078,8.15999984741211,1665.0630000000003,poz
7,0.0,4.0,?,?,0.0,2.0,2.0,0.0,0.0,229.29999999999998,24.714285714285715,3.157142857142857,12.0,0.6,35.7,25.38,7.0,1.17999994754791,0.0700000002980232,5.51999998092651,0.330000013113022,0.00999999977648258,269.299987792969,8.11999988555908,1358.9479999999996,poz
8,218.0,26.0,?,?,0.0,4.0,18.0,0.0,0.0,232.80000000000004,25.438095238095237,3.1523809523809527,5.200000000000001,0.41,36.71,24.16,?,1.42999994754791,0.0199999995529652,1.08000004291534,0.150000005960464,0.360000014305115,245.630004882813,8.14999961853027,1169.2980000000002,poz
8,0.0,10.0,?,?,0.0,5.0,5.0,0.0,0.0,224.5,24.804761904761904,3.3999999999999995,19.7,0.44,36.98,24.91,?,1.24000000953674,0.0500000007450581,1.01999998092651,0.209999993443489,0.449999988079071,238.929992675781,8.14000034332275,1285.55,?
9,0.0,9.0,?,?,0.0,2.0,5.0,0.0,0.0,202.40000000000003,21.833333333333332,3.1380952380952385,113.6,0.46,36.13,26.39,12.0,1.12999999523163,0.0500000007450581,0.769999980926514,0.180000007152557,0.00999999977648258,220.169998168945,8.1899995803833,1585.8790000000001,neg
9,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,157.4,19.447619047619046,3.8095238095238093,99.6,0.47,36.45,26.6,11.0,1.14999997615814,0.0399999991059303,1.62999999523163,0.119999997317791,0.140000000596046,195.160003662109,8.17000007629395,3276.186,neg
11,32.0,4.0,?,?,0.0,0.0,0.0,0.0,0.0,58.59999999999998,11.514285714285714,2.5571428571428574,92.6,1.39,36.55,17.7,9.0,0.629999995231628,0.159999996423721,2.47000002861023,0.140000000596046,1.69000005722046,246.520004272461,8.14999961853027,4086.175999999999,?
11,0.0,2.0,?,?,0.0,2.0,0.0,0.0,0.0,58.59999999999998,11.514285714285714,2.5571428571428574,92.6,3.45,35.71,16.17,?,1.3400000333786,0.5,4.94000005722046,0.0700000002980232,2.03999996185303,216.600006103516,8.06999969482422,4086.175999999999,?
11,0.0,16.0,?,?,0.0,9.0,7.0,0.0,0.0,58.59999999999998,11.514285714285714,2.5571428571428574,92.6,2.92,35.71,16.35,?,0.870000004768372,0.610000014305115,3.97000002861023,0.430000007152557,2.45000004768372,158.539993286133,8.09000015258789,4086.175999999999,?
6,254.0,73.0,?,?,0.0,0.0,5.0,28.0,0.0,128.99999999999997,16.057142857142857,2.8095238095238098,132.2,0.85,36.67,13.2,7.0,0.819999992847443,0.0900000035762787,0.600000023841858,0.0700000002980232,2.66000008583069,277.790008544922,8.15999984741211,4128.041000000001,?
6,1645.0,343.0,?,?,0.0,0.0,7.0,94.0,0.0,128.99999999999997,16.057142857142857,2.8095238095238098,132.2,0.82,36.56,13.8,8.0,0.759999990463257,0.100000001490116,1.78999996185303,0.0599999986588955,1.63999998569489,266.170013427734,8.15999984741211,4128.041000000001,?
6,0.0,10.0,?,?,0.0,0.0,0.0,0.0,0.0,171.99999999999997,18.82857142857143,2.804761904761905,110.29999999999998,0.82,36.62,18.22,?,1.14999997615814,0.0700000002980232,1.03999996185303,0.0199999995529652,4.26000022888184,228.210006713867,8.14000034332275,4136.951,?
6,33.0,25.0,?,?,0.0,0.0,2.0,19.0,0.0,171.99999999999997,18.82857142857143,2.804761904761905,110.29999999999998,0.4,36.24,19.93,?,0.870000004768372,0.0799999982118607,1.92999994754791,0.00999999977648258,3.08999991416931,233.570007324219,8.15999984741211,4136.951,?
7,0.0,169.0,?,?,0.0,0.0,10.0,95.0,0.0,206.70000000000002,21.438095238095237,3.1476190476190475,98.50000000000001,0.4,36.24,19.93,?,0.870000004768372,0.0799999982118607,1.92999994754791,0.00999999977648258,3.08999991416931,233.570007324219,8.15999984741211,3229.125,?
7,199.0,243.0,?,?,0.0,0.0,5.0,155.0,0.0,206.70000000000002,21.438095238095237,3.1476190476190475,98.50000000000001,0.82,36.62,18.22,?,1.14999997615814,0.0700000002980232,1.03999996185303,0.0199999995529652,4.26000022888184,228.210006713867,8.14000034332275,3229.125,?
7,478.0,10.0,?,?,0.0,0.0,0.0,10.0,0.0,250.50000000000003,23.833333333333332,2.8095238095238093,39.800000000000004,0.82,36.62,18.22,?,1.14999997615814,0.0700000002980232,1.03999996185303,0.0199999995529652,4.26000022888184,228.210006713867,8.14000034332275,1339.1750000000006,?
7,540.0,28.0,?,?,0.0,0.0,2.0,8.0,0.0,250.50000000000003,23.833333333333332,2.8095238095238093,39.800000000000004,0.4,36.24,19.93,?,0.870000004768372,0.0799999982118607,1.92999994754791,0.00999999977648258,3.08999991416931,233.570007324219,8.15999984741211,1339.1750000000006,?
8,67.0,5.0,?,?,0.0,0.0,0.0,0.0,0.0,222.9,23.704761904761906,2.8095238095238093,25.099999999999998,0.59,34.49,24.6,12.0,2.26999998092651,0.100000001490116,6.57000017166138,0.0299999993294477,5.98999977111816,228.660003662109,8.10999965667725,905.2,?
8,32.0,5.0,?,?,0.0,0.0,0.0,0.0,0.0,222.9,23.704761904761906,2.8095238095238093,25.099999999999998,0.77,34.74,24.95,9.0,2.53999996185303,0.140000000596046,5.42000007629395,0.0500000007450581,6.96999979019165,248.759994506836,8.11999988555908,905.2,?
