station id, station name, valid,povp. dnevna T [°C],povp. veter [m/s],povp. rel. vla. [%],povp. tlak [hPa],količina padavin [mm],trajanje sonca [h]
_1896,PORTOROŽ - LETALIŠČE,2003-01-26,8.1,6.7,48,1023,0,8.3
_1896,PORTOROŽ - LETALIŠČE,2003-01-27,4.4,2.8,66,1022,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2003-01-28,3.9,1.9,81,1011,0,4.1
_1896,PORTOROŽ - LETALIŠČE,2003-01-29,1.6,4,90,1001,0,1
_1896,PORTOROŽ - LETALIŠČE,2003-01-30,2.2,2.7,84,998,2.8,2.3
_1896,PORTOROŽ - LETALIŠČE,2003-01-31,5.6,3.5,54,1003,0,7.7
_1896,PORTOROŽ - LETALIŠČE,2003-02-01,3.6,5.1,38,1015,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2003-02-02,-1.4,2.7,53,1016,0,7.8
_1896,PORTOROŽ - LETALIŠČE,2003-02-03,1.8,1.7,68,1009,0,3.4
_1896,PORTOROŽ - LETALIŠČE,2003-02-04,5.5,3.4,88,988,21,0
_1896,PORTOROŽ - LETALIŠČE,2003-02-05,3.5,3.5,55,996,32.3,6.9
_1896,PORTOROŽ - LETALIŠČE,2003-02-06,1.7,3.1,61,1010,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2003-02-07,1.7,2.7,56,1021,0,8.9
_1896,PORTOROŽ - LETALIŠČE,2003-02-08,5.7,3,54,1021,0,6.3
_1896,PORTOROŽ - LETALIŠČE,2003-02-09,2.3,2.7,53,1022,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2003-02-10,2.3,3.7,54,1022,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2003-02-11,2.1,2.8,56,1024,0,8.6
_1896,PORTOROŽ - LETALIŠČE,2003-02-12,1.9,5.2,48,1025,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2003-02-13,0.2,3.5,47,1024,0,3.3
_1896,PORTOROŽ - LETALIŠČE,2003-02-14,0.3,1.7,52,1023,0,7.7
_1896,PORTOROŽ - LETALIŠČE,2003-02-15,1.7,3.1,49,1024,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2003-02-16,2.4,4.8,48,1026,0,9.5
_1896,PORTOROŽ - LETALIŠČE,2003-02-17,1.8,5,47,1027,0,9.3
_1896,PORTOROŽ - LETALIŠČE,2003-02-18,2.8,6.5,33,1021,0,9.6
_1896,PORTOROŽ - LETALIŠČE,2003-02-19,4.1,2.8,42,1018,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2003-02-20,0.7,3.8,68,1017,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2003-02-21,5.1,3.7,53,1023,0,10
_1896,PORTOROŽ - LETALIŠČE,2003-02-22,1.8,3,62,1030,0,10
_1896,PORTOROŽ - LETALIŠČE,2003-02-23,1.4,3.7,60,1034,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2003-02-24,0.6,3.4,59,1030,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-02-25,3,3.1,47,1027,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2003-02-26,4.1,3,69,1026,0,8.3
_1896,PORTOROŽ - LETALIŠČE,2003-02-27,4,3.3,82,1024,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2003-02-28,3.6,3.1,83,1028,0,8.9
_1896,PORTOROŽ - LETALIŠČE,2003-03-01,4.3,3,79,1025,0,8.4
_1896,PORTOROŽ - LETALIŠČE,2003-03-02,7.3,1.7,90,1016,0,0
_1896,PORTOROŽ - LETALIŠČE,2003-03-03,10.6,3.7,65,1013,4,0.3
_1896,PORTOROŽ - LETALIŠČE,2003-03-04,8.3,2.7,59,1021,0,10.5
_1896,PORTOROŽ - LETALIŠČE,2003-03-05,5.2,3.2,72,1022,0,9.8
_1896,PORTOROŽ - LETALIŠČE,2003-03-06,6.9,3,74,1016,0,6.9
_1896,PORTOROŽ - LETALIŠČE,2003-03-07,8.6,2.7,61,1020,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2003-03-08,7,2.3,67,1022,0.1,7.4
_1896,PORTOROŽ - LETALIŠČE,2003-03-09,7.6,2.8,69,1025,0,7
_1896,PORTOROŽ - LETALIŠČE,2003-03-10,7.1,2.6,77,1026,0,7.4
_1896,PORTOROŽ - LETALIŠČE,2003-03-11,7.4,2.9,83,1026,0,6.2
_1896,PORTOROŽ - LETALIŠČE,2003-03-12,8.6,2.1,88,1019,0,0.9
_1896,PORTOROŽ - LETALIŠČE,2003-03-13,8.3,2.8,69,1021,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2003-03-14,5.9,3,59,1026,0.1,8.6
_1896,PORTOROŽ - LETALIŠČE,2003-03-15,7,3.6,45,1032,0,6.2
_1896,PORTOROŽ - LETALIŠČE,2003-03-16,7.9,4.5,45,1033,0,10
_1896,PORTOROŽ - LETALIŠČE,2003-03-17,7.3,3.8,47,1027,0,6.9
_1896,PORTOROŽ - LETALIŠČE,2003-03-18,5.9,3.5,62,1025,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2003-03-19,5.5,3.4,60,1024,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2003-03-20,6.4,3.5,65,1020,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2003-03-21,7.3,2.1,50,1022,0,10
_1896,PORTOROŽ - LETALIŠČE,2003-03-22,4.6,2.9,40,1026,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-03-23,3.1,4.1,53,1030,0,11
_1896,PORTOROŽ - LETALIŠČE,2003-03-24,6.7,3.2,43,1028,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2003-03-25,8.6,3.3,45,1022,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2003-03-26,9.9,3.1,48,1019,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2003-03-27,9.6,2.7,58,1021,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2003-03-28,9,2.5,81,1018,0,8.5
_1896,PORTOROŽ - LETALIŠČE,2003-03-29,10,2.8,89,1017,0,1.7
_1896,PORTOROŽ - LETALIŠČE,2003-03-30,9.2,2.8,86,1017,0,2.1
_1896,PORTOROŽ - LETALIŠČE,2003-03-31,11.9,1.7,81,1017,0,2.1
_1896,PORTOROŽ - LETALIŠČE,2003-04-01,8.4,3.1,52,1021,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2003-04-02,9.6,5.1,65,1003,0,0.4
_1896,PORTOROŽ - LETALIŠČE,2003-04-03,8.7,3.3,75,1008,22.8,0
_1896,PORTOROŽ - LETALIŠČE,2003-04-04,9.9,6.6,54,1018,22.8,5.8
_1896,PORTOROŽ - LETALIŠČE,2003-04-05,7.7,3.3,60,1012,0,11.8
_1896,PORTOROŽ - LETALIŠČE,2003-04-06,6.1,2.3,50,1011,0,5.2
_1896,PORTOROŽ - LETALIŠČE,2003-04-07,3.3,3.4,36,1015,0,7.4
_1896,PORTOROŽ - LETALIŠČE,2003-04-08,3.6,3.4,50,1020,0,12
_1896,PORTOROŽ - LETALIŠČE,2003-04-09,8.7,3.9,52,1015,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2003-04-10,8,2.9,88,1005,0,0
_1896,PORTOROŽ - LETALIŠČE,2003-04-11,9.8,1.8,85,1013,18.1,3.4
_1896,PORTOROŽ - LETALIŠČE,2003-04-12,11,2.3,89,1015,6.3,1.2
_1896,PORTOROŽ - LETALIŠČE,2003-04-13,12,3.5,72,1020,5.1,12.4
_1896,PORTOROŽ - LETALIŠČE,2003-04-14,15.1,2.3,48,1020,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2003-04-15,14.6,3.7,51,1023,0,1.2
_1896,PORTOROŽ - LETALIŠČE,2003-04-16,14.3,1.5,58,1022,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2003-04-17,15.7,3.3,43,1022,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2003-04-18,15.3,3.3,49,1016,0,11.8
_1896,PORTOROŽ - LETALIŠČE,2003-04-19,11.5,1.8,64,1014,0.3,4.5
_1896,PORTOROŽ - LETALIŠČE,2003-04-20,12.5,2.6,60,1016,0,4.5
_1896,PORTOROŽ - LETALIŠČE,2003-04-21,11.5,2.2,73,1015,0,1.4
_1896,PORTOROŽ - LETALIŠČE,2003-04-22,11.9,3.5,72,1011,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2003-04-23,13.6,2.8,60,1011,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2003-04-24,13.2,2.2,72,1016,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2003-04-25,13.9,2.9,60,1020,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2003-04-26,17.1,3.7,49,1017,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2003-04-27,13.7,1,86,1016,0.5,4
_1896,PORTOROŽ - LETALIŠČE,2003-04-28,13.2,1.7,86,1019,5.6,6.1
_1896,PORTOROŽ - LETALIŠČE,2003-04-29,14.5,1.9,83,1021,0,7.3
_1896,PORTOROŽ - LETALIŠČE,2003-04-30,14.9,3.6,86,1021,0,4.9
_1896,PORTOROŽ - LETALIŠČE,2003-05-01,17.8,2.5,78,1021,0.3,10.6
_1896,PORTOROŽ - LETALIŠČE,2003-05-02,17.6,1.9,78,1019,0,7.7
_1896,PORTOROŽ - LETALIŠČE,2003-05-03,16.4,2.1,85,1019,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2003-05-04,16.3,2.7,62,1023,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2003-05-05,17.3,2.9,63,1020,0,13
_1896,PORTOROŽ - LETALIŠČE,2003-05-06,17.7,1.9,65,1019,0,13.4
_1896,PORTOROŽ - LETALIŠČE,2003-05-07,18.2,3,63,1021,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2003-05-08,19.7,1.9,64,1019,0,6.7
_1896,PORTOROŽ - LETALIŠČE,2003-05-09,19.2,2.9,66,1016,0,3.3
_1896,PORTOROŽ - LETALIŠČE,2003-05-10,20.4,2.6,67,1018,0,1
_1896,PORTOROŽ - LETALIŠČE,2003-05-11,18.6,2.2,75,1019,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2003-05-12,19.4,3.1,70,1016,0,10.5
_1896,PORTOROŽ - LETALIŠČE,2003-05-13,20.2,3.8,59,1011,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2003-05-14,17.1,3.9,56,1013,0,7.5
_1896,PORTOROŽ - LETALIŠČE,2003-05-15,14.6,3.4,44,1018,0,13.7
_1896,PORTOROŽ - LETALIŠČE,2003-05-16,13.6,2.9,57,1018,0,14.2
_1896,PORTOROŽ - LETALIŠČE,2003-05-17,15.4,3,53,1017,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2003-05-18,16.5,3.1,58,1018,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2003-05-19,19.1,2.6,57,1018,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2003-05-20,16.8,4,72,1013,0,1.1
_1896,PORTOROŽ - LETALIŠČE,2003-05-21,14.6,2.1,64,1019,9.3,1.2
_1896,PORTOROŽ - LETALIŠČE,2003-05-22,15.1,2.9,66,1020,0,14.3
_1896,PORTOROŽ - LETALIŠČE,2003-05-23,18,3.5,54,1017,0,13.3
_1896,PORTOROŽ - LETALIŠČE,2003-05-24,19.8,2.7,56,1012,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2003-05-25,20.4,2,65,1011,0,13.6
_1896,PORTOROŽ - LETALIŠČE,2003-05-26,21.8,2.4,62,1014,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-05-27,22.8,1.8,60,1015,0,6.3
_1896,PORTOROŽ - LETALIŠČE,2003-05-28,22.9,2.3,62,1013,0,6.4
_1896,PORTOROŽ - LETALIŠČE,2003-05-29,22.8,2,61,1012,1.9,8.8
_1896,PORTOROŽ - LETALIŠČE,2003-05-30,20.3,2.1,81,1013,3.7,9.1
_1896,PORTOROŽ - LETALIŠČE,2003-05-31,21.8,0.7,65,1012,6.4,12.4
_1896,PORTOROŽ - LETALIŠČE,2003-06-01,20.9,1.6,77,1012,0,5.7
_1896,PORTOROŽ - LETALIŠČE,2003-06-02,19.9,1.8,85,1013,0,3.4
_1896,PORTOROŽ - LETALIŠČE,2003-06-03,21,2.5,73,1016,1.3,12.9
_1896,PORTOROŽ - LETALIŠČE,2003-06-04,21.8,2.3,72,1018,0,13.8
_1896,PORTOROŽ - LETALIŠČE,2003-06-05,22.5,2.5,71,1020,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2003-06-06,22.8,2.9,66,1018,0,13.3
_1896,PORTOROŽ - LETALIŠČE,2003-06-07,24.1,3,68,1016,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2003-06-08,24.4,2.4,71,1015,0,12
_1896,PORTOROŽ - LETALIŠČE,2003-06-09,24.8,3.1,63,1016,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2003-06-10,25.7,3,61,1017,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2003-06-11,26.9,3.1,57,1017,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2003-06-12,27.9,2.4,56,1018,0,13.3
_1896,PORTOROŽ - LETALIŠČE,2003-06-13,27.4,3.1,60,1017,0,10.5
_1896,PORTOROŽ - LETALIŠČE,2003-06-14,27.9,2.4,61,1016,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2003-06-15,25.1,3.3,64,1013,6.2,10.9
_1896,PORTOROŽ - LETALIŠČE,2003-06-16,26.1,2.4,58,1010,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-06-17,26.6,2.1,58,1011,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2003-06-18,22.3,2.6,72,1013,0,4.2
_1896,PORTOROŽ - LETALIŠČE,2003-06-19,22.8,3.1,63,1018,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2003-06-20,24.2,2.4,55,1014,0,10.9
_1896,PORTOROŽ - LETALIŠČE,2003-06-21,25.1,2.6,61,1012,0,8.6
_1896,PORTOROŽ - LETALIŠČE,2003-06-22,24.8,2,64,1013,0,12
_1896,PORTOROŽ - LETALIŠČE,2003-06-23,26.8,2.1,65,1016,0,10.9
_1896,PORTOROŽ - LETALIŠČE,2003-06-24,26.4,3.1,74,1017,0.7,8.8
_1896,PORTOROŽ - LETALIŠČE,2003-06-25,26.7,3.7,62,1014,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2003-06-26,25.5,2.6,62,1011,0.2,6.7
_1896,PORTOROŽ - LETALIŠČE,2003-06-27,25.1,1.9,63,1011,0.9,12.2
_1896,PORTOROŽ - LETALIŠČE,2003-06-28,26.1,2.1,57,1011,0,8.5
_1896,PORTOROŽ - LETALIŠČE,2003-06-29,20.8,1.4,88,1011,36.5,5.2
_1896,PORTOROŽ - LETALIŠČE,2003-06-30,24,2.6,81,1010,2.5,12
_1896,PORTOROŽ - LETALIŠČE,2003-07-01,27,4.3,71,1003,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2003-07-02,24.3,3.7,66,1006,0,10
_1896,PORTOROŽ - LETALIŠČE,2003-07-03,22.9,3.4,71,1009,0.4,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-07-04,23,5.9,61,1011,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2003-07-05,21.4,3.3,58,1013,0,14
_1896,PORTOROŽ - LETALIŠČE,2003-07-06,21.8,3.1,58,1016,0,10
_1896,PORTOROŽ - LETALIŠČE,2003-07-07,24.4,2.5,63,1018,0,13
_1896,PORTOROŽ - LETALIŠČE,2003-07-08,23.7,2.9,63,1016,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2003-07-09,24.4,3,68,1015,0.2,9
_1896,PORTOROŽ - LETALIŠČE,2003-07-10,23.4,2.6,60,1015,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2003-07-11,24,3.1,61,1015,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-07-12,24.4,2.8,64,1017,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2003-07-13,25.9,2.6,57,1012,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2003-07-14,22.6,3.6,56,1014,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2003-07-15,23.4,3,62,1014,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2003-07-16,25.9,2.9,71,1013,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2003-07-17,26.6,3.3,75,1014,1.1,9.5
_1896,PORTOROŽ - LETALIŠČE,2003-07-18,25.5,3.9,63,1017,9,14.3
_1896,PORTOROŽ - LETALIŠČE,2003-07-19,25.9,3.5,60,1019,0,14.3
_1896,PORTOROŽ - LETALIŠČE,2003-07-20,24.9,3.1,62,1017,0,13.9
_1896,PORTOROŽ - LETALIŠČE,2003-07-21,26.3,3.2,64,1017,0,13.6
_1896,PORTOROŽ - LETALIŠČE,2003-07-22,25.9,2.6,60,1017,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2003-07-23,26.5,2.7,60,1014,0,12
_1896,PORTOROŽ - LETALIŠČE,2003-07-24,24,2.9,63,1012,0.1,3.7
_1896,PORTOROŽ - LETALIŠČE,2003-07-25,24,3,70,1012,0.9,13.3
_1896,PORTOROŽ - LETALIŠČE,2003-07-26,24.8,3.5,61,1014,0,13.2
_1896,PORTOROŽ - LETALIŠČE,2003-07-27,25.8,3,59,1014,0,14.1
_1896,PORTOROŽ - LETALIŠČE,2003-07-28,27.4,2.1,62,1013,0,13.3
_1896,PORTOROŽ - LETALIŠČE,2003-07-29,26.5,3.6,47,1016,5.1,12.6
_1896,PORTOROŽ - LETALIŠČE,2003-07-30,22.4,3.7,62,1015,0,13.2
_1896,PORTOROŽ - LETALIŠČE,2003-07-31,21.2,2.4,68,1011,0,2.6
_1896,PORTOROŽ - LETALIŠČE,2003-08-01,25.6,3.6,59,1013,1.6,6.9
_1896,PORTOROŽ - LETALIŠČE,2003-08-02,27.8,2.7,50,1017,0.3,12.6
_1896,PORTOROŽ - LETALIŠČE,2003-08-03,26.3,3.5,64,1019,0,13.3
_1896,PORTOROŽ - LETALIŠČE,2003-08-04,27.1,2.2,54,1020,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2003-08-05,28,2.8,53,1020,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-06,29.9,2.6,50,1018,0,9.8
_1896,PORTOROŽ - LETALIŠČE,2003-08-07,26.6,3.5,55,1018,0,12
_1896,PORTOROŽ - LETALIŠČE,2003-08-08,26.2,3.3,62,1018,0,13.2
_1896,PORTOROŽ - LETALIŠČE,2003-08-09,27.1,2.1,65,1016,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2003-08-10,27.9,2.8,55,1015,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2003-08-11,27.7,2.8,58,1015,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2003-08-12,26.8,2.9,56,1020,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2003-08-13,27.2,2.9,51,1019,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2003-08-14,25.6,2.9,57,1014,0,7.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-15,25.1,2.6,78,1012,5.2,9.5
_1896,PORTOROŽ - LETALIŠČE,2003-08-16,25.5,2.9,73,1014,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-17,26.1,2.6,75,1017,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-18,27,3.6,65,1016,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-19,26.9,3.1,62,1016,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2003-08-20,26.3,2.7,56,1015,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-21,25.4,3.2,56,1014,0,11.8
_1896,PORTOROŽ - LETALIŠČE,2003-08-22,25.5,3.1,60,1015,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2003-08-23,25.8,3,69,1015,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2003-08-24,25.7,2.9,67,1012,0,5.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-25,21.8,3.8,76,1010,0,0.3
_1896,PORTOROŽ - LETALIŠČE,2003-08-26,22.8,2.7,68,1010,23.7,11.9
_1896,PORTOROŽ - LETALIŠČE,2003-08-27,22.6,3.2,73,1010,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-28,26.1,4.5,65,1010,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2003-08-29,27.8,5,75,1007,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2003-08-30,27.5,4,61,1009,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2003-08-31,21.1,7.4,59,1010,0,8.8
_1896,PORTOROŽ - LETALIŠČE,2003-09-01,17.9,1.8,60,1014,0.6,3.9
_1896,PORTOROŽ - LETALIŠČE,2003-09-02,18.9,3,47,1018,0.8,9.4
_1896,PORTOROŽ - LETALIŠČE,2003-09-03,16.2,2.5,45,1025,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2003-09-04,15.6,3.7,61,1028,0,12.1
_1896,PORTOROŽ - LETALIŠČE,2003-09-05,16.7,3.9,60,1023,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2003-09-06,19.1,3,63,1019,0,1.2
_1896,PORTOROŽ - LETALIŠČE,2003-09-07,18.7,3.1,68,1017,0,6.6
_1896,PORTOROŽ - LETALIŠČE,2003-09-08,16.9,1.8,89,1008,0,0.5
_1896,PORTOROŽ - LETALIŠČE,2003-09-09,17.8,1.6,90,1005,10.7,0.4
_1896,PORTOROŽ - LETALIŠČE,2003-09-10,20.3,2.4,65,1010,4.1,6.1
_1896,PORTOROŽ - LETALIŠČE,2003-09-11,17.1,3.6,66,1013,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2003-09-12,15.5,3.3,77,1019,8.8,11
_1896,PORTOROŽ - LETALIŠČE,2003-09-13,18.7,3.5,69,1021,0,2
_1896,PORTOROŽ - LETALIŠČE,2003-09-14,19.7,4.4,46,1024,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2003-09-15,17,3.2,54,1025,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2003-09-16,15.2,3.7,65,1022,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2003-09-17,16.9,3.3,67,1022,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2003-09-18,17.8,3.3,67,1022,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2003-09-19,18.5,3.4,65,1023,0,10.9
_1896,PORTOROŽ - LETALIŠČE,2003-09-20,17.7,3.4,76,1025,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2003-09-21,18.3,3.3,76,1023,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2003-09-22,18,2.6,69,1018,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2003-09-23,21.1,3.8,74,1015,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2003-09-24,17.3,2.9,65,1021,78.6,0.8
_1896,PORTOROŽ - LETALIŠČE,2003-09-25,15.2,3.1,54,1027,1.5,11.1
_1896,PORTOROŽ - LETALIŠČE,2003-09-26,13.1,2.6,75,1023,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2003-09-27,14.3,3,82,1020,0,8.2
_1896,PORTOROŽ - LETALIŠČE,2003-09-28,17,1.4,87,1015,0,1.4
_1896,PORTOROŽ - LETALIŠČE,2003-09-29,16.2,1.3,92,1009,1.3,0
_1896,PORTOROŽ - LETALIŠČE,2003-09-30,14.7,3.7,82,1016,16.8,9.2
_1896,PORTOROŽ - LETALIŠČE,2003-10-01,16.9,2.6,86,1016,0,4.3
_1896,PORTOROŽ - LETALIŠČE,2003-10-02,19.6,2.6,92,1016,0,4.7
_1896,PORTOROŽ - LETALIŠČE,2003-10-03,19.6,2.4,94,1012,0,0.2
_1896,PORTOROŽ - LETALIŠČE,2003-10-04,21.9,3.8,72,1004,0.1,2.3
_1896,PORTOROŽ - LETALIŠČE,2003-10-05,17.9,4.6,67,998,5.3,4.6
_1896,PORTOROŽ - LETALIŠČE,2003-10-06,13.5,3,63,1014,10.2,9.8
_1896,PORTOROŽ - LETALIŠČE,2003-10-07,16.9,4.3,72,1008,0,2.5
_1896,PORTOROŽ - LETALIŠČE,2003-10-08,12.6,4.1,56,1008,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2003-10-09,13.2,2.9,76,1010,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2003-10-10,14.7,1.9,82,1021,0,9.6
_1896,PORTOROŽ - LETALIŠČE,2003-10-11,16,2.2,89,1022,0,5.7
_1896,PORTOROŽ - LETALIŠČE,2003-10-12,16.1,1.4,90,1022,0,0
_1896,PORTOROŽ - LETALIŠČE,2003-10-13,14.7,1.8,80,1020,0,3.7
_1896,PORTOROŽ - LETALIŠČE,2003-10-14,13.7,3.8,58,1022,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2003-10-15,10.4,3.1,51,1026,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2003-10-16,9.7,3.3,57,1025,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2003-10-17,6.8,2.1,58,1026,0,10.2
