station id, station name, valid,povp. dnevna T [°C],povp. veter [m/s],povp. rel. vla. [%],povp. tlak [hPa],količina padavin [mm],trajanje sonca [h]
_1896,PORTOROŽ - LETALIŠČE,2015-02-08,3.3,4.4,57,1013,0,6.5
_1896,PORTOROŽ - LETALIŠČE,2015-02-09,1.3,2.4,56,1021,0,7.1
_1896,PORTOROŽ - LETALIŠČE,2015-02-10,4.7,2.5,66,1023,0,5.5
_1896,PORTOROŽ - LETALIŠČE,2015-02-11,4.8,3.2,72,1024,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2015-02-12,4.3,3.1,75,1025,0,7.2
_1896,PORTOROŽ - LETALIŠČE,2015-02-13,5.9,1,73,1024,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-02-14,7.4,0.9,84,1017,0.1,0
_1896,PORTOROŽ - LETALIŠČE,2015-02-15,8.4,2.8,72,1015,0.2,3.4
_1896,PORTOROŽ - LETALIŠČE,2015-02-16,6.8,3.7,64,1020,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2015-02-17,7.1,2.9,51,1028,0,9.6
_1896,PORTOROŽ - LETALIŠČE,2015-02-18,4.7,3.6,42,1035,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2015-02-19,1.7,3.6,68,1031,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2015-02-20,2.5,3.6,81,1023,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2015-02-21,8.2,2,70,1010,0,3.1
_1896,PORTOROŽ - LETALIŠČE,2015-02-22,8.7,4.6,74,1000,3.2,0
_1896,PORTOROŽ - LETALIŠČE,2015-02-23,9.2,0.7,83,1004,2.3,0
_1896,PORTOROŽ - LETALIŠČE,2015-02-24,9.9,3,73,1003,1.9,0
_1896,PORTOROŽ - LETALIŠČE,2015-02-25,10.2,5.3,46,1010,0,3.3
_1896,PORTOROŽ - LETALIŠČE,2015-02-26,9,2.2,49,1016,0,2.9
_1896,PORTOROŽ - LETALIŠČE,2015-02-27,5.3,3.1,77,1011,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2015-02-28,6.7,1.8,63,1016,0,8
_1896,PORTOROŽ - LETALIŠČE,2015-03-01,6.2,3.3,72,1016,0,4.1
_1896,PORTOROŽ - LETALIŠČE,2015-03-02,9.6,2.2,85,1011,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-03,7.8,3.2,67,1022,0.9,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-03-04,10.1,3.3,57,1019,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-05,9.7,7,30,1020,0,4.1
_1896,PORTOROŽ - LETALIŠČE,2015-03-06,8.6,4.6,30,1030,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2015-03-07,9.6,4.4,36,1031,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2015-03-08,8.9,3.6,34,1026,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2015-03-09,8.8,2.4,47,1025,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2015-03-10,5.8,3.3,69,1024,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-03-11,7.1,2.4,71,1020,0,1.9
_1896,PORTOROŽ - LETALIŠČE,2015-03-12,8.2,2.5,45,1021,0,4.3
_1896,PORTOROŽ - LETALIŠČE,2015-03-13,4.8,3.4,70,1019,0,10
_1896,PORTOROŽ - LETALIŠČE,2015-03-14,5.6,2.9,73,1021,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2015-03-15,7.6,3.2,63,1026,0,8.2
_1896,PORTOROŽ - LETALIŠČE,2015-03-16,9.7,2.2,71,1028,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-17,10.3,2.4,61,1026,6.6,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-18,8.2,4,64,1024,0,9.5
_1896,PORTOROŽ - LETALIŠČE,2015-03-19,7.8,3.3,63,1023,0,9.6
_1896,PORTOROŽ - LETALIŠČE,2015-03-20,7.9,2.8,66,1024,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2015-03-21,9.8,2.3,65,1019,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-22,10.2,1.7,75,1016,2.4,1.3
_1896,PORTOROŽ - LETALIŠČE,2015-03-23,8.7,2.3,67,1015,0.9,9.8
_1896,PORTOROŽ - LETALIŠČE,2015-03-24,9.5,3.9,67,1014,0,5.7
_1896,PORTOROŽ - LETALIŠČE,2015-03-25,12.2,2.3,78,1003,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-26,14.7,2.7,82,1006,7.6,1.7
_1896,PORTOROŽ - LETALIŠČE,2015-03-27,11.3,3.8,75,1009,3.8,0
_1896,PORTOROŽ - LETALIŠČE,2015-03-28,10.5,4.3,51,1015,19.7,11.2
_1896,PORTOROŽ - LETALIŠČE,2015-03-29,8.7,3.2,63,1012,0,8.1
_1896,PORTOROŽ - LETALIŠČE,2015-03-30,11.9,2.9,76,1005,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2015-03-31,14,2.4,69,1006,0,7.5
_1896,PORTOROŽ - LETALIŠČE,2015-04-01,12.6,3.2,47,1011,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2015-04-02,9.6,4.8,59,1013,0,10.6
_1896,PORTOROŽ - LETALIŠČE,2015-04-03,8.9,5.4,44,1018,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2015-04-04,8.7,2.5,70,1012,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-04-05,9.5,6,38,1012,2.6,4.5
_1896,PORTOROŽ - LETALIŠČE,2015-04-06,9,3.4,36,1020,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2015-04-07,8.3,2.8,44,1028,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2015-04-08,7.8,3.7,48,1028,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2015-04-09,9.2,3.4,65,1029,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2015-04-10,10.1,2.8,68,1027,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2015-04-11,10.4,3.2,71,1025,0,10.4
_1896,PORTOROŽ - LETALIŠČE,2015-04-12,12.6,3.2,69,1029,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2015-04-13,14.3,2.7,63,1026,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2015-04-14,14,3.3,65,1024,0,9.3
_1896,PORTOROŽ - LETALIŠČE,2015-04-15,13.4,3.2,64,1022,0,12
_1896,PORTOROŽ - LETALIŠČE,2015-04-16,16.2,3.2,55,1018,0,10.4
_1896,PORTOROŽ - LETALIŠČE,2015-04-17,14.9,1.2,79,1015,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-04-18,11.3,3.6,71,1016,1,0
_1896,PORTOROŽ - LETALIŠČE,2015-04-19,8.7,3.5,64,1020,2.2,13
_1896,PORTOROŽ - LETALIŠČE,2015-04-20,10.4,4.1,60,1020,0,13
_1896,PORTOROŽ - LETALIŠČE,2015-04-21,13.1,3.5,60,1023,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2015-04-22,15,3.6,50,1020,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2015-04-23,18,4.4,40,1015,0,8.9
_1896,PORTOROŽ - LETALIŠČE,2015-04-24,12.2,1.5,85,1016,0.4,4.9
_1896,PORTOROŽ - LETALIŠČE,2015-04-25,14.2,3.2,83,1017,15.1,8.3
_1896,PORTOROŽ - LETALIŠČE,2015-04-26,15.5,1.6,83,1013,0,4.5
_1896,PORTOROŽ - LETALIŠČE,2015-04-27,16,2.2,80,1007,0.1,1
_1896,PORTOROŽ - LETALIŠČE,2015-04-28,14.1,1.1,92,1006,4.2,0
_1896,PORTOROŽ - LETALIŠČE,2015-04-29,12.8,2.4,72,1018,3.8,11.5
_1896,PORTOROŽ - LETALIŠČE,2015-04-30,12.8,1.9,74,1016,0,4.3
_1896,PORTOROŽ - LETALIŠČE,2015-05-01,15.2,4,79,1012,0,0.9
_1896,PORTOROŽ - LETALIŠČE,2015-05-02,16.8,2,80,1011,6.7,3.7
_1896,PORTOROŽ - LETALIŠČE,2015-05-03,17.7,2.1,74,1013,0,2.6
_1896,PORTOROŽ - LETALIŠČE,2015-05-04,16.4,1.7,86,1015,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2015-05-05,17.6,1.9,78,1014,0,8.3
_1896,PORTOROŽ - LETALIŠČE,2015-05-06,18.9,2.1,75,1012,0,7.5
_1896,PORTOROŽ - LETALIŠČE,2015-05-07,18.9,2.9,66,1015,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2015-05-08,18.4,2.2,61,1015,0,13.1
_1896,PORTOROŽ - LETALIŠČE,2015-05-09,21.9,3.7,53,1015,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2015-05-10,17.9,3,67,1022,0.4,13.4
_1896,PORTOROŽ - LETALIŠČE,2015-05-11,18.3,3.5,60,1024,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2015-05-12,17.4,3.3,59,1024,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2015-05-13,18.7,2.3,63,1018,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2015-05-14,20.7,3.2,61,1009,0,10.5
_1896,PORTOROŽ - LETALIŠČE,2015-05-15,19.3,4.7,69,1008,0.9,0
_1896,PORTOROŽ - LETALIŠČE,2015-05-16,21.2,2.1,62,1017,0.6,9.2
_1896,PORTOROŽ - LETALIŠČE,2015-05-17,20.5,2.8,60,1018,0.6,11.8
_1896,PORTOROŽ - LETALIŠČE,2015-05-18,19.6,2.2,65,1012,0,14.2
_1896,PORTOROŽ - LETALIŠČE,2015-05-19,20.5,2.1,70,1008,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2015-05-20,19.2,3.2,73,1009,0,2.4
_1896,PORTOROŽ - LETALIŠČE,2015-05-21,18.5,4.5,61,1013,8.5,5.8
_1896,PORTOROŽ - LETALIŠČE,2015-05-22,14.3,6.7,70,1012,2.6,0
_1896,PORTOROŽ - LETALIŠČE,2015-05-23,14.3,2.1,86,1012,6.4,1.6
_1896,PORTOROŽ - LETALIŠČE,2015-05-24,16.4,2.2,69,1013,11.9,6.7
_1896,PORTOROŽ - LETALIŠČE,2015-05-25,18.4,2.1,65,1011,0,8.9
_1896,PORTOROŽ - LETALIŠČE,2015-05-26,17.3,2.6,76,1010,0,7.3
_1896,PORTOROŽ - LETALIŠČE,2015-05-27,16.3,2.6,58,1016,0,5.1
_1896,PORTOROŽ - LETALIŠČE,2015-05-28,14.8,3.2,65,1018,0,14
_1896,PORTOROŽ - LETALIŠČE,2015-05-29,16.6,3,74,1015,0,14.1
_1896,PORTOROŽ - LETALIŠČE,2015-05-30,18.3,3,69,1014,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2015-05-31,19.2,2.7,64,1017,0,5.7
_1896,PORTOROŽ - LETALIŠČE,2015-06-01,19.8,2.7,59,1018,0,14.2
_1896,PORTOROŽ - LETALIŠČE,2015-06-02,20.4,2.9,69,1019,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2015-06-03,22.8,2.7,71,1020,0,14.3
_1896,PORTOROŽ - LETALIŠČE,2015-06-04,24.8,2.7,67,1020,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2015-06-05,24.6,2.3,58,1020,0,14.2
_1896,PORTOROŽ - LETALIŠČE,2015-06-06,24.4,3.1,67,1020,0,14.5
_1896,PORTOROŽ - LETALIŠČE,2015-06-07,24.7,2.7,52,1019,0,14.4
_1896,PORTOROŽ - LETALIŠČE,2015-06-08,23.8,3.1,50,1015,0,13.7
_1896,PORTOROŽ - LETALIŠČE,2015-06-09,23.6,2.4,62,1014,0,13.6
_1896,PORTOROŽ - LETALIŠČE,2015-06-10,23.5,2.2,61,1018,0,14.5
_1896,PORTOROŽ - LETALIŠČE,2015-06-11,24.1,2.7,60,1016,0,14.6
_1896,PORTOROŽ - LETALIŠČE,2015-06-12,23.8,2.4,60,1015,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2015-06-13,25.1,3.6,62,1014,0,10.5
_1896,PORTOROŽ - LETALIŠČE,2015-06-14,21.2,3.9,67,1011,0,3.8
_1896,PORTOROŽ - LETALIŠČE,2015-06-15,23.6,2.7,70,1012,10.2,10.5
_1896,PORTOROŽ - LETALIŠČE,2015-06-16,22.7,2.4,75,1013,4.3,7
_1896,PORTOROŽ - LETALIŠČE,2015-06-17,21.7,3.7,46,1015,5.5,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-06-18,20.2,4.6,56,1014,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2015-06-19,19.4,1.5,68,1011,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2015-06-20,17.7,3.7,66,1014,0.8,5.5
_1896,PORTOROŽ - LETALIŠČE,2015-06-21,18.2,3.1,55,1017,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2015-06-22,21,2,57,1015,0,7.7
_1896,PORTOROŽ - LETALIŠČE,2015-06-23,19.4,6,71,1010,0,2
_1896,PORTOROŽ - LETALIŠČE,2015-06-24,19.3,2.4,57,1019,48,13.4
_1896,PORTOROŽ - LETALIŠČE,2015-06-25,18.9,3.2,67,1021,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2015-06-26,20.7,3.1,60,1019,0,14.6
_1896,PORTOROŽ - LETALIŠČE,2015-06-27,22,3,68,1017,0,8.4
_1896,PORTOROŽ - LETALIŠČE,2015-06-28,21.8,2.6,68,1017,2.8,13.7
_1896,PORTOROŽ - LETALIŠČE,2015-06-29,21.5,3,63,1020,0.2,10.5
_1896,PORTOROŽ - LETALIŠČE,2015-06-30,22.3,2.7,68,1020,0,13
_1896,PORTOROŽ - LETALIŠČE,2015-07-01,22.7,3,58,1021,0,12.1
_1896,PORTOROŽ - LETALIŠČE,2015-07-02,24.5,3.1,59,1022,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2015-07-03,26.4,2.7,61,1023,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2015-07-04,25.7,3,65,1021,0,14
_1896,PORTOROŽ - LETALIŠČE,2015-07-05,26.4,2.5,70,1017,0,13.9
_1896,PORTOROŽ - LETALIŠČE,2015-07-06,26.7,2.6,68,1017,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2015-07-07,27.5,2.6,70,1014,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2015-07-08,28.4,4,57,1008,0,11
_1896,PORTOROŽ - LETALIŠČE,2015-07-09,23.6,2.4,53,1012,4.9,11.2
_1896,PORTOROŽ - LETALIŠČE,2015-07-10,22,3,56,1018,0,14.7
_1896,PORTOROŽ - LETALIŠČE,2015-07-11,22.7,3,62,1016,0,14.6
_1896,PORTOROŽ - LETALIŠČE,2015-07-12,24.2,3.3,59,1014,0,13.3
_1896,PORTOROŽ - LETALIŠČE,2015-07-13,26.1,2.7,57,1013,0,6.2
_1896,PORTOROŽ - LETALIŠČE,2015-07-14,25.1,2.9,57,1015,0,14.4
_1896,PORTOROŽ - LETALIŠČE,2015-07-15,26.1,2.2,60,1016,0,13.9
_1896,PORTOROŽ - LETALIŠČE,2015-07-16,26.4,2.6,59,1017,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2015-07-17,27.3,2.7,65,1016,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2015-07-18,28.3,2.9,59,1015,0,13.8
_1896,PORTOROŽ - LETALIŠČE,2015-07-19,27.8,3.1,61,1012,0,14
_1896,PORTOROŽ - LETALIŠČE,2015-07-20,28,1.9,64,1011,0,13.9
_1896,PORTOROŽ - LETALIŠČE,2015-07-21,28.3,3.1,54,1013,0,14
_1896,PORTOROŽ - LETALIŠČE,2015-07-22,29,2.9,58,1011,0,14
_1896,PORTOROŽ - LETALIŠČE,2015-07-23,28.6,3.4,59,1009,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2015-07-24,27.9,2.6,55,1008,0,7.5
_1896,PORTOROŽ - LETALIŠČE,2015-07-25,28,4.2,57,1007,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2015-07-26,23.6,3.9,64,1010,29.6,2.3
_1896,PORTOROŽ - LETALIŠČE,2015-07-27,25,2.7,72,1006,0.8,9.8
_1896,PORTOROŽ - LETALIŠČE,2015-07-28,24.8,2.7,66,1007,3.8,12.1
_1896,PORTOROŽ - LETALIŠČE,2015-07-29,25.5,2.8,61,1007,0,12
_1896,PORTOROŽ - LETALIŠČE,2015-07-30,23.3,4.5,57,1009,0,7.2
_1896,PORTOROŽ - LETALIŠČE,2015-07-31,21.9,3.7,56,1013,22.1,12.4
_1896,PORTOROŽ - LETALIŠČE,2015-08-01,22.8,1.7,64,1014,0,10.9
_1896,PORTOROŽ - LETALIŠČE,2015-08-02,21.7,2.3,86,1016,15.2,9
_1896,PORTOROŽ - LETALIŠČE,2015-08-03,24.4,2.7,72,1015,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2015-08-04,25,2.9,70,1013,0,13.1
_1896,PORTOROŽ - LETALIŠČE,2015-08-05,27.9,3.1,64,1014,0,13.1
_1896,PORTOROŽ - LETALIŠČE,2015-08-06,27,3.1,66,1014,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2015-08-07,28.9,3.2,56,1015,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2015-08-08,27.7,3.4,62,1015,0,10
_1896,PORTOROŽ - LETALIŠČE,2015-08-09,26.4,3.7,56,1014,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2015-08-10,26.6,2.4,57,1012,0,12
_1896,PORTOROŽ - LETALIŠČE,2015-08-11,24.6,4.1,67,1013,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2015-08-12,25.7,3.7,59,1015,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2015-08-13,26.7,4.3,51,1013,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2015-08-14,26.8,3.4,48,1009,0,10.6
_1896,PORTOROŽ - LETALIŠČE,2015-08-15,26.1,4.2,62,1008,0,7.2
_1896,PORTOROŽ - LETALIŠČE,2015-08-16,20.6,2.5,87,1007,0,1.1
_1896,PORTOROŽ - LETALIŠČE,2015-08-17,20.5,2,89,1008,18.6,2.1
_1896,PORTOROŽ - LETALIŠČE,2015-08-18,22.3,3.3,75,1012,0.8,9.6
_1896,PORTOROŽ - LETALIŠČE,2015-08-19,18.5,1.6,94,1013,5.1,0
_1896,PORTOROŽ - LETALIŠČE,2015-08-20,21.5,2.2,73,1018,6.3,10.5
_1896,PORTOROŽ - LETALIŠČE,2015-08-21,19.4,1.9,71,1021,0,3.2
_1896,PORTOROŽ - LETALIŠČE,2015-08-22,19.2,2.8,70,1017,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2015-08-23,20.4,3,67,1014,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-08-24,22,2.5,76,1013,0,0.6
_1896,PORTOROŽ - LETALIŠČE,2015-08-25,23.3,3.4,77,1015,2.2,8.7
_1896,PORTOROŽ - LETALIŠČE,2015-08-26,23,2.9,71,1017,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2015-08-27,21.8,3,75,1017,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2015-08-28,22.3,3.5,77,1020,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2015-08-29,22.9,3,80,1021,0,11.8
_1896,PORTOROŽ - LETALIŠČE,2015-08-30,24.2,2.9,77,1020,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2015-08-31,23.3,3.9,72,1016,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2015-09-01,23.7,3.4,62,1012,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2015-09-02,23.5,2.9,66,1011,0,5.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-03,23.7,4,67,1011,0.3,8.5
_1896,PORTOROŽ - LETALIŠČE,2015-09-04,23.6,3.2,66,1012,0,5.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-05,19.9,1.6,78,1010,13.9,3.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-06,17.1,3,62,1017,1.5,12.1
_1896,PORTOROŽ - LETALIŠČE,2015-09-07,15.8,2.8,60,1020,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2015-09-08,16.2,3,61,1020,0,12
_1896,PORTOROŽ - LETALIŠČE,2015-09-09,15.6,2.9,57,1017,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-10,15.7,2.7,61,1016,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2015-09-11,15.9,3.1,69,1020,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2015-09-12,17.5,3.6,79,1021,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2015-09-13,19.6,3,77,1016,0,6.5
_1896,PORTOROŽ - LETALIŠČE,2015-09-14,24.7,6,65,1010,0,5.3
_1896,PORTOROŽ - LETALIŠČE,2015-09-15,22.7,3.6,67,1012,0,7.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-16,24.8,3.6,70,1010,0,2.8
_1896,PORTOROŽ - LETALIŠČE,2015-09-17,25.4,3.7,65,1010,1.5,7.7
_1896,PORTOROŽ - LETALIŠČE,2015-09-18,26.7,3.1,59,1014,0,9.7
_1896,PORTOROŽ - LETALIŠČE,2015-09-19,21.1,2.1,76,1015,0,1.5
_1896,PORTOROŽ - LETALIŠČE,2015-09-20,21.8,3.4,48,1014,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-09-21,16.6,2.7,55,1014,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2015-09-22,16,3.3,62,1009,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-09-23,18.2,3.3,71,1006,0,1.9
_1896,PORTOROŽ - LETALIŠČE,2015-09-24,17.7,6.3,63,1011,50.4,0.1
_1896,PORTOROŽ - LETALIŠČE,2015-09-25,16.6,0.7,85,1015,0.5,0.2
_1896,PORTOROŽ - LETALIŠČE,2015-09-26,16.3,1.8,73,1018,1.8,0.8
_1896,PORTOROŽ - LETALIŠČE,2015-09-27,17.5,3.9,49,1022,0,0.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-28,17.7,5.7,37,1025,0,9.6
_1896,PORTOROŽ - LETALIŠČE,2015-09-29,16.6,4.8,42,1026,0,10.4
_1896,PORTOROŽ - LETALIŠČE,2015-09-30,14.8,4.9,50,1026,0,2.7
_1896,PORTOROŽ - LETALIŠČE,2015-10-01,16.3,3.8,52,1025,0,1.1
_1896,PORTOROŽ - LETALIŠČE,2015-10-02,18.2,2.2,60,1023,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2015-10-03,17.1,2.6,86,1021,14,4.5
_1896,PORTOROŽ - LETALIŠČE,2015-10-04,17.5,3,87,1019,0,1.5
_1896,PORTOROŽ - LETALIŠČE,2015-10-05,16.6,2.1,83,1016,6.6,7.6
_1896,PORTOROŽ - LETALIŠČE,2015-10-06,17.9,1.5,94,1010,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-10-07,17.2,1.8,82,1009,21.7,2.4
_1896,PORTOROŽ - LETALIŠČE,2015-10-08,16.2,2.1,72,1015,0,0.9
_1896,PORTOROŽ - LETALIŠČE,2015-10-09,15.3,2.3,83,1016,0,6.5
_1896,PORTOROŽ - LETALIŠČE,2015-10-10,15.7,5,65,1008,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-10-11,15.4,5.5,61,1006,1.5,2.1
_1896,PORTOROŽ - LETALIŠČE,2015-10-12,13.1,2.9,80,1015,0.6,8.5
_1896,PORTOROŽ - LETALIŠČE,2015-10-13,16.2,4.9,87,1012,1.2,0
_1896,PORTOROŽ - LETALIŠČE,2015-10-14,16.6,2.3,92,1007,9.2,0
_1896,PORTOROŽ - LETALIŠČE,2015-10-15,15.6,1.8,91,1009,9.3,3.9
_1896,PORTOROŽ - LETALIŠČE,2015-10-16,11.1,2.9,87,1014,5.2,4.4
_1896,PORTOROŽ - LETALIŠČE,2015-10-17,10.9,2.6,82,1018,8.6,6.3
_1896,PORTOROŽ - LETALIŠČE,2015-10-18,13.1,1.7,87,1017,0.2,2
_1896,PORTOROŽ - LETALIŠČE,2015-10-19,13.1,3.6,71,1013,22.1,3.9
_1896,PORTOROŽ - LETALIŠČE,2015-10-20,9.1,2.7,76,1016,11.4,9.8
_1896,PORTOROŽ - LETALIŠČE,2015-10-21,8.8,3.1,70,1016,0,9.7
_1896,PORTOROŽ - LETALIŠČE,2015-10-22,12.8,4.8,49,1013,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2015-10-23,10.6,2.7,75,1020,0,9.3
_1896,PORTOROŽ - LETALIŠČE,2015-10-24,9.7,3.5,83,1021,0,9.5
_1896,PORTOROŽ - LETALIŠČE,2015-10-25,10,2.9,90,1022,0,5
_1896,PORTOROŽ - LETALIŠČE,2015-10-26,11.4,3.3,80,1021,0,9
_1896,PORTOROŽ - LETALIŠČE,2015-10-27,11.4,3.3,87,1020,0,8.2
_1896,PORTOROŽ - LETALIŠČE,2015-10-28,13.5,1.7,90,1017,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-10-29,13.4,1.8,96,1015,8.2,0
_1896,PORTOROŽ - LETALIŠČE,2015-10-30,14.4,3,62,1023,14,9.3
_1896,PORTOROŽ - LETALIŠČE,2015-10-31,14.9,4.4,48,1029,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2015-11-01,10.4,3.6,46,1032,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-11-02,8.1,3.2,79,1031,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2015-11-03,8.1,3.2,79,1028,0,9.2
_1896,PORTOROŽ - LETALIŠČE,2015-11-04,10.9,3.1,87,1022,0,5.9
_1896,PORTOROŽ - LETALIŠČE,2015-11-05,10.3,2.7,88,1021,0,7.3
_1896,PORTOROŽ - LETALIŠČE,2015-11-06,10.8,2.6,81,1024,0,8
_1896,PORTOROŽ - LETALIŠČE,2015-11-07,11.2,2.2,81,1026,0,8.4
_1896,PORTOROŽ - LETALIŠČE,2015-11-08,11.4,2.9,87,1029,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2015-11-09,11.8,2.3,93,1025,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2015-11-10,11.1,1.8,95,1024,0,3.2
_1896,PORTOROŽ - LETALIŠČE,2015-11-11,11.2,1.6,95,1024,0,2.9
_1896,PORTOROŽ - LETALIŠČE,2015-11-12,10.6,1.4,97,1025,0,2
_1896,PORTOROŽ - LETALIŠČE,2015-11-13,11.4,2.1,90,1027,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-14,11.1,2.1,92,1025,0,1
_1896,PORTOROŽ - LETALIŠČE,2015-11-15,11.5,2.1,89,1019,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-16,10.1,2.2,87,1019,0,2.6
_1896,PORTOROŽ - LETALIŠČE,2015-11-17,11.9,1.7,89,1020,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-18,11.4,0.7,97,1022,0.5,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-19,11.6,1.1,92,1022,1.1,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-20,12.6,1.3,94,1011,1.4,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-21,8.6,5,82,991,0,0
_1896,PORTOROŽ - LETALIŠČE,2015-11-22,5.1,5.5,66,1003,21.7,4.1
_1896,PORTOROŽ - LETALIŠČE,2015-11-23,3.9,2,71,1019,0,2.7
_1896,PORTOROŽ - LETALIŠČE,2015-11-24,2.9,2.1,69,1021,0,7.7
_1896,PORTOROŽ - LETALIŠČE,2015-11-25,3.6,2.4,65,1009,0,4.4
