station id, station name, valid,povp. dnevna T [°C],povp. veter [m/s],povp. rel. vla. [%],povp. tlak [hPa],količina padavin [mm],trajanje sonca [h]
_1896,PORTOROŽ - LETALIŠČE,2017-12-13,7.8,3.9,88,1016,7.7,0
_1896,PORTOROŽ - LETALIŠČE,2017-12-14,8.7,1.8,87,1007,12.8,0
_1896,PORTOROŽ - LETALIŠČE,2017-12-15,11.9,3.6,75,998,1.4,0
_1896,PORTOROŽ - LETALIŠČE,2017-12-16,5,2.7,70,1007,27.8,0.4
_1896,PORTOROŽ - LETALIŠČE,2017-12-17,3.7,3.9,60,1019,0,7.8
_1896,PORTOROŽ - LETALIŠČE,2017-12-18,1.5,3.3,58,1024,0,7.8
_1896,PORTOROŽ - LETALIŠČE,2017-12-19,1.4,3.3,58,1031,0,7.8
_1896,PORTOROŽ - LETALIŠČE,2017-12-20,2.3,3,62,1032,0,5.2
_1896,PORTOROŽ - LETALIŠČE,2017-12-21,2.4,2.7,71,1033,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2017-12-22,2.5,3.2,81,1030,0,7
_1896,PORTOROŽ - LETALIŠČE,2017-12-23,3.9,2.9,80,1030,0,7.4
_1896,PORTOROŽ - LETALIŠČE,2017-12-24,3.3,2.9,88,1027,0,7.1
_1896,PORTOROŽ - LETALIŠČE,2017-12-25,6.6,2.5,86,1026,0,1.7
_1896,PORTOROŽ - LETALIŠČE,2017-12-26,10.2,2.6,85,1015,0,0
_1896,PORTOROŽ - LETALIŠČE,2017-12-27,11.6,6.2,80,995,1,0
_1896,PORTOROŽ - LETALIŠČE,2017-12-28,6.7,2,80,992,28.6,0
_1896,PORTOROŽ - LETALIŠČE,2017-12-29,3.4,2.7,72,1011,8.2,1.4
_1896,PORTOROŽ - LETALIŠČE,2017-12-30,3.2,3.3,78,1016,0,1.9
_1896,PORTOROŽ - LETALIŠČE,2017-12-31,5.3,2.9,86,1020,0,1.1
_1896,PORTOROŽ - LETALIŠČE,2018-01-01,8.2,1.5,87,1009,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-02,4,2.2,90,1012,19.9,2.9
_1896,PORTOROŽ - LETALIŠČE,2018-01-03,5.7,2.4,81,1008,0,2.5
_1896,PORTOROŽ - LETALIŠČE,2018-01-04,6.1,1.1,93,1007,0.7,0.1
_1896,PORTOROŽ - LETALIŠČE,2018-01-05,11.4,1.5,92,1009,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-06,12.2,2.7,89,1013,3.3,0.4
_1896,PORTOROŽ - LETALIŠČE,2018-01-07,13.1,1.4,86,1021,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-08,12.6,1.5,82,1024,0,1.3
_1896,PORTOROŽ - LETALIŠČE,2018-01-09,13.3,6.1,78,1020,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-10,7.2,2.9,87,1015,8.1,3.9
_1896,PORTOROŽ - LETALIŠČE,2018-01-11,6.9,2.3,73,1013,0,5.7
_1896,PORTOROŽ - LETALIŠČE,2018-01-12,8.2,4.9,62,1019,0,8.1
_1896,PORTOROŽ - LETALIŠČE,2018-01-13,5.6,3.8,67,1021,0,7.8
_1896,PORTOROŽ - LETALIŠČE,2018-01-14,5.6,1.6,66,1021,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2018-01-15,5.4,1.7,75,1021,0,4.9
_1896,PORTOROŽ - LETALIŠČE,2018-01-16,5.9,1.1,92,1008,1.6,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-17,3.9,2.4,89,1002,1,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-18,6.5,3.7,65,1013,0,8.5
_1896,PORTOROŽ - LETALIŠČE,2018-01-19,9.2,2.1,73,1009,0,0.1
_1896,PORTOROŽ - LETALIŠČE,2018-01-20,4.9,2.4,72,1010,0,6
_1896,PORTOROŽ - LETALIŠČE,2018-01-21,5.3,2,70,1007,0,7.4
_1896,PORTOROŽ - LETALIŠČE,2018-01-22,4.9,2.7,61,1015,0,7.6
_1896,PORTOROŽ - LETALIŠČE,2018-01-23,4.6,3.6,78,1024,0,8.4
_1896,PORTOROŽ - LETALIŠČE,2018-01-24,4.8,3,79,1030,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2018-01-25,7.9,1.4,82,1026,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-26,7.2,2.5,83,1023,0,3.5
_1896,PORTOROŽ - LETALIŠČE,2018-01-27,8.4,2.5,90,1030,0,0.6
_1896,PORTOROŽ - LETALIŠČE,2018-01-28,7.7,1.7,88,1034,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-29,7.1,1.5,91,1031,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-30,7.6,0.9,90,1028,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-01-31,8,0.9,88,1021,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-01,11.6,3.5,74,1006,1.2,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-02,6.7,2.2,87,1003,11.5,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-03,4.2,4.4,77,1001,33.7,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-04,3.8,2.5,67,1015,5.4,7
_1896,PORTOROŽ - LETALIŠČE,2018-02-05,3,3.4,66,1021,0,5.1
_1896,PORTOROŽ - LETALIŠČE,2018-02-06,5.4,2.8,67,1014,0,4.3
_1896,PORTOROŽ - LETALIŠČE,2018-02-07,5.7,2.4,81,1006,15.2,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-08,7.5,2.1,85,1014,1.7,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-09,6,2.6,82,1015,0.4,1.8
_1896,PORTOROŽ - LETALIŠČE,2018-02-10,5.2,3.6,64,1012,1.2,9.3
_1896,PORTOROŽ - LETALIŠČE,2018-02-11,2.6,2.6,65,1011,0,9.5
_1896,PORTOROŽ - LETALIŠČE,2018-02-12,3.7,2.5,83,1010,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-13,4.7,3.6,51,1012,13.1,5.6
_1896,PORTOROŽ - LETALIŠČE,2018-02-14,0.7,3.4,69,1015,0,8.1
_1896,PORTOROŽ - LETALIŠČE,2018-02-15,1.4,2.5,61,1023,0,9.7
_1896,PORTOROŽ - LETALIŠČE,2018-02-16,1.9,3.1,75,1024,0,6.6
_1896,PORTOROŽ - LETALIŠČE,2018-02-17,5.3,2.8,75,1021,0,3.4
_1896,PORTOROŽ - LETALIŠČE,2018-02-18,6.2,3.2,71,1019,14.2,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-19,4.3,3.7,55,1016,5.3,1.5
_1896,PORTOROŽ - LETALIŠČE,2018-02-20,5,4.4,54,1009,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-21,5.8,6.9,51,1007,0,0.1
_1896,PORTOROŽ - LETALIŠČE,2018-02-22,4.8,5.9,56,1007,0,0.8
_1896,PORTOROŽ - LETALIŠČE,2018-02-23,5.3,5.7,60,1007,4.5,1.6
_1896,PORTOROŽ - LETALIŠČE,2018-02-24,4.6,4.1,47,1010,2.7,6.1
_1896,PORTOROŽ - LETALIŠČE,2018-02-25,-2,7.1,36,1015,0,5.6
_1896,PORTOROŽ - LETALIŠČE,2018-02-26,-4.3,6.5,43,1010,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-02-27,-3.3,3.4,38,1011,0,4.5
_1896,PORTOROŽ - LETALIŠČE,2018-02-28,-2.6,2.3,46,1019,0,8.1
_1896,PORTOROŽ - LETALIŠČE,2018-03-01,-0.1,2,77,1012,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-02,3.5,0.4,94,997,4.2,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-03,6,1.1,88,999,7,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-04,5.4,1.9,87,1004,4.7,8
_1896,PORTOROŽ - LETALIŠČE,2018-03-05,6.9,2.4,80,997,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-06,6.6,1.9,95,993,13.1,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-07,8.2,2,89,1000,1.7,0.5
_1896,PORTOROŽ - LETALIŠČE,2018-03-08,7.3,1.8,79,1010,1.2,10.1
_1896,PORTOROŽ - LETALIŠČE,2018-03-09,7.8,3.8,76,1016,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2018-03-10,10.8,2.2,77,1015,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-11,12.6,4.1,88,1006,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-12,11.7,2.8,72,1003,8.6,2.2
_1896,PORTOROŽ - LETALIŠČE,2018-03-13,11.2,1.4,82,1007,0,2.4
_1896,PORTOROŽ - LETALIŠČE,2018-03-14,8.8,1.9,82,1011,0.6,6.9
_1896,PORTOROŽ - LETALIŠČE,2018-03-15,10,2.8,78,1007,0,3.9
_1896,PORTOROŽ - LETALIŠČE,2018-03-16,9.6,2.2,85,1003,23.5,1.8
_1896,PORTOROŽ - LETALIŠČE,2018-03-17,9.7,1.5,82,995,0.6,0
_1896,PORTOROŽ - LETALIŠČE,2018-03-18,8.1,3.1,70,997,7.1,2.7
_1896,PORTOROŽ - LETALIŠČE,2018-03-19,4.7,4,60,1000,1.8,2.3
_1896,PORTOROŽ - LETALIŠČE,2018-03-20,5.8,3.1,52,1008,2.7,2.5
_1896,PORTOROŽ - LETALIŠČE,2018-03-21,5.8,6.9,35,1018,0,9
_1896,PORTOROŽ - LETALIŠČE,2018-03-22,5.7,5.2,31,1012,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2018-03-23,5.4,3.8,53,1004,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2018-03-24,6.5,3,61,1005,0,7.2
_1896,PORTOROŽ - LETALIŠČE,2018-03-25,4.7,3,66,1008,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2018-03-26,7.6,2.9,66,1010,0,10.8
_1896,PORTOROŽ - LETALIŠČE,2018-03-27,9.4,2.9,64,1014,0,5.1
_1896,PORTOROŽ - LETALIŠČE,2018-03-28,10.5,3,66,1011,0,9.5
_1896,PORTOROŽ - LETALIŠČE,2018-03-29,13.5,4.4,74,1008,0,0.2
_1896,PORTOROŽ - LETALIŠČE,2018-03-30,15.6,5.7,69,1007,2.3,5.3
_1896,PORTOROŽ - LETALIŠČE,2018-03-31,11.6,2.9,80,998,0.4,5.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-01,10.3,3.3,73,1006,1.1,8
_1896,PORTOROŽ - LETALIŠČE,2018-04-02,11.9,2.4,70,1016,0.1,10.6
_1896,PORTOROŽ - LETALIŠČE,2018-04-03,12.1,3.4,78,1018,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2018-04-04,13.3,2.1,81,1016,0,0
_1896,PORTOROŽ - LETALIŠČE,2018-04-05,13.2,3,80,1014,5.4,5
_1896,PORTOROŽ - LETALIŠČE,2018-04-06,11.7,2.6,69,1020,1.8,11.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-07,11.2,2.4,59,1019,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-08,11.4,2.6,59,1016,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-09,14,3.4,68,1010,0,1.7
_1896,PORTOROŽ - LETALIŠČE,2018-04-10,15.1,3.3,70,1011,1.5,4.6
_1896,PORTOROŽ - LETALIŠČE,2018-04-11,13.9,1.9,78,1010,0.2,1.3
_1896,PORTOROŽ - LETALIŠČE,2018-04-12,13.3,2.8,85,1008,7.2,0
_1896,PORTOROŽ - LETALIŠČE,2018-04-13,12.9,2.8,73,1016,8.9,9.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-14,13.5,3.1,66,1019,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2018-04-15,18,1.7,66,1010,0,1.3
_1896,PORTOROŽ - LETALIŠČE,2018-04-16,15.1,2.3,81,1011,1.8,4.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-17,17.7,1.5,64,1021,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2018-04-18,17.4,3.8,48,1027,0,12.1
_1896,PORTOROŽ - LETALIŠČE,2018-04-19,17,3.4,57,1026,0,13
_1896,PORTOROŽ - LETALIŠČE,2018-04-20,18.2,3.6,59,1022,0,13
_1896,PORTOROŽ - LETALIŠČE,2018-04-21,17.2,3.6,55,1020,0,13
_1896,PORTOROŽ - LETALIŠČE,2018-04-22,15.2,3,59,1018,0,13
_1896,PORTOROŽ - LETALIŠČE,2018-04-23,15.5,3.2,66,1017,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2018-04-24,17,3.4,59,1017,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-04-25,18,3,64,1015,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2018-04-26,19.4,3.5,57,1012,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2018-04-27,17.7,3.1,53,1014,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-04-28,17.8,2.6,66,1013,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2018-04-29,19.2,1.9,70,1011,0,11.8
_1896,PORTOROŽ - LETALIŠČE,2018-04-30,19,3,53,1011,0,8.3
_1896,PORTOROŽ - LETALIŠČE,2018-05-01,15.6,2.8,65,1013,0,0.6
_1896,PORTOROŽ - LETALIŠČE,2018-05-02,19.5,2,65,1007,0.4,8.8
_1896,PORTOROŽ - LETALIŠČE,2018-05-03,19.5,1.1,71,1005,0,3.4
_1896,PORTOROŽ - LETALIŠČE,2018-05-04,17.3,1.5,82,1011,36.8,4.4
_1896,PORTOROŽ - LETALIŠČE,2018-05-05,20.5,2.3,68,1015,1.7,3.8
_1896,PORTOROŽ - LETALIŠČE,2018-05-06,21.2,2.7,54,1015,0,9.7
_1896,PORTOROŽ - LETALIŠČE,2018-05-07,19.9,2.6,64,1013,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2018-05-08,19.2,2.9,60,1007,0,9.3
_1896,PORTOROŽ - LETALIŠČE,2018-05-09,17.1,1.9,71,1007,0,5.2
_1896,PORTOROŽ - LETALIŠČE,2018-05-10,18.2,2.2,80,1010,0,8.4
_1896,PORTOROŽ - LETALIŠČE,2018-05-11,17.4,2.1,84,1015,0,7.8
_1896,PORTOROŽ - LETALIŠČE,2018-05-12,19.1,2.4,74,1014,2.1,10.5
_1896,PORTOROŽ - LETALIŠČE,2018-05-13,19.3,2.8,71,1010,0,12.7
_1896,PORTOROŽ - LETALIŠČE,2018-05-14,17,2.3,79,1009,0,0.9
_1896,PORTOROŽ - LETALIŠČE,2018-05-15,14,2.7,73,1011,10.4,5.7
_1896,PORTOROŽ - LETALIŠČE,2018-05-16,15,2.7,75,1014,1.5,10.9
_1896,PORTOROŽ - LETALIŠČE,2018-05-17,16.1,3.1,77,1015,0.9,4.7
_1896,PORTOROŽ - LETALIŠČE,2018-05-18,16.9,2.1,80,1016,0,8.7
_1896,PORTOROŽ - LETALIŠČE,2018-05-19,18.6,2.5,66,1016,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2018-05-20,20.4,1.6,57,1016,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2018-05-21,20.5,1.7,58,1013,0,10.3
_1896,PORTOROŽ - LETALIŠČE,2018-05-22,19.1,1.7,81,1014,1.9,4.2
_1896,PORTOROŽ - LETALIŠČE,2018-05-23,18.6,1.8,85,1015,6.8,0.8
_1896,PORTOROŽ - LETALIŠČE,2018-05-24,21.1,1.7,73,1015,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2018-05-25,21.5,2.3,69,1015,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2018-05-26,21.8,2.5,71,1019,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-05-27,22.9,1.8,67,1018,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2018-05-28,23,2.5,72,1017,0,8.9
_1896,PORTOROŽ - LETALIŠČE,2018-05-29,22,2.9,75,1015,0,6
_1896,PORTOROŽ - LETALIŠČE,2018-05-30,22.4,2.6,72,1015,0,12.6
_1896,PORTOROŽ - LETALIŠČE,2018-05-31,22.9,2,74,1015,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2018-06-01,22.6,2.8,73,1016,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-06-02,22.8,3,73,1016,0,9.3
_1896,PORTOROŽ - LETALIŠČE,2018-06-03,22.2,2.9,68,1015,0,14.1
_1896,PORTOROŽ - LETALIŠČE,2018-06-04,24.7,2.7,60,1010,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2018-06-05,20.8,1.3,84,1009,0,5.2
_1896,PORTOROŽ - LETALIŠČE,2018-06-06,22.8,2.3,72,1013,1.3,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-06-07,20.8,2.5,84,1015,0.2,4.6
_1896,PORTOROŽ - LETALIŠČE,2018-06-08,21.3,2,78,1012,10.5,1.4
_1896,PORTOROŽ - LETALIŠČE,2018-06-09,23.3,2.6,67,1010,3.3,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-06-10,24.3,2.9,68,1011,0,13.9
_1896,PORTOROŽ - LETALIŠČE,2018-06-11,24.3,2.6,72,1010,0,11.3
_1896,PORTOROŽ - LETALIŠČE,2018-06-12,23.9,3.7,70,1006,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2018-06-13,22.5,2.7,75,1004,13,11.2
_1896,PORTOROŽ - LETALIŠČE,2018-06-14,22.4,4.3,46,1008,0,10.4
_1896,PORTOROŽ - LETALIŠČE,2018-06-15,23.2,2.6,43,1011,0,8.6
_1896,PORTOROŽ - LETALIŠČE,2018-06-16,23.7,2.8,49,1012,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-06-17,24.9,2.7,49,1013,0,14.7
_1896,PORTOROŽ - LETALIŠČE,2018-06-18,24.1,2.3,58,1016,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-06-19,25.2,3.7,45,1019,0,14.6
_1896,PORTOROŽ - LETALIŠČE,2018-06-20,24.6,2.5,63,1019,0,14.2
_1896,PORTOROŽ - LETALIŠČE,2018-06-21,25.4,2.3,55,1014,0,13.6
_1896,PORTOROŽ - LETALIŠČE,2018-06-22,19.1,1.9,65,1014,34.5,5.2
_1896,PORTOROŽ - LETALIŠČE,2018-06-23,17.9,2.8,57,1020,11.1,14.7
_1896,PORTOROŽ - LETALIŠČE,2018-06-24,19.4,2.9,62,1018,0,7.3
_1896,PORTOROŽ - LETALIŠČE,2018-06-25,20,2.9,58,1018,0,5.5
_1896,PORTOROŽ - LETALIŠČE,2018-06-26,21,2.4,48,1017,4.4,14
_1896,PORTOROŽ - LETALIŠČE,2018-06-27,22.6,3.4,41,1014,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2018-06-28,18.8,2.1,69,1010,0,0.7
_1896,PORTOROŽ - LETALIŠČE,2018-06-29,21.7,2.7,67,1009,0,6
_1896,PORTOROŽ - LETALIŠČE,2018-06-30,25,3.4,57,1009,0,10.9
_1896,PORTOROŽ - LETALIŠČE,2018-07-01,23.1,3.1,55,1012,0.5,3.9
_1896,PORTOROŽ - LETALIŠČE,2018-07-02,22.2,2.3,67,1013,0,6.1
_1896,PORTOROŽ - LETALIŠČE,2018-07-03,23.6,2.5,74,1014,0,8.8
_1896,PORTOROŽ - LETALIŠČE,2018-07-04,24.8,1.9,69,1014,0,10.2
_1896,PORTOROŽ - LETALIŠČE,2018-07-05,25.7,2.8,69,1012,0,12.8
_1896,PORTOROŽ - LETALIŠČE,2018-07-06,22.2,2.9,77,1012,12.7,11.8
_1896,PORTOROŽ - LETALIŠČE,2018-07-07,23.7,3.3,68,1016,0,11.8
_1896,PORTOROŽ - LETALIŠČE,2018-07-08,20.9,2.3,66,1017,0,9.7
_1896,PORTOROŽ - LETALIŠČE,2018-07-09,22.6,3.4,65,1015,0.8,10.8
_1896,PORTOROŽ - LETALIŠČE,2018-07-10,24,2.4,60,1012,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2018-07-11,21.1,1,85,1012,3.4,1.4
_1896,PORTOROŽ - LETALIŠČE,2018-07-12,22.9,2,80,1014,6.2,9.2
_1896,PORTOROŽ - LETALIŠČE,2018-07-13,23,2.7,77,1016,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2018-07-14,24.3,2.5,69,1016,0,11.2
_1896,PORTOROŽ - LETALIŠČE,2018-07-15,24.1,2.9,74,1013,0.7,8.7
_1896,PORTOROŽ - LETALIŠČE,2018-07-16,23.5,1.7,68,1010,0,7.3
_1896,PORTOROŽ - LETALIŠČE,2018-07-17,23.4,3.4,74,1011,1.3,12.7
_1896,PORTOROŽ - LETALIŠČE,2018-07-18,24.5,3.4,62,1012,0,14.1
_1896,PORTOROŽ - LETALIŠČE,2018-07-19,25,2.9,63,1012,0,13.9
_1896,PORTOROŽ - LETALIŠČE,2018-07-20,25.5,3.1,63,1012,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2018-07-21,25.2,2,67,1010,0,5.6
_1896,PORTOROŽ - LETALIŠČE,2018-07-22,23.3,1.9,78,1009,4.2,9.6
_1896,PORTOROŽ - LETALIŠČE,2018-07-23,24.6,3,52,1010,0.2,9.2
_1896,PORTOROŽ - LETALIŠČE,2018-07-24,24.4,2.9,58,1012,0,14
_1896,PORTOROŽ - LETALIŠČE,2018-07-25,25.1,3.5,62,1011,0,14
_1896,PORTOROŽ - LETALIŠČE,2018-07-26,23.2,1.9,67,1012,5.9,8.8
_1896,PORTOROŽ - LETALIŠČE,2018-07-27,24.3,3.3,64,1011,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2018-07-28,25.6,3.5,62,1010,0,12.5
_1896,PORTOROŽ - LETALIŠČE,2018-07-29,26,3.2,65,1012,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-07-30,27.4,3.2,64,1013,0,13.2
_1896,PORTOROŽ - LETALIŠČE,2018-07-31,28.3,2.9,60,1013,0,13.5
_1896,PORTOROŽ - LETALIŠČE,2018-08-01,28.5,3,60,1014,0,13.2
_1896,PORTOROŽ - LETALIŠČE,2018-08-02,29.1,3,53,1015,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-08-03,29.2,2.9,52,1016,0,10.7
_1896,PORTOROŽ - LETALIŠČE,2018-08-04,26.1,2.9,66,1014,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-08-05,27.5,3,57,1014,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2018-08-06,27,3,55,1015,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-07,26.5,3.2,65,1014,0,12.3
_1896,PORTOROŽ - LETALIŠČE,2018-08-08,26.1,2.9,70,1014,0,10.6
_1896,PORTOROŽ - LETALIŠČE,2018-08-09,26.1,3.1,70,1015,0,12.4
_1896,PORTOROŽ - LETALIŠČE,2018-08-10,25.5,3,71,1018,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-11,26.4,2.4,55,1016,0,8.5
_1896,PORTOROŽ - LETALIŠČE,2018-08-12,25.5,3.1,55,1016,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-13,26,2.4,63,1012,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-08-14,22.5,1.7,81,1012,28.6,8.3
_1896,PORTOROŽ - LETALIŠČE,2018-08-15,23.5,2.7,63,1015,6.4,8.4
_1896,PORTOROŽ - LETALIŠČE,2018-08-16,24,2.2,57,1015,0,11.4
_1896,PORTOROŽ - LETALIŠČE,2018-08-17,23.8,2.4,64,1014,0,13
_1896,PORTOROŽ - LETALIŠČE,2018-08-18,25,3.2,67,1016,0,13
_1896,PORTOROŽ - LETALIŠČE,2018-08-19,26.2,2.3,56,1016,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-08-20,26.3,3.3,56,1014,0,12.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-21,25.1,3.8,59,1015,0,10.6
_1896,PORTOROŽ - LETALIŠČE,2018-08-22,25.7,3.1,63,1015,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2018-08-23,26,3.2,60,1012,0,12.2
_1896,PORTOROŽ - LETALIŠČE,2018-08-24,24.2,3.3,69,1009,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-08-25,22,2,83,1007,3.5,2.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-26,17.5,3.2,62,1010,57.1,0.8
_1896,PORTOROŽ - LETALIŠČE,2018-08-27,19.3,2.6,54,1015,14,12.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-28,20.3,3.4,68,1017,0,12.1
_1896,PORTOROŽ - LETALIŠČE,2018-08-29,21.5,3.3,61,1015,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2018-08-30,22.4,3.3,72,1014,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2018-08-31,22.1,1.8,73,1014,0,4.4
_1896,PORTOROŽ - LETALIŠČE,2018-09-01,20.3,2.4,83,1014,22.9,1.2
_1896,PORTOROŽ - LETALIŠČE,2018-09-02,19.1,3.4,79,1015,23.6,9.6
_1896,PORTOROŽ - LETALIŠČE,2018-09-03,19.1,2.9,78,1013,0,5.4
_1896,PORTOROŽ - LETALIŠČE,2018-09-04,19.7,3.3,82,1013,0,10.1
_1896,PORTOROŽ - LETALIŠČE,2018-09-05,20.4,2.7,78,1014,0,11.6
_1896,PORTOROŽ - LETALIŠČE,2018-09-06,20.2,2.8,80,1012,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2018-09-07,20,2.5,78,1013,0,4.1
_1896,PORTOROŽ - LETALIŠČE,2018-09-08,21.3,3.3,73,1018,0,11.7
_1896,PORTOROŽ - LETALIŠČE,2018-09-09,20.3,3.7,76,1020,0,11.9
_1896,PORTOROŽ - LETALIŠČE,2018-09-10,20.9,3.5,78,1021,0,11.5
_1896,PORTOROŽ - LETALIŠČE,2018-09-11,21.2,3.3,78,1024,0,9.9
_1896,PORTOROŽ - LETALIŠČE,2018-09-12,21,3.9,85,1021,0,10.6
_1896,PORTOROŽ - LETALIŠČE,2018-09-13,21.5,3.1,80,1014,0,4.1
_1896,PORTOROŽ - LETALIŠČE,2018-09-14,21.6,3,78,1015,0,7.9
_1896,PORTOROŽ - LETALIŠČE,2018-09-15,21.3,2.8,81,1019,0,9.4
_1896,PORTOROŽ - LETALIŠČE,2018-09-16,21,3.6,80,1021,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-09-17,21.2,3.9,77,1020,0,10
_1896,PORTOROŽ - LETALIŠČE,2018-09-18,21,3.2,76,1019,0,10.6
_1896,PORTOROŽ - LETALIŠČE,2018-09-19,21.2,3.5,83,1019,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-09-20,22.1,4.3,69,1017,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2018-09-21,21.6,3.5,72,1015,0,11.1
_1896,PORTOROŽ - LETALIŠČE,2018-09-22,21.8,2.4,74,1016,0,1.7
_1896,PORTOROŽ - LETALIŠČE,2018-09-23,23,1.9,79,1016,0,6
_1896,PORTOROŽ - LETALIŠČE,2018-09-24,19,5.9,53,1020,0.1,8.5
_1896,PORTOROŽ - LETALIŠČE,2018-09-25,15.6,4.4,31,1032,0,10.9
_1896,PORTOROŽ - LETALIŠČE,2018-09-26,11.7,3.2,52,1036,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-09-27,12.9,2.5,71,1027,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-09-28,15.7,3.7,58,1015,0,11
_1896,PORTOROŽ - LETALIŠČE,2018-09-29,15.7,2.1,52,1019,0,9.1
_1896,PORTOROŽ - LETALIŠČE,2018-09-30,13.6,3.3,53,1018,0,10.7
