,Classifier,Precision,Recall,F1-score
1,Support Vector Mashines,0.51,0.57,0.54
3,Decision Tree,0.48,0.4,0.44
5,Random Forest,0.81,0.65,0.72
7,Neural Network,0.43,0.5,0.46
