date(ENG);sampling station;sampling depth;sampling method;Alexandrium cf. minutum;Alexandrium spp.(400x);Alexandrium cf. concavum;Alexandrium cf. insuetum;Alexandrium pseudogonyaulax;Alexandrium cf. tamarense;Alexandrium spp.(200x);PSP;Dinophysis acuminata;Dinophysis acuta;Dinophysis cf. acutoides;Dinophysis caudata;Dinophysis fortii;Dinophysis hastata;Dinophysis nasuta;Dinophysis norvegica;Dinophysis ovum;Dinophysis cf. parva;Phalacroma parvulum;Dinophysis recurva/D.ovum;Phalacroma rotundatum;Dinophysis sacculus;Dinophysis similis;Dinophysis schuettii;Dinophysis spp.;Dinophysis sp. (mali);Dinophysis tripos;Phalacroma doryphorum;Phalacroma mitra;Phalacroma operculoides;Phalacroma rapa;Phalacroma sp. ;Prorocentrum lima;DSP;Lingulodinium polyedra;Protoceratium reticulatum;DSP_like;Gonyaulax fragilis;Pseudo-nitzschia cf. calliantha;Pseudo-nitzschia sp.;Pseudo-nitzschia cf. fraudulenta;Pseudo-nitzschia cf. pungens;Pseudo-nitzschia seriata gr.;Pseudo-nitzschia multistriata;Pseudo-nitzschia cf. galaxiae;Pseudo-nitzschia delicatissima gr.;ASP;Karenia papilionacea;cf. Karenia
29/01/2003;24;0,5;Niskin;;0;;;0;;84;84;0;0;;0;0;0;;0;4;;;0;4;8;;;0;0;0;;0;0;;;0;16;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/01/2003;24;6;Niskin;;66,7;;;0;;88;155;0;0;;0;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;4;0;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/01/2003;35;0,5;Niskin;;66,7;;;0;;16;83;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/01/2003;35;6;Niskin;;200;;;0;;32;232;0;0;;0;0;0;;0;0;;;0;16;0;;;0;0;0;;0;0;;;0;16;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/02/2003;24;0,5;Niskin;;67,3;;;0;;4;71;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/02/2003;24;6;Niskin;;66,7;;;0;;24;91;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/02/2003;35;0,5;Niskin;;134,7;;;0;;8,1;143;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/02/2003;35;6;Niskin;;0;;;0;;4,3;4;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/03/2003;24;0,5;Niskin;;69,4;;;0;;4,2;74;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/03/2003;24;6;Niskin;;66,7;;;0;;20;87;0;0;;0;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;4;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/03/2003;35;0,5;Niskin;;133,3;;;0;;24;157;0;0;;4;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;4;0;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/03/2003;35;6;Niskin;;68,7;;;0;;24,7;93;0;0;;0;0;0;;0;0;;;0;4,1;0;;;4,1;0;0;;0;0;;;0;8;0;8,2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16/04/2003;24;0,5;Niskin;;0;;;0;;8;8;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16/04/2003;24;6;Niskin;;0;;;0;;28;28;0;0;;0;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;4;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16/04/2003;35;0,5;Niskin;;0;;;0;;20;20;0;0;;0;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;4;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16/04/2003;35;6;Niskin;;66,7;;;0;;20;87;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/05/2003;24;0,5;Niskin;;544,2;;;0;;4,1;548;0;0;;0;0;0;;0;0;;;0;0;20,4;;;0;0;0;;0;0;;;0;20;61,2;8,2;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/05/2003;24;6;Niskin;;68;;;4,1;;8,2;80;0;0;;0;0;0;;0;0;;;0;0;8,2;;;0;0;0;;0;0;;;0;8;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/05/2003;35;0,5;Niskin;;200;;;0;;4;204;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;4;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19/05/2003;35;6;Niskin;;66,7;;;0;;0;67;0;0;;0;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;4;20;4;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2003;24;0,5;Niskin;;272,1;;;0;;0;272;0;0;;8,2;0;0;;0;0;;;0;0;12,2;;;0;0;0;;0;0;;;0;20;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2003;24;6;Niskin;;68;;;4,1;;0;72;0;0;;0;0;0;;0;0;;;0;8,2;4,1;;;0;0;0;;0;0;;;0;12;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2003;35;0,5;Niskin;;52,6;;;0;;8,4;61;0;0;;0;0;0;;0;0;;;0;0;21,1;;;0;0;0;;0;0;;;0;21;101,1;8,4;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2003;35;4;Niskin;;0;;;4,2;;4,2;8;0;0;;0;0;0;;0;0;;;0;4,2;0;;;0;0;0;;0;0;;;0;4;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/06/2003;24;0,5;Niskin;;333,3;;;12;;4;349;0;0;;0;0;0;;0;0;;;0;0;60;;;0;0;0;;0;0;;;0;60;4;8;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/06/2003;24;6;Niskin;;66,7;;;24;;0;91;0;0;;0;0;0;;0;0;;;0;0;16;;;0;0;0;;0;0;;;0;16;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/06/2003;35;0,5;Niskin;;538,7;;;16,2;;8,1;563;0;0;;0;0;0;;0;0;;;0;0;121,2;;;0;0;0;;0;0;;;0;121;173,7;4;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/06/2003;35;6;Niskin;;0;;;61,2;;0;61;0;0;;0;0;0;;0;0;;;0;8,2;4,1;;;0;0;0;;0;0;;;0;12;8,2;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24/06/2003;24;0,5;Niskin;;0;;;12;;16;28;0;0;;0;0;0;;0;0;;;0;4;4;;;0;0;0;;0;0;;;0;8;0;28;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24/06/2003;24;6;Niskin;;133,3;;;0;;4;137;0;0;;0;0;0;;0;0;;;0;8;0;;;4;0;0;;0;0;;;0;12;0;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24/06/2003;35;0,5;Niskin;;0;;;4;;16;20;0;0;;4;0;0;;0;0;;;0;28;4;;;0;0;0;;0;0;;;4;40;0;28;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24/06/2003;35;6;Niskin;;0;;;0;;8;8;0;0;;0;0;0;;0;0;;;0;8;16;;;0;0;0;;0;0;;;0;24;0;36;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/07/2003;24;0,5;Niskin;;66,7;;;0;;0;67;0;0;;8;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;12;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/07/2003;24;6;Niskin;;133,3;;;0;;4;137;0;0;;16;0;0;;0;0;;;0;4;4;;;0;0;0;;0;0;;;0;24;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/07/2003;35;0,5;Niskin;;200;;;0;;12;212;0;0;;0;0;0;;0;0;;;0;12;0;;;0;0;0;;0;0;;;0;12;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/07/2003;35;6;Niskin;;266,7;;;8;;8;283;0;0;;24;0;0;;0;0;;;0;8;4;;;0;0;0;;0;0;;;0;36;8;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31/07/2003;24;0,5;Niskin;;0;;;0;;16;16;0;0;;48;0;0;;0;0;;;0;4;4;;;0;0;0;;0;0;;;0;56;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31/07/2003;24;6;Niskin;;266,7;;;0;;8;275;0;0;;16;0;0;;0;0;;;0;4;8;;;0;4;0;;0;0;;;0;32;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31/07/2003;35;0,5;Niskin;;133,3;;;0;;16;149;0;0;;16;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;20;8;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31/07/2003;35;6;Niskin;;133,3;;;0;;28;161;0;0;;8;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;12;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/08/2003;24;0,5;Niskin;;0;;;0;;0;0;0;0;;4,3;0;0;;0;0;;;0;0;17,2;;;0;0;0;;0;0;;;0;22;17,2;4,3;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/08/2003;24;6;Niskin;;217,4;;;0;;0;217;0;0;;39,1;0;0;;0;0;;;0;4,3;0;;;0;0;0;;0;0;;;0;43;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/08/2003;35;0,5;Niskin;;0;;;4,3;;4,3;9;0;0;;21,5;0;0;;0;0;;;0;12,9;0;;;0;0;0;;0;0;;;0;34;4,3;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/08/2003;35;6;Niskin;;0;;;0;;0;0;0;0;;63,2;0;0;;0;0;;;0;4,2;0;;;0;0;0;;0;0;;;0;67;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
05/09/2003;24;0,5;Niskin;;66,7;;;0;;0;67;0;0;;0;0;0;;0;0;;;0;12;0;;;0;0;0;;0;0;;;0;12;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
05/09/2003;24;6;Niskin;;0;;;0;;4;4;0;0;;60;0;0;;0;0;;;0;32;0;;;0;0;0;;0;0;;;0;92;4;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
05/09/2003;35;0,5;Niskin;;66,7;;;0;;12;79;0;0;;8;0;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;12;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
05/09/2003;35;6;Niskin;;0;;;0;;20;20;0;0;;32;0;0;;0;0;;;0;12;0;;;0;0;0;;0;0;;;0;44;4;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17/09/2003;24;0,5;Niskin;;133,3;;;0;;28;161;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17/09/2003;24;6;Niskin;;133,3;;;0;;8;141;0;0;;8;20;0;;0;0;;;0;28;4;;;0;8;0;;0;0;;;0;68;4;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17/09/2003;35;0,5;Niskin;;0;;;4;;8;12;0;0;;4;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;4;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17/09/2003;35;6;Niskin;;66,7;;;4;;4;75;0;0;;24;0;0;;0;0;;;0;8;0;;;0;0;0;;0;0;;;0;32;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/09/2003;24;0,5;Niskin;;66,7;;;0;;12;79;0;0;;0;40;0;;0;0;;;0;8;0;;;8;8;0;;0;0;;;0;64;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/09/2003;24;6;Niskin;;68,7;;;0;;0;69;0;0;;12,4;8,2;0;;0;0;;;0;12,4;0;;;0;4,1;0;;0;0;;;0;37;8,2;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/09/2003;35;0,5;Niskin;;0;;;0;;0;0;0;0;;8;20;0;;0;0;;;0;28;0;;;8;4;0;;0;0;;;0;68;4;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/09/2003;35;6;Niskin;;0;;;0;;0;0;0;0;;16;28;0;;0;0;;;0;28;4;;;20;8;0;;0;0;;;0;104;4;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/10/2003;24;0,5;Niskin;;0;;;4;;0;4;0;0;;4;4;0;;0;0;;;0;12;0;;;0;4;0;;0;0;;;0;24;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/10/2003;24;6;Niskin;;0;;;4;;0;4;0;0;;28;4;0;;0;0;;;0;8;0;;;0;4;0;;0;0;;;0;44;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/10/2003;35;0,5;Niskin;;0;;;0;;4;4;0;0;;4;20;0;;0;0;;;0;4;4;;;0;0;0;;0;0;;;0;32;0;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20/10/2003;35;6;Niskin;;0;;;0;;4,1;4;0;0;;8,2;4,1;0;;0;0;;;0;20,5;0;;;4,1;0;0;;0;0;;;0;37;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18/11/2003;24;0,5;Niskin;;67,3;;;0;;4;71;0;0;;12,1;20,2;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;36;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18/11/2003;24;6;Niskin;;0;;;0;;4,1;4;0;0;;4,1;20,6;0;;0;0;;;0;4,1;0;;;0;0;0;;0;0;;;0;29;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18/11/2003;35;0,5;Niskin;;133,3;;;0;;12;145;0;0;;224;120;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;348;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18/11/2003;35;6;Niskin;;133,3;;;4;;4;141;0;0;;68;36;0;;0;0;;;0;24;0;;;4;0;0;;0;0;;;0;132;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/12/2003;24;0,5;Niskin;;134,7;;;0;;0;135;0;0;;0;16,2;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;16;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/12/2003;24;6;Niskin;;133,3;;;0;;4;137;0;0;;0;0;0;;0;0;;;0;0;4;;;0;0;0;;0;0;;;0;4;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/12/2003;35;0,5;Niskin;;66,7;;;0;;4;71;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/12/2003;35;6;Niskin;;66,7;;;0;;4;71;0;0;;0;12;0;;0;0;;;0;4;0;;;0;0;0;;0;0;;;0;16;0;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/05/2004;24;0,5;Niskin;;3250;;;0;;0;3250;0;0;;0;0;0;;0;0;;;0;110;20;;;0;0;0;;0;0;;;0;130;10;30;40;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/05/2004;24;6;Niskin;;1750;;;0;;0;1750;0;0;;0;0;0;;0;0;;;0;60;20;;;0;0;0;;10;0;;;0;90;0;30;30;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/05/2004;35;0,5;Niskin;;7638,9;;;0;;0;7639;0;0;;0;0;0;;0;0;;;0;60;100;;;0;0;0;;10;0;;;0;170;190;20;210;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/05/2004;35;6;Niskin;;1250;;;0;;0;1250;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;30;20;50;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
26/05/2004;35;0,5;Niskin;;125;;;0;;10;135;0;0;;0;0;0;;0;0;;;0;10;90;;;0;0;0;;0;0;;;0;100;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
26/05/2004;35;6;Niskin;;250;;;0;;0;250;0;0;;10;0;0;;0;0;;;0;20;50;;;0;0;0;;0;0;;;30;110;30;0;30;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
26/05/2004;24;0,5;Niskin;;3500;;;0;;0;3500;0;0;;0;0;0;;0;0;;;0;0;10;;;0;0;0;;0;0;;;0;10;0;20;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
26/05/2004;24;6;Niskin;;500;;;0;;0;500;0;0;;20;0;0;;0;0;;;0;0;50;;;0;0;0;;0;0;;;0;70;20;0;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/06/2004;35;0,5;Niskin;;500;;;10;;0;510;0;0;;0;0;0;;0;0;;;0;0;30;;;0;0;0;;0;0;;;0;30;30;20;50;750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/06/2004;35;6;Niskin;;625;;;10;;10;645;0;0;;10;0;0;;0;0;;;0;30;50;;;0;0;0;;0;0;;;0;90;30;0;30;430;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/06/2004;24;0,5;Niskin;;125;;;50;;30;205;0;0;;0;0;0;;0;0;;;0;10;140;;;0;0;0;;0;0;;;0;150;0;0;0;480;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/06/2004;24;6;Niskin;;0;;;10;;300;310;0;0;;10;0;0;;0;0;;;0;0;80;;;0;0;0;;0;0;;;0;90;20;0;20;600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/06/2004;35;0,5;Niskin;;125;;;0;;20;145;0;0;;0;0;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;10;0;0;0;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/06/2004;35;6;Niskin;;250;;;0;;30;280;0;0;;0;0;0;;0;0;;;0;70;10;;;0;0;0;;0;0;;;0;80;0;0;0;560;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/06/2004;24;0,5;Niskin;;0;;;0;;20;20;0;0;;10;0;0;;0;0;;;0;0;0;;;0;10;0;;0;0;;;0;20;0;0;0;2480;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30/06/2004;24;6;Niskin;;156,3;;;0;;20;176;0;0;;0;0;0;;0;0;;;0;20;0;;;0;0;0;;0;0;;;0;20;0;0;0;4320;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/07/2004;35;0,5;Niskin;;131,6;;;0;;10;142;0;0;;10;0;0;;0;0;;;0;0;0;;;10;0;0;;0;0;;;0;20;0;0;0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/07/2004;35;6;Niskin;;125;;;0;;10;135;0;0;;0;0;0;;0;0;;;0;0;0;;;0;10;0;;0;0;;;20;30;0;10;10;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/07/2004;24;0,5;Niskin;;0;;;0;;0;0;0;0;;0;0;0;;0;0;;;0;10;20;;;0;0;0;;0;0;;;0;30;0;20;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/07/2004;24;6;Niskin;;131,6;;;0;;0;132;0;0;;0;0;0;;0;0;;;0;20;0;;;0;0;0;;0;0;;;0;20;0;10;10;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28/07/2004;24;0,5;Niskin;;500;;;0;;0;500;0;0;;10;0;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;20;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28/07/2004;24;6;Niskin;;125;;;0;;20;145;0;0;;40;0;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;50;0;0;0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28/07/2004;35;0,5;Niskin;;125;;;0;;0;125;0;0;;20;0;0;;0;0;;;0;20;0;;;0;0;0;;0;0;;;0;40;0;10;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28/07/2004;35;6;Niskin;;250;;;0;;10;260;0;0;;20;0;0;;0;0;;;0;30;0;;;0;0;0;;0;0;;;0;50;0;20;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/08/2004;24;0,5;Niskin;;625;;;10;;10;645;0;0;;20;0;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;30;10;0;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/08/2004;24;6;Niskin;;375;;;10;;10;395;0;0;;0;0;0;;0;0;;;0;30;0;;;0;0;0;;0;0;;;0;30;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/08/2004;35;0,5;Niskin;;375;;;10;;10;395;0;0;;40;0;0;;0;0;;;0;20;0;;;0;20;0;;0;0;;;10;90;0;20;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/08/2004;35;6;Niskin;;500;;;10;;0;510;0;0;;50;0;0;;0;0;;;0;0;0;;;10;0;0;;0;0;;;0;60;0;20;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/08/2004;24;0,5;Niskin;;125;;;0;;20;145;0;0;;70;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;70;0;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/08/2004;24;6;Niskin;;0;;;0;;0;0;0;0;;130;20;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;150;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/08/2004;35;0,5;Niskin;;375;;;0;;10;385;0;0;;40;0;0;;0;0;;;0;0;10;;;0;0;0;;0;0;;;0;50;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25/08/2004;35;6;Niskin;;0;;;0;;0;0;0;0;;70;0;0;;0;0;;;0;40;0;;;0;0;0;;0;0;;;0;110;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/09/2004;24;0,5;Niskin;;0;;;0;;0;0;0;0;;0;0;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;10;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/09/2004;24;6;Niskin;;0;;;0;;0;0;0;0;;20;20;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;50;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/09/2004;35;0,5;Niskin;;0;;;0;;0;0;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14/09/2004;35;6;Niskin;;125;;;0;;0;125;0;0;;30;20;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;50;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/09/2004;24;0,5;Niskin;;375;;;0;;20;395;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/09/2004;24;6;Niskin;;0;;;0;;0;0;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/09/2004;35;0,5;Niskin;;250;;;0;;0;250;0;0;;0;10;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;10;20;0;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29/09/2004;35;6;Niskin;;0;;;0;;10;10;0;0;;0;20;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;20;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/05/2005;24;integrated;Niskin;0;0;;;0;0;0;0;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/05/2005;35;integrated;Niskin;0;0;;;0;0;0;0;0;0;;0;0;0;;0;10;;;0;0;0;;;0;0;0;;0;0;;;0;10;0;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/05/2005;0DB2;integrated;Niskin;0;0;;;0;0;0;0;0;0;;0;0;0;;0;0;;;0;10;0;;;0;0;0;;0;0;;;0;10;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2005;24;integrated;Niskin;250;250;;;0;10;0;510;0;0;;0;0;0;;0;0;;;0;0;10;;;0;0;0;;0;0;;;0;10;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2005;35;integrated;Niskin;125;0;;;0;0;20;145;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;20;0;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27/05/2005;0DB2;integrated;Niskin;125;0;;;0;0;0;125;0;0;;0;0;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15/06/2005;24;integrated;Niskin;0;125;;;0;0;0;125;0;0;;0;0;0;;0;0;;;0;10;40;;;0;0;0;;0;0;;;0;50;0;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
